"type","Quantity","values"
Mohn,SSB,-0.284554901604797
Mohn,Recruitment,3.62466357021379
Mohn,Fraction unfished,0.146061647368851
Mohn,F,-0.0147127466434307
NEFSC,SSB,-0.295258623423547
NEFSC,Recruitment,0.371595974944703
NEFSC,Fraction unfished,0.133027388101737
NEFSC,F,-0.0419134997526225
AFSC,SSB,-0.0569109803209594
AFSC,Recruitment,0.724932714042757
AFSC,F,-0.00294254932868614
AFSC,Fraction unfished,0.0292123294737701
