"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"4","NatM_uniform_Fem_GP_1",0.06,4224.33,5.15656e-05,10741.1,2135.14,0.198782,0
"3","NatM_uniform_Fem_GP_1",0.065,4199.79,0.000510114,9839.74,2406.53,0.244573,0
"2","NatM_uniform_Fem_GP_1",0.07,4184.78,0.000637323,9015.35,2580.41,0.286224,0
"1","NatM_uniform_Fem_GP_1",0.075,4179.17,8.14891e-05,8285.44,2698.99,0.325751,0
"5","NatM_uniform_Fem_GP_1",0.0756203,4179.1,0.00188633,8192.86,2700.99,0.329676,0
"6","NatM_uniform_Fem_GP_1",0.08,4182.57,0.000406687,7568.98,2716.33,0.358876,0
"7","NatM_uniform_Fem_GP_1",0.085,4194.6,3.95614e-05,6904.37,2700.89,0.391185,0
"8","NatM_uniform_Fem_GP_1",0.09,4214.49,4.34642e-05,6325.69,2670.36,0.422145,0
"9","NatM_uniform_Fem_GP_1",0.095,4241.41,1.47462e-05,5822.72,2648.24,0.454811,2
