"Var1","Freq"
"Size_DblN_descend_se_2_OR_TWL(2)_BLK2repl_2000",6
"Size_DblN_descend_se_28_coastwide_NWFSC(28)",3
"Size_DblN_descend_se_5_OR_NTWL(5)",2
"Size_DblN_peak_5_OR_NTWL(5)",6
