"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40"
1908,1658.14,1557.52,1462.88,1373.87,1290.17,1211.46,1137.47,1067.91,1002.53,941.085,883.355,829.119,778.171,730.318,685.38,643.18,603.553,572.776,537.1,503.644,472.269,442.847,415.256,389.382,365.121,342.372,321.041,301.041,282.288,264.704,248.216,232.756,218.259,204.665,191.919,179.966,168.758,158.248,148.393,139.151,2095.25
1909,1655.17,1554.87,1460.52,1371.78,1288.31,1209.82,1136.01,1066.62,1001.39,940.084,882.468,828.331,777.472,729.696,684.823,642.684,603.112,565.953,537.093,503.639,472.267,442.847,415.258,389.385,365.124,342.374,321.042,301.04,282.286,264.701,248.213,232.752,218.255,204.661,191.915,179.962,168.754,158.244,148.389,139.148,2095.2
1910,1652.04,1552.09,1458.04,1369.57,1286.35,1208.08,1134.47,1065.26,1000.19,939.023,881.528,827.499,776.732,729.039,684.238,642.16,602.646,565.538,530.694,503.632,472.262,442.844,415.257,389.387,365.126,342.376,321.043,301.04,282.285,264.699,248.21,232.749,218.251,204.657,191.911,179.958,168.75,158.24,148.385,139.144,2095.14
1911,1648.74,1549.16,1455.43,1367.24,1284.27,1206.24,1132.84,1063.82,998.917,937.896,880.532,826.617,775.95,728.345,683.622,641.611,602.153,565.1,530.304,497.63,472.254,442.838,415.254,389.385,365.126,342.377,321.044,301.041,282.284,264.697,248.207,232.745,218.247,204.653,191.906,179.954,168.746,158.236,148.381,139.14,2095.08
1912,1645.25,1546.07,1452.68,1364.79,1282.09,1204.29,1131.11,1062.29,997.561,936.698,879.475,825.682,775.122,727.611,682.969,641.031,601.637,564.637,529.892,497.264,466.625,442.83,415.247,389.381,365.124,342.377,321.045,301.041,282.284,264.696,248.205,232.742,218.244,204.649,191.902,179.949,168.741,158.232,148.377,139.136,2095.01
1913,1641.54,1542.79,1449.78,1362.21,1279.8,1202.25,1129.29,1060.67,996.124,935.426,878.351,824.689,774.245,726.833,682.28,640.419,601.092,564.152,529.457,496.876,466.281,437.551,415.238,389.374,365.119,342.374,321.044,301.041,282.284,264.695,248.203,232.74,218.24,204.645,191.898,179.945,168.737,158.227,148.372,139.132,2094.94
1914,1637.63,1539.31,1446.71,1359.49,1277.38,1200.1,1127.37,1058.96,994.605,934.078,877.157,823.634,773.313,726.009,681.549,639.771,600.517,563.64,529.001,496.467,465.917,437.227,410.288,389.365,365.112,342.369,321.04,301.039,282.283,264.694,248.202,232.737,218.237,204.642,191.893,179.94,168.732,158.223,148.368,139.127,2094.86
1915,1633.51,1535.64,1443.45,1356.61,1274.83,1197.83,1125.35,1057.16,993.002,932.652,875.892,822.513,772.322,725.133,680.775,639.085,599.908,563.099,528.52,496.039,465.532,436.885,409.983,384.722,365.103,342.361,321.035,301.036,282.281,264.693,248.2,232.736,218.235,204.638,191.89,179.936,168.728,158.218,148.363,139.123,2094.78
1916,1629.18,1531.78,1440.01,1353.56,1272.13,1195.44,1123.23,1055.27,991.315,931.149,874.554,821.326,771.27,724.204,679.953,638.357,599.263,562.527,528.011,495.587,465.129,436.523,409.661,384.435,360.748,342.351,321.027,301.029,282.277,264.69,248.199,232.734,218.233,204.635,191.886,179.932,168.723,158.213,148.358,139.118,2094.7
1917,1624.58,1527.72,1436.39,1350.31,1269.12,1192.42,1120.13,1052.22,988.451,928.525,872.192,819.228,769.424,722.588,678.545,637.13,598.193,561.59,527.189,494.862,464.489,435.955,409.153,383.983,360.344,338.147,320.906,300.921,282.178,264.601,248.118,232.66,218.164,204.572,191.826,179.875,168.67,158.163,148.311,139.073,2094.02
1918,1619.7,1523.4,1432.58,1346.91,1265.99,1189.31,1116.78,1048.68,984.938,925.215,869.163,816.511,767.022,720.485,676.713,635.54,596.812,560.389,526.141,493.944,463.681,435.242,408.52,383.418,359.84,337.696,316.899,300.747,282.02,264.458,247.988,232.541,218.055,204.47,191.732,179.787,168.587,158.085,148.238,139.005,2092.98
1919,1614.55,1518.83,1428.53,1343.34,1262.78,1186.34,1113.81,1045.48,981.551,921.857,865.999,813.616,764.426,718.19,674.704,633.79,595.293,559.071,524.994,492.943,462.804,434.47,407.839,382.813,359.3,337.214,316.468,296.984,281.851,264.304,247.847,232.413,217.938,204.363,191.633,179.695,168.501,158.004,148.162,138.933,2091.89
1920,1609.14,1514,1424.24,1339.55,1259.54,1183.67,1111.62,1043.4,979.272,919.356,863.454,811.174,762.16,716.136,672.873,632.178,593.884,557.844,523.928,492.015,461.994,433.761,407.216,382.264,358.814,336.78,316.082,296.64,278.379,264.196,247.75,232.325,217.859,204.291,191.567,179.634,168.444,157.951,148.112,138.886,2091.17
1921,1603.42,1508.93,1419.71,1335.53,1255.98,1180.59,1109.05,1041.27,977.251,917.149,861.048,808.737,759.827,713.975,670.917,630.436,592.349,556.503,522.76,491,461.111,432.99,406.541,381.67,358.291,336.317,315.669,296.272,278.05,260.936,247.643,232.229,217.772,204.213,191.495,179.569,168.383,157.895,148.059,138.836,2090.4
1922,1597.38,1503.56,1414.96,1331.28,1252.22,1177.31,1106.27,1038.99,975.39,915.394,859.114,806.605,757.653,711.885,668.975,628.673,590.778,555.117,521.548,489.944,460.193,432.191,405.844,381.06,357.754,335.844,315.25,295.899,277.719,260.64,244.599,232.14,217.691,204.14,191.43,179.509,168.329,157.844,148.012,138.793,2089.72
1923,1591.04,1497.9,1409.93,1326.82,1248.25,1173.81,1103.24,1036.45,973.327,913.723,857.538,804.854,755.71,709.895,667.057,626.888,589.155,553.669,520.27,488.826,459.219,431.344,405.107,380.417,357.191,335.35,314.815,295.513,277.375,260.335,244.327,229.29,217.612,204.068,191.365,179.451,168.277,157.797,147.968,138.751,2089.09
1924,1584.4,1491.96,1404.62,1322.1,1244.04,1170,1099.81,1033.42,970.748,911.604,855.803,803.229,753.94,707.964,665.098,625.01,587.413,552.089,518.862,487.584,458.132,430.397,404.282,379.699,356.564,334.8,314.331,295.087,276.997,259.998,244.026,229.022,214.929,203.983,191.288,179.381,168.213,157.739,147.915,138.703,2088.34
1925,1577.49,1485.73,1399.04,1317.12,1239.58,1165.96,1096.07,1030.02,967.749,909.063,853.73,801.546,752.381,706.283,663.274,623.165,585.646,550.45,517.375,486.258,456.962,429.373,403.389,378.921,355.885,334.206,313.811,294.628,276.592,259.638,243.706,228.736,214.673,201.464,191.204,179.305,168.144,157.677,147.859,138.65,2087.55
1926,1570.31,1479.25,1393.2,1311.89,1234.87,1161.64,1092.04,1026.23,964.293,906.02,851.154,799.443,750.674,704.717,661.613,621.384,583.856,548.742,515.794,484.825,455.684,428.244,402.4,378.057,355.132,333.549,313.235,294.122,276.146,259.243,243.355,228.422,214.393,201.213,188.832,179.216,168.063,157.603,147.792,138.589,2086.65
1927,1562.89,1472.51,1387.13,1306.41,1229.92,1157.09,1087.74,1022.13,960.379,902.403,847.933,796.684,748.392,702.841,659.904,619.62,582.01,546.912,514.063,483.23,454.243,426.96,401.267,377.063,354.263,332.789,312.569,293.538,275.631,258.788,242.95,228.062,214.07,200.923,188.572,176.97,167.958,157.507,147.704,138.509,2085.49
1928,1555.33,1465.56,1380.81,1300.72,1224.84,1152.62,1083.76,1018.43,956.838,898.992,844.75,793.827,745.931,700.799,658.224,618.082,580.409,545.227,512.387,481.642,452.778,425.637,400.088,376.024,353.352,331.993,311.875,292.931,275.098,258.319,242.537,227.695,213.743,200.631,188.31,176.735,165.862,157.417,147.622,138.434,2084.43
1929,1547.72,1458.47,1374.29,1294.79,1219.44,1147.75,1079.52,1014.72,953.436,895.742,841.605,790.874,743.266,698.493,656.302,616.494,578.953,543.711,510.792,480.056,451.276,424.252,398.836,374.907,352.367,331.129,311.119,292.27,274.521,257.812,242.09,227.3,213.393,200.319,188.031,176.485,165.637,155.447,147.532,138.353,2083.3
1930,1540.08,1451.33,1367.64,1288.67,1213.85,1142.69,1075.06,1010.89,950.076,892.597,838.526,787.837,740.373,695.853,653.997,614.557,577.34,542.235,509.273,478.474,449.713,422.775,397.476,373.679,351.271,330.161,310.269,291.525,273.868,257.239,241.586,226.855,212.998,199.967,187.716,176.202,165.383,155.219,145.67,138.253,2081.94
1931,1532.51,1444.17,1360.95,1282.42,1208.03,1137.22,1069.96,1006.34,946.169,889.195,835.389,784.812,737.425,693.068,651.468,612.354,575.49,540.695,507.865,477.03,448.212,421.293,396.077,372.391,350.107,329.122,309.35,290.718,273.16,256.619,241.041,226.375,212.573,199.59,187.381,175.902,165.113,154.976,145.451,136.504,2080.5
1932,1525,1437.07,1354.24,1276.14,1202.11,1131.63,1064.69,1001.41,941.742,885.356,832.005,781.67,734.395,690.125,648.698,609.845,573.308,538.862,506.339,475.641,446.8,419.838,394.648,371.044,348.87,328.005,308.355,289.837,272.386,255.94,240.445,225.851,212.112,199.182,187.018,175.579,164.824,154.716,145.217,136.293,2077.42
1933,1517.47,1430.03,1347.57,1269.84,1196.18,1126.05,1059.51,996.66,937.441,881.602,828.834,778.923,731.852,687.654,646.27,607.541,571.213,537.042,504.819,474.385,445.653,418.653,393.407,369.816,347.709,326.938,307.392,288.981,271.632,255.28,239.869,225.349,211.674,198.798,186.681,175.281,164.561,154.481,145.008,136.105,2074.83
1934,1509.62,1422.97,1340.97,1263.59,1190.29,1120.62,1054.59,992.212,933.382,877.897,825.559,776.121,729.391,685.344,644.002,605.299,569.078,535.098,503.128,472.974,444.488,417.589,392.307,368.664,346.568,325.859,306.4,288.087,270.837,254.581,239.258,224.816,211.209,198.393,186.327,174.97,164.287,154.239,144.792,135.913,2072.28
1935,1501.08,1415.61,1334.35,1257.39,1184.35,1114.89,1049.23,987.373,929.068,874.017,822.059,773.054,726.783,683.064,641.866,603.2,567,533.117,501.323,471.403,443.176,416.506,391.317,367.638,345.492,324.793,305.392,287.16,270.001,253.837,238.603,224.244,210.711,197.959,185.948,174.639,163.995,153.982,144.565,135.711,2069.71
1936,1491.33,1407.6,1327.45,1251.17,1178.42,1109.04,1043.47,981.96,924.182,869.672,818.161,769.545,723.71,680.447,639.579,601.068,564.921,531.073,499.382,469.638,441.64,415.22,390.251,366.665,344.49,323.748,304.359,286.184,269.104,253.028,237.883,223.609,210.154,197.472,185.523,174.267,163.67,153.695,144.312,135.486,2066.93
1937,1480.12,1398.45,1319.94,1244.69,1172.53,1103.39,1037.93,976.608,919.263,865.32,814.346,766.148,720.659,677.776,637.303,599.071,563.041,529.218,497.54,467.877,440.03,413.814,389.072,365.687,343.594,322.821,303.389,285.224,268.196,252.191,237.128,222.936,209.561,196.952,185.068,173.87,163.322,153.39,144.043,135.249,2064.11
1938,1467.55,1387.95,1311.36,1237.63,1166.39,1097.75,1032.57,971.424,914.279,860.718,810.235,762.505,717.385,674.817,634.7,596.844,561.084,527.38,495.735,466.092,438.328,412.261,387.716,364.547,342.646,321.954,302.496,284.292,267.275,251.321,236.326,222.212,208.915,196.382,184.568,173.432,162.938,153.054,143.747,134.988,2061.11
1939,1454.28,1376.15,1301.51,1229.6,1159.78,1092.01,1027.31,966.41,909.417,856.041,805.918,758.652,713.973,671.753,631.932,594.41,559.003,525.552,494.019,464.407,436.662,410.672,386.265,363.28,341.582,321.069,301.686,283.458,266.404,250.46,235.513,221.464,208.239,195.779,184.035,172.964,162.529,152.696,143.433,134.712,2058.07
1940,1440.68,1363.72,1290.45,1220.37,1152.34,1086,1022.11,961.572,904.698,851.369,801.364,754.411,710.164,668.368,628.892,591.669,556.597,523.497,492.219,462.726,435.023,409.061,384.735,361.887,340.367,320.049,300.837,282.682,265.608,249.632,234.696,220.692,207.529,195.138,183.464,172.459,162.086,152.308,143.093,134.414,2054.91
1941,1428.13,1350.96,1278.79,1209.97,1143.43,1078.51,1015.96,956.296,899.795,846.463,796.3,749.262,705.17,663.708,624.619,587.752,553.02,520.31,489.443,460.27,432.756,406.902,382.665,359.947,338.603,318.494,299.502,281.54,264.564,248.595,233.651,219.678,206.576,194.259,182.664,171.739,161.44,151.731,142.579,133.955,2049.54
1942,1417.26,1339.19,1266.83,1199.04,1133.73,1070.26,1009,950.514,894.725,841.623,791.344,744.07,699.842,658.499,619.721,583.233,548.864,516.509,486.045,457.295,430.116,404.472,380.366,357.757,336.559,316.634,297.856,280.116,263.335,247.47,232.544,218.574,205.51,193.258,181.74,170.896,160.678,151.045,141.963,133.402,2043
1943,1407.85,1329,1255.79,1187.87,1123.88,1062.02,1002.2,944.589,889.325,836.253,785.609,737.775,693.035,651.423,612.732,576.597,542.699,510.83,480.857,452.641,426.005,400.809,377.021,354.641,333.638,313.931,295.397,277.92,261.401,245.768,230.983,217.069,204.043,191.858,180.43,169.684,159.565,150.029,141.039,132.561,2032.36
1944,1398.53,1320.18,1246.23,1177.53,1113.43,1052.79,994.185,936.935,880.612,825.565,772.538,722.523,676.183,633.718,594.939,559.415,526.593,496.012,467.358,440.43,415.057,391.056,368.295,346.748,326.425,307.306,289.33,272.391,256.39,241.244,226.891,213.302,200.502,188.509,177.284,166.749,156.838,147.501,138.699,130.398,2001.92
1945,1392.75,1311.44,1237.96,1168.56,1103.69,1042.71,984.632,927.366,869.618,811.555,754.928,701.546,652.688,608.782,569.622,534.639,503.107,474.27,447.532,422.497,398.921,376.624,355.437,335.248,316.049,297.867,280.7,264.507,249.204,234.714,220.968,207.917,195.542,183.87,172.922,162.665,153.031,143.961,135.412,127.348,1958.32
1946,1385.34,1306.01,1229.76,1160.76,1094.91,1032.38,972.483,912.828,850.335,785.208,720.658,660.525,607.03,560.794,521.323,487.603,458.47,432.797,409.593,388.129,367.945,348.78,330.469,312.881,295.945,279.686,264.16,249.394,235.378,222.062,209.393,197.325,185.829,174.895,164.557,154.841,145.722,137.145,129.059,121.429,1871.37
1947,1384.57,1299.07,1224.68,1153.03,1087.22,1023.38,962.358,902.701,841.244,775.896,708.867,644.547,586.709,536.919,495.111,460.283,431.111,406.264,384.548,364.964,346.801,329.623,313.195,297.379,282.074,267.237,252.907,239.155,226.02,213.506,201.58,190.201,179.339,168.97,159.092,149.74,140.94,132.673,124.89,117.549,1815.74
1948,1390.73,1298.34,1218.16,1148.31,1080.45,1017.67,956.829,897.989,839.061,777.477,712.539,647.282,586.019,531.974,486.19,448.258,417.005,391.049,369.066,349.903,332.615,316.54,301.277,286.615,272.438,258.662,245.258,232.272,219.775,207.813,196.395,185.495,175.082,165.129,155.619,146.552,137.961,129.872,122.27,115.11,1782.29
1949,1401.91,1304.12,1217.49,1142.11,1075.28,1009.62,949.451,891.13,833.61,774.975,713.97,650.947,589.027,531.978,482.379,440.842,406.739,378.838,355.78,336.304,319.333,303.994,289.683,276.039,262.877,250.099,237.638,225.475,213.659,202.264,191.336,180.889,170.902,161.351,152.213,143.474,135.137,127.233,119.788,112.787,1750.6
1950,1418.86,1314.61,1222.9,1141.43,1069.18,1004.31,941.719,884.462,827.775,770.602,712.313,652.804,592.802,535.049,482.642,437.585,400.164,369.635,344.772,324.283,306.996,291.92,278.261,265.47,253.227,241.369,229.815,218.51,207.445,196.671,186.26,176.26,166.688,157.527,148.756,140.358,132.322,124.65,117.373,110.516,1719.53
1951,1441.4,1330.5,1232.74,1146.46,1068.16,997.838,935.988,876.748,821.345,765.101,708.198,651.155,594.319,538.279,485.221,437.621,397.017,363.484,336.235,314.103,295.89,280.521,267.098,254.902,243.439,232.423,221.714,211.244,200.971,190.889,181.053,171.531,162.373,153.596,145.187,137.131,129.411,122.019,114.958,108.258,1688.28
1952,1470.25,1351.63,1247.64,1155.62,1072.41,995.851,928.569,869.879,812.603,757.625,701.783,646.296,592.007,539.108,487.821,439.794,396.999,360.648,330.708,306.419,286.707,270.485,256.782,244.788,233.856,223.544,213.596,203.892,194.377,185.016,175.809,166.81,158.087,149.686,141.627,133.899,126.49,119.386,112.58,106.076,1658.08
1953,1506.58,1378.69,1267.46,1169.63,1081.32,1000.57,927.681,864.02,807.334,750.721,696.099,641.558,588.596,537.881,489.3,442.743,399.447,361.013,328.436,301.634,279.904,262.269,247.749,235.469,224.697,214.852,205.534,196.516,187.694,179.021,170.469,162.044,153.796,145.791,138.073,130.664,123.554,116.733,110.19,103.919,1628.77
1954,1553.97,1412.76,1292.83,1188.26,1094.79,1009.66,933.032,864.22,803.144,747.537,691.919,638.889,586.982,537.484,490.759,446.447,404.231,365.08,330.363,300.944,276.739,257.109,241.173,228.041,216.921,207.151,198.201,189.709,181.471,173.394,165.439,157.583,149.832,142.236,134.857,127.739,120.9,114.335,108.033,101.986,1603.96
1955,1615.41,1457.19,1324.78,1211.97,1111.64,1020.98,940.065,867.892,802.002,741.963,686.746,632.339,581.536,532.922,487.388,444.96,405.05,367.179,332.099,300.986,274.605,252.886,235.26,220.939,209.127,199.112,190.294,182.195,174.491,166.998,159.634,152.366,145.176,138.072,131.102,124.325,117.783,111.493,105.451,99.6498,1573.89
1956,1700.41,1514.81,1366.44,1241.86,1133.37,1035.87,949.912,874.107,805.377,740.987,681.695,627.633,575.552,527.925,483.183,441.83,403.631,367.86,333.952,302.519,274.602,250.901,231.365,215.496,202.592,191.937,182.89,174.91,167.565,160.561,153.732,147.007,140.358,133.771,127.255,120.855,114.627,108.61,102.822,97.2611,1543.89
1957,1822.24,1594.52,1420.47,1280.87,1160.95,1055.31,962.753,881.953,809.084,740.888,676.407,617.758,565.553,516.717,473.094,432.863,396.132,362.435,330.952,301.073,273.302,248.57,227.525,210.148,196.013,184.505,174.99,166.897,159.742,153.139,146.824,140.65,134.555,128.516,122.523,116.586,110.748,105.062,99.5636,94.2716,1505.1
1958,2013,1708.76,1495.21,1331.54,1197.64,1081.43,981.21,893.966,816.051,743.669,675.458,611.988,555.643,506.756,462.132,422.991,387.351,355.051,325.505,297.879,271.574,247.03,225.097,206.386,190.907,178.297,168.017,159.506,152.256,145.833,139.89,134.191,128.606,123.08,117.594,112.142,106.733,101.409,96.2189,91.197,1465.42
1959,2336.28,1887.64,1602.34,1401.27,1242.6,1110.72,1000.51,907.848,826.183,751.026,680.362,614.404,554.191,501.751,457.02,416.761,381.793,350.127,321.49,295.281,270.709,247.224,225.229,205.516,188.661,174.695,163.306,154.011,146.309,139.739,133.911,128.508,123.318,118.221,113.171,108.152,103.157,98.1979,93.3127,88.5474,1432.86
1960,2397.41,2190.78,1770.08,1501.85,1308.97,1155.03,1030.35,927.7,840.051,760.614,686.794,618.181,555.464,499.414,451.454,411.124,375.205,344.217,316.232,290.925,267.716,245.879,224.917,205.207,187.489,172.307,159.708,149.421,141.019,134.05,128.098,122.811,117.902,113.178,108.531,103.92,99.3317,94.7609,90.219,85.7418,1398.33
1961,2701.14,2248.1,2054.35,1659.25,1404.18,1219.17,1073.84,956.856,858.784,772.775,694.235,622.235,556.858,498.491,447.351,404.252,368.428,336.752,309.537,284.969,262.714,242.236,222.882,204.213,186.586,170.69,157.04,145.694,136.42,128.838,122.544,117.163,112.376,107.924,103.632,99.4045,95.2034,91.0176,86.8441,82.6936,1360.68
1962,2342.74,2532.93,2108.1,1925.94,1552.8,1310.63,1136.3,999.392,887.274,791.232,706.503,630.134,561.626,500.779,447.456,401.398,362.981,331.285,303.355,279.394,257.731,238.052,219.877,202.625,185.908,170.065,155.739,143.413,133.154,124.761,117.894,112.189,107.307,102.96,98.9108,95.002,91.1468,87.3111,83.4859,79.6688,1324.49
1963,1843.34,2196.84,2375.18,1976.25,1801.76,1448.18,1220.23,1056.04,924.684,814.539,719.542,636.84,564.109,500.515,445.257,397.643,357.006,323.389,295.801,271.517,250.677,231.772,214.528,198.525,183.255,168.383,154.229,141.392,130.324,121.1,113.546,107.36,102.216,97.8109,93.8828,90.2195,86.6776,83.1794,79.6948,76.2162,1282.33
1964,1565.71,1728.54,2060.03,2226.63,1848.83,1680.4,1348.57,1135.16,979.863,853.735,747.468,656.543,578.54,511.03,452.805,402.743,359.922,323.541,293.529,268.935,247.263,228.64,211.698,196.196,181.764,167.948,154.449,141.57,129.868,119.766,111.341,104.436,98.7801,94.0745,90.0422,86.4441,83.086,79.8364,76.6244,73.4226,1251.9
1965,1501.14,1468.2,1620.89,1931.27,2083.78,1725.65,1566.2,1255.14,1052.74,902.951,780.696,678.62,592.744,520.408,458.82,406.381,361.699,323.696,291.504,264.987,243.266,224.084,207.565,192.483,178.633,165.691,153.256,141.064,129.401,118.783,109.606,101.945,95.6629,90.5138,86.2281,82.5535,79.2723,76.2072,73.2384,70.3015,1216.3
1966,1662.16,1407.66,1376.77,1519.42,1805.84,1941.23,1604.75,1454.73,1161.89,968.197,823.741,706.789,610.729,531.371,465.607,410.344,363.724,324.231,290.735,262.381,239.024,219.876,202.916,188.271,174.848,162.477,150.874,139.685,128.679,118.124,108.498,100.168,93.2079,87.4975,82.8148,78.9156,75.5706,72.5816,69.7873,67.0786,1178.75
1967,2157.99,1558.64,1319.99,1290.56,1420.55,1681.62,1802.84,1483.79,1331.06,1045,853.407,712.611,602.59,515.701,446.44,390.7,344.866,306.735,274.662,247.509,224.487,205.476,189.843,175.889,163.763,152.551,142.131,132.283,122.713,113.235,104.097,95.7315,88.475,82.4018,77.413,73.3184,69.9057,66.9748,64.3523,61.8966,1105.75
1968,3542.83,2023.6,1461.58,1237.31,1206.37,1322.37,1562.06,1672.13,1371.1,1221.62,951.218,770.94,640.039,539.251,460.714,398.789,349.352,308.905,275.335,247.104,223.173,202.839,186.017,172.159,159.745,148.926,138.887,129.527,120.653,112.005,103.418,95.1217,87.517,80.9142,75.3846,70.8405,67.1096,63.9989,61.3263,58.9338,1069.66
