"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","F.999","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M.999","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
2003,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",131,0,0,3.21056265566216,1.83513730384777,0.635364187080588,0.489178997764584,3.66085730442062,5.42538653256195,3.97045657429753,5.9334652334428,2.04633226415839,2.67327729531578,2.8049459503209,2.75128468073823,1.53489024067937,0.54355632957784,10.2486515246267,0.76972350016426,0.265767581823129,0.428031623044011,0,0.265767581823129,0,0.203231480352337,0,0,0.277788747754711,0,0,0,0,0,0,0,0,0,0,0.450294648758457,9.91208057739786,1.51431972569175,0.667565288601287,0.152890135656905,2.983028457181,2.14198081907972,6.34055746095616,6.14798011864066,5.95130169264092,2.14415070462693,2.91945081064754,3.86189720037027,1.23399221184679,1.51073941453884,0.521184809586034,0.265767581823129,0,0.265767581823129,0.292869452307869,0,0.503955918341131,0,0,0,0,0,0,0,0,0,0,0,0,0.24456780002682
2004,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",101,0,0,0.228543585096169,1.47720130917103,0.606336735616078,4.52152305529134,1.01063039990769,4.09624895292361,1.01266411200607,1.17310947005302,6.5077542018204,6.07501969639791,2.77218823997678,0.83910338614102,1.02592474497406,0.19255933225346,0,0,2.375977543668,4.75196546341814,2.63402033027277,0,0,0,0,0,0,0,0,0,0,0,0,2.375977543668,0,0,0,0,0.322945180356541,0.873915141702522,1.01722958814528,3.96110048312076,2.7592285133907,1.85084402683711,1.96201337082696,1.00740343836384,6.13266920873762,0.222349064061827,0.771295689391566,0.644873504663893,1.44440251354364,2.55521398646067,2.55544226026763,0,0.391437698526876,2.78358117816055,2.48883818904578,0.278587429231229,2.375977543668,2.48883818904578,2.375977543668,0.278587429231229,2.375977543668,0,0,0,0,0.278587429231229,0,0,0,12.1259357539972
2005,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",141,0,0.104336537293198,0.135656683869565,0.317598117273884,1.28371032621555,0.621702511367343,0.906973249173429,6.68561223771975,6.51094526408687,17.0317486202508,6.70419008882835,5.05453446655028,0.721770299739718,3.0851223708024,3.97828214032193,0.26558972686402,0.137894979183854,0,0,0,0.127486905972411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285270737806087,0.317598117273884,1.15008409595252,0.399231944950726,1.0446763744732,6.44739366498475,9.49336185561077,4.22236824434511,4.8435591453549,5.64653160153227,6.40742410580102,0.589263217133831,0.10727829684912,2.04278021858553,2.68392392353983,0.125776208839348,0.111786863125044,0.127486905972411,0,0,0,0.129661249992006,0.151388702364279,0,0,0,0,0,0,0,0,0,0,0
2006,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",87,0,0,0.0244117753513509,0.0664586273196838,0.0469797228696457,0.0214591250269092,0.623986699787876,0.340954075830678,1.47026831407885,3.3196857238397,3.83471482765173,2.70731766519163,6.14239922767356,3.06419938255005,3.95274759267439,4.65949943004251,2.99478052753127,2.35799311615719,2.33699621098432,2.31336743101413,0,0,0,2.31336743101413,0.0327645680142497,0.602446749431299,0,0,2.31336743101413,0,0,0.0247249735038152,0,0,0,0,0,0,0,0.0658574889302765,0.05793408083124,0.0322947707855532,0.188557916741272,3.34001329425126,4.26628167541512,5.32584617995118,2.91738017120775,2.89825992915811,4.49015773542985,3.10605427436042,4.8207030242742,2.31336743101413,0.676881826472614,0.0327645680142497,9.85591647348781,0,2.33033569866135,0.660080261067835,2.31336743101413,0,0,0.019900711639244,0.602446749431299,3.51826092987673,0,0,0,0,0,0,0,0.602446749431299
2007,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",131,0,0,0.149752878063125,1.55738930607573,6.0137874524776,2.70095815903962,2.44304695230861,1.18480402045227,1.97514733486284,2.84149210992649,4.5354621659135,2.98793242432628,4.58871318933161,3.73141546314093,1.36324494986388,1.98266310430654,0.707247967421874,1.96166270070503,1.07720820259514,0.322256193361216,0.322256193361216,0.322256193361216,0,0.209816532411482,0,0,0,0.322256193361216,0,0,0.209816532411482,0,0,0,0,0,0,0,0,0.419117429913106,6.41682644838331,2.55023651235797,2.88675860489194,2.60870638607586,1.41341778912313,4.32578626120471,7.9374025469552,6.34585633442643,6.59907995106781,2.99810449482076,3.83363617769529,1.36626063282154,1.23322682607806,1.65706309668139,0.915142587896611,0.803718571466295,0.209816532411482,0.644512386722432,0.707622974629044,0,0.122877361549292,0.128908727464606,0.15551861387336,0,0,0,0,0,0,0.209816532411482,0,0
2008,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",95,0,2.58341159355573,8.78358623001661,0,1.5634592262373,3.24351420467546,2.75695344438834,1.96044659562428,5.64086846624955,5.5483805112462,4.46884443072299,2.76342878816513,3.34089493471179,1.65043456678302,0.840225310312057,0.813321641667136,1.35813411979966,0.348072807130105,0.351514894147911,1.15714788933466,0.117176027406926,0.814257994840562,0.113733940389119,0,0.114050454137883,0.12421845831692,0.117176027406926,0,0,0,0,0,0,0.117176027406926,0,0,0.516682318711145,9.30025536065489,7.69107308579408,0,0.215123844576451,4.60373203998782,3.14279689220425,6.46918494676437,4.14967987931331,3.9688318361134,2.13127170344666,0.759013157608417,1.69672470253972,0.783437468554689,0.444002849151262,0.0796955243241475,0.497915691024026,0,0,0.119141050263834,0.0899162807946447,0,0.117176027406926,0.454249981767489,0,0,0.232967307163009,0.337087142433429,0.454249981767489,0,0,0,0,0.337087142433429,0,0.718275200527945
2009,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",84,0,0.364542226810537,2.25679601478612,0,0,2.54077097797049,2.26920782703483,6.25518832004661,9.4364453153805,4.23461829661749,0.988126276317605,0.930812907992696,0.988819877590327,0.745803894826684,0.359285459269908,0.731201762769382,0.72769725107563,1.06617467216388,0.371733776848758,0,0.706852707563831,0.658519650454163,0.706852707563831,0,0.310952402160239,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38063012580467,0.913107822873218,0,3.56116796613474,5.53942831192782,9.3022517217739,14.5421172945462,5.63978146449163,4.01887179547086,3.9848123224472,2.15158765331326,1.07789288313987,1.8220540381101,0.640266985382536,1.15145112337852,0.670237861430147,0.371843292839187,0.840498721218285,0.359285459269908,0.347567248293923,0.691082404941946,0,0.343661177968595,0,0,0,0,0,0,0,0,0,0,0
2010,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",139,0,1.46111633999879,0,1.64903828218503,0,0.243819057246841,0.487638114493682,2.12268377093925,3.65879031059593,1.44219449382838,1.69340126606354,4.15083169892371,3.25253937413578,5.45432306697808,5.64252632943705,5.73916595877924,6.92950542061356,4.20955424802785,2.7814991557334,2.08733526710443,1.51646304583013,0.074036156993836,1.51911724144679,1.4844659226357,1.45687207327537,0.105837579128971,0.074036156993836,0,0,0,0,0,0,0,0,0,0,2.1429632932085,0.563154260748422,2.16981103228028,0,0.387659335827299,0.222450947835271,2.75696313542452,1.79075031174567,2.59678181839309,2.57675915376416,4.57947817535671,2.0675327661672,0.731860805175314,3.19466078584983,1.60016194262656,0.074036156993836,1.44435943679681,1.72098288410767,1.33640583996424,2.74686006823851,4.11506733033788,0,1.33640583996424,0.208164770506872,0,0.0912333875792207,0,0,0,0,0,0.102902063239574,0,0,0.205804126479148
2011,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",122,0,0,0.906654234763218,1.9756149401856,6.59009683347175,5.61860048824155,1.09800456740238,0.404832059365022,1.61041819568492,1.71340103336365,1.40932430123357,0.613283923798449,1.02163688676817,1.56092435072741,1.78187901571631,2.29222321494139,3.53217049623615,1.01404898022416,1.56961882697576,1.85790179150761,1.75043519087106,1.02163688676817,0.876245124446697,1.02163688676817,0,1.44954882853789,0.125387281432723,0,0.619305387514243,0,0,0.619305387514243,0,0,0,0,0,0,0.866329110213049,0.673829094764186,10.2318321014722,5.50371843348244,1.17555067291653,1.48025973059195,1.93597962532125,1.82375621205957,1.37832597847708,3.72648126211029,1.363380101951,2.67792742656006,2.86477962520628,1.4787364008691,2.39063606345157,0.637815280750387,2.424235543565,0.719212823677028,1.26078528222054,1.41665352914539,0.119222107365716,0.435988463507846,1.85790179150761,1.68589487214162,1.23859640399337,0.31676635614213,0.31676635614213,0.103313371486515,0.619305387514243,0,0,0,0,3.2218854769337
2012,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",152,0,0,2.32151411653109,1.0911731248068,0.655487725517904,3.73516614244609,1.66788287935645,0.621835190787574,5.26490271460833,3.90667030368122,3.43524995945685,2.82221589859291,1.15133709889415,0.501517065302518,0.580471844684417,0.648896700764824,1.57083470564493,1.20797472739826,1.70079871236326,0.178527384332672,0.689778735075283,0.779764394930667,0.514718760187971,1.4346922271387,1.41504684784487,0.597681196945811,0,0,0,0.514718760187971,0,0,0,0,0,0,0,0.195098261767017,3.78244274771669,1.56387041868527,0.97006918414999,4.28133715488348,3.11585538289777,4.14635375375558,2.23516285184506,3.90733824657721,3.2158798315723,6.51070461983686,1.74953889839125,2.1259836564196,2.45443475283313,2.18114788147668,1.18051048714549,3.00353292678531,1.09020067853176,1.52339111465034,1.71364679042142,2.03103753829253,0.514718760187971,0.9849996724133,1.4346922271387,0.0894748799937449,0.514718760187971,0.576198974688009,0.405244884073108,0.514718760187971,0.405244884073108,0,0,0,1.02943752037594,1.54415628056391
