"year","month","fleet","sex","partition","ageErr","agelow","agehigh","Nsamp","InputN","F-1","F-2","F-3","F-4","F-5","F-6","F-7","F-8","F-9","F-10","F-11","F-12","F-13","F-14","F-15","F-16","F-17","F-18","F-19","F-20","F-21","F-22","F-23","F-24","F-25","F-26","F-27","F-28","F-29","F-30","F-31","F-32","F-33","F-34","F-35","M-1","M-2","M-3","M-4","M-5","M-6","M-7","M-8","M-9","M-10","M-11","M-12","M-13","M-14","M-15","M-16","M-17","M-18","M-19","M-20","M-21","M-22","M-23","M-24","M-25","M-26","M-27","M-28","M-29","M-30","M-31","M-32","M-33","M-34","M-35"
2010,7,"CA",3,0,"NA",-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,"CA",3,0,"NA",-1,-1,13,9,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
