"state","fishyr","month","fleet","sex","part","ageerr","Lbin_lo","Lbin_hi","Ntows","Nsamps","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
"C","1980","7","TWL","0","0","1","-1","-1","9","21","12","0","0","0","0","0","0","0.1139","0.0931","0.0223","0.207","0.1862","0.0343","0.1709","0","0","0","0","0","0.057","0","0.057","0.0361","0","0","0","0","0","0","0","0","0","0.0223","0","0","0","0","0","0","0","0","0","0.1139","0.0931","0.0223","0.207","0.1862","0.0343","0.1709","0","0","0","0","0","0.057","0","0.057","0.0361","0","0","0","0","0","0","0","0","0","0.0223","0","0","0"
"C","2002","7","TWL","0","0","1","-1","-1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2015","7","TWL","0","0","1","-1","-1","1","25","4","0","0","0","0","0","0.0403","0.1605","0.1202","0.1195","0.0799","0.1202","0.0799","0.0396","0.1195","0.0799","0","0","0","0","0","0","0","0.0403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0403","0.1605","0.1202","0.1195","0.0799","0.1202","0.0799","0.0396","0.1195","0.0799","0","0","0","0","0","0","0","0.0403","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2018","7","TWL","0","0","1","-1","-1","1","2","1","0","0","0","0","0","0","0","0.5","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2021","7","TWL","0","0","1","-1","-1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1980","7","NTWL","3","0","1","-1","-1","1","8","2","0","0","0","0","0","0","0","0","0","0","0","0.125","0","0","0","0","0.375","0","0","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.125","0","0","0","0.125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1981","7","NTWL","3","0","1","-1","-1","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0","0","0.2","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0"
"C","1982","7","NTWL","3","0","1","-1","-1","2","12","4","0","0","0","0","0","0","0.2021","0.0929","0.0929","0.0929","0","0.0929","0","0","0.0929","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0546","0.0929","0","0.1858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1983","7","NTWL","3","0","1","-1","-1","2","6","3","0","0","0","0","0.3333","0.3333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1984","7","NTWL","3","0","1","-1","-1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1985","7","NTWL","3","0","1","-1","-1","3","29","7","0","0","0","0","0","0","0","0","0.1253","0.1196","0.0721","0","0.0291","0","0.0291","0","0.0335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.043","0","0","0.0335","0","0","0","0","0","0","0","0","0.0335","0.043","0.0335","0.0766","0.0291","0","0.0627","0","0.043","0.0766","0","0.0291","0","0.0291","0","0","0","0","0","0.0291","0","0","0","0","0","0","0.0291"
"C","2002","7","NTWL","3","0","1","-1","-1","3","22","6","0","0","0","0","0.1818","0.0909","0.1818","0.0909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0909","0.2727","0.0909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2003","7","NTWL","3","0","1","-1","-1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2019","7","NTWL","3","0","1","-1","-1","1","6","2","0","0","0","0","0","0","0.1667","0.1667","0","0","0","0","0","0","0.1667","0","0","0","0","0","0","0","0","0","0","0","0.1667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2020","7","NTWL","3","0","1","-1","-1","12","119","28","0","0","0","0.0272","0.1171","0.1403","0.1061","0.0517","0.0041","0.0122","0","0.0163","0.0041","0.0041","0","0.0081","0","0","0","0","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0463","0.083","0.1212","0.0899","0.0313","0.0081","0.0081","0.0163","0.0203","0.0122","0","0","0.0081","0.0203","0.0313","0","0","0","0","0","0","0","0","0","0","0","0","0.0041","0","0","0","0"
"C","2021","7","NTWL","3","0","1","-1","-1","14","241","47","0","0","0","0.0167","0.0457","0.0617","0.0718","0.1201","0.1152","0.0241","0.0432","0.0109","0.024","0.0288","0.0089","0.0126","0.0097","0.0375","0.0159","0.0078","0","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0023","0.0087","0.0386","0.0324","0.0568","0.0328","0.0234","0.0262","0.0101","0.012","0.0041","0.0271","0.0066","0.0012","0.0219","0.0097","0","0","0","0","0.0144","0","0","0","0","0","0.0012","0","0","0","0","0.0079"
"C","2022","7","NTWL","3","0","1","-1","-1","11","189","37","0","0","0","0.0589","0.046","0.1677","0.1341","0.0852","0.0563","0.0375","0.0157","0.016","0.0021","0","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0193","0.0139","0.1779","0.0903","0.0118","0.0256","0.0021","0.0139","0","0.0021","0","0.0117","0.0021","0","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1980","7","TWL","3","0","1","-1","-1","72","234","104","0","0","0","0","0","0.013","0.0373","0.0305","0.0183","0.0251","0.0396","0.0545","0.0557","0.0274","0.0135","0.0131","0.0129","0","0.0031","0.0048","0.0221","0","0","0","0.0068","0.0061","0","0","0","0","0.0032","0","0","0","0","0","0","0","0","0.0105","0.0352","0.0308","0.0471","0.0636","0.0315","0.0393","0.0697","0.0297","0.0493","0.021","0.0301","0.0069","0.0344","0.0176","0.012","0.0344","0","0","0.0076","0.0041","0.008","0","0.0061","0","0","0.0061","0.0061","0","0","0.012"
"C","1981","7","TWL","3","0","1","-1","-1","47","161","69","0","0","0","0","0.0135","0.0173","0.0209","0.0215","0.0534","0.0534","0.0559","0.0249","0.057","0.0604","0.0235","0.0155","0.0216","0.0029","0.018","0.0055","0.0232","0.0131","0","0.0063","0","0.0016","0.0032","0","0","0.0092","0","0","0","0","0","0","0","0","0","0.0134","0.0092","0.0197","0.0606","0.0751","0.0229","0.0289","0.0348","0.0754","0.0384","0.0365","0.0124","0","0.0075","0","0.0128","0.0092","0","0.0063","0","0","0.0073","0","0","0","0","0","0.0042","0","0","0.0036"
"C","1982","7","TWL","3","0","1","-1","-1","51","210","80","0","0","0","0","0","0.06","0.0089","0.0295","0.0454","0.0602","0.0522","0.0551","0.0107","0.0397","0.0226","0","0.0076","0.0078","0.0043","0","0.004","0","0.0125","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0076","0","0","0.0057","0.0501","0.0231","0.051","0.0542","0.1141","0.0451","0.0492","0.0126","0.0194","0.0076","0.0153","0.0076","0.0153","0.0049","0.0233","0.0153","0.0201","0.0153","0","0","0","0.0076","0","0","0","0","0.0076","0","0","0.0076"
"C","1983","7","TWL","3","0","1","-1","-1","116","396","171","0","0","0","9e-04","0.0095","0.0102","0.0472","0.0347","0.0628","0.0275","0.0599","0.0122","0.0326","0.0161","0.0274","0.0112","0.0068","0.0038","0.004","7e-04","0.0068","0","0.0068","0.0038","0.0102","0","0","0.0034","0.0034","0","0.0034","0","0.0034","0","0.0038","0","0","0","0","0.0188","0.0102","0.0701","0.0527","0.0815","0.0505","0.0759","0.0253","0.0267","0.0164","0.0185","0.0212","0.0186","0.0034","0.0102","0.0148","0.0102","0.0034","0.0068","0.0068","0.0073","0.0034","0","0.0034","0.0034","0","0","0.0034","0","0.0034","0.0211"
"C","1984","7","TWL","3","0","1","-1","-1","78","363","128","0","0","0","0.0062","0.005","0.0364","0.0417","0.0602","0.0577","0.0348","0.0721","0.0371","0.0139","0.0174","0.007","0.0244","0.0113","0.0105","0.0035","0.0041","0.0035","0","0.0035","0.0041","0","0.007","0","0.007","0.007","0","0.0042","0","0","0.0035","0.0105","0","0","7e-04","0.0061","0.0104","0.0278","0.0382","0.0633","0.0447","0.0388","0.0654","0.0433","0.007","0.0035","0.0224","0.0139","0.0174","0.0105","6e-04","0.0035","0","0.0035","0.0105","0","0.007","0.007","0.0035","0.0105","0.0139","6e-04","0.0035","0.007","0.0035","0.0042","0.0145"
"C","1985","7","TWL","3","0","1","-1","-1","76","401","131","0","0","0","0","0.0088","0.0098","0.0469","0.0553","0.0682","0.041","0.0461","0.0294","0.0229","0.0033","0.0033","0.0195","0.0109","0.0039","0.0163","0.0065","0.0163","0.0033","0.0033","0.0065","0.0065","0.0033","0.0033","0","0.0033","0.0033","0","0","0","2e-04","0.0065","0","0","0","0","0.0065","0.0111","0.0507","0.0464","0.1009","0.0761","0.0667","0.0285","0.0271","0.0104","0.0033","0.0133","0.0136","0.0097","0","0.0011","0.0051","0.0033","0.0072","0.0163","0.013","0.0033","0.013","0.0033","0","0.0098","0","0","0","0.0033","0.0098"
"C","1987","7","TWL","3","0","1","-1","-1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2001","7","TWL","3","0","1","-1","-1","1","28","5","0","0","0","0","0","0","0.0361","0.0354","0.0361","0.1061","0.1068","0.1068","0.0714","0.0722","0.0354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0361","0.0722","0","0.1068","0.0714","0.1075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2002","7","TWL","3","0","1","-1","-1","6","75","16","0","0","0","0","0","0","0.005","0.0443","0.0768","0.0423","0.1653","0.0536","0.0344","0","0.0294","0","0.0137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0505","0.0491","0.0654","0.0268","0.0773","0.0856","0.0578","0.0734","0.005","0.0129","0","0.005","0","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0137"
