"state","fishyr","month","fleet","sex","part","ageerr","Lbin_lo","Lbin_hi","Ntows","Nsamps","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
"C","1980","7","TWL","0","0","1","-1","-1","9","21","12","0","0","0","0","0","0","0.1124","0.0937","0.0231","0.2061","0.1874","0.0356","0.1687","0","0","0","0","0","0.0562","0","0.0562","0.0375","0","0","0","0","0","0","0","0","0","0.0231","0","0","0","0","0","0","0","0","0","0.1124","0.0937","0.0231","0.2061","0.1874","0.0356","0.1687","0","0","0","0","0","0.0562","0","0.0562","0.0375","0","0","0","0","0","0","0","0","0","0.0231","0","0","0"
"C","2002","7","TWL","0","0","1","-1","-1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1980","7","NTWL","3","0","1","-1","-1","1","8","2","0","0","0","0","0","0","0","0","0","0","0","0.125","0","0","0","0","0.375","0","0","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.125","0","0","0","0.125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1981","7","NTWL","3","0","1","-1","-1","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0","0","0.2","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0"
"C","1982","7","NTWL","3","0","1","-1","-1","2","12","4","0","0","0","0","0","0","0.206","0.0921","0.0921","0.0921","0","0.0921","0","0","0.0921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0569","0.0921","0","0.1843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1983","7","NTWL","3","0","1","-1","-1","2","6","3","0","0","0","0","0.3333","0.3333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1984","7","NTWL","3","0","1","-1","-1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1985","7","NTWL","3","0","1","-1","-1","3","29","7","0","0","0","0","0","0","0","0","0.1253","0.1196","0.0721","0","0.0291","0","0.0291","0","0.0335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.043","0","0","0.0335","0","0","0","0","0","0","0","0","0.0335","0.043","0.0335","0.0766","0.0291","0","0.0627","0","0.043","0.0766","0","0.0291","0","0.0291","0","0","0","0","0","0.0291","0","0","0","0","0","0","0.0291"
"C","2002","7","NTWL","3","0","1","-1","-1","3","22","6","0","0","0","0","0.1818","0.0909","0.1818","0.0909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0909","0.2727","0.0909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2003","7","NTWL","3","0","1","-1","-1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1980","7","TWL","3","0","1","-1","-1","72","234","104","0","0","0","0","0","0.0128","0.0367","0.03","0.018","0.0248","0.0394","0.0542","0.0554","0.0274","0.0136","0.0136","0.0127","0","0.0032","0.0049","0.0223","0","0","0","0.0067","0.006","0","0","0","0","0.0033","0","0","0","0","0","0","0","0","0.0105","0.0352","0.0306","0.0472","0.0636","0.0313","0.0391","0.0706","0.0301","0.0495","0.0214","0.0302","0.0068","0.034","0.0176","0.0121","0.0347","0","0","0.0075","0.0043","0.0083","0","0.006","0","0","0.006","0.006","0","0","0.0121"
"C","1981","7","TWL","3","0","1","-1","-1","47","161","69","0","0","0","0","0.0134","0.0173","0.021","0.0217","0.0536","0.0532","0.0553","0.0252","0.0574","0.0604","0.0237","0.0155","0.0213","0.003","0.018","0.0057","0.0235","0.0131","0","0.0065","0","0.0017","0.0033","0","0","0.009","0","0","0","0","0","0","0","0","0","0.0134","0.009","0.0194","0.0602","0.0751","0.0231","0.0284","0.0349","0.0754","0.0382","0.0362","0.0123","0","0.0077","0","0.0127","0.009","0","0.0065","0","0","0.0075","0","0","0","0","0","0.0044","0","0","0.0037"
"C","1982","7","TWL","3","0","1","-1","-1","51","210","80","0","0","0","0","0","0.06","0.0089","0.0295","0.0454","0.0602","0.0522","0.0551","0.0107","0.0397","0.0226","0","0.0076","0.0078","0.0043","0","0.004","0","0.0125","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0076","0","0","0.0057","0.0501","0.0231","0.051","0.0542","0.114","0.0451","0.0492","0.0125","0.0194","0.0076","0.0153","0.0076","0.0153","0.0049","0.0233","0.0153","0.0201","0.0153","0","0","0","0.0076","0","0","0","0","0.0076","0","0","0.0076"
"C","1983","7","TWL","3","0","1","-1","-1","116","396","171","0","0","0","0.001","0.0095","0.0101","0.0473","0.0348","0.0629","0.0278","0.0605","0.0122","0.0326","0.0161","0.0272","0.0112","0.0068","0.0038","0.004","7e-04","0.0068","0","0.0068","0.0038","0.0101","0","0","0.0034","0.0034","0","0.0034","0","0.0034","0","0.0038","0","0","0","0","0.0189","0.0101","0.07","0.0527","0.0815","0.0504","0.0757","0.0255","0.0266","0.0165","0.0184","0.0211","0.0185","0.0034","0.0101","0.015","0.0101","0.0034","0.0068","0.0068","0.0073","0.0034","0","0.0034","0.0034","0","0","0.0034","0","0.0034","0.021"
"C","1984","7","TWL","3","0","1","-1","-1","78","363","128","0","0","0","0.0065","0.0052","0.0365","0.0418","0.0603","0.0578","0.0346","0.0718","0.0372","0.0139","0.0173","0.0069","0.0242","0.0114","0.0104","0.0035","0.0041","0.0035","0","0.0035","0.0041","0","0.0069","0","0.0069","0.0069","0","0.0042","0","0","0.0035","0.0104","0","0","8e-04","0.0064","0.0105","0.028","0.0381","0.0635","0.0449","0.0386","0.0656","0.0432","0.0069","0.0035","0.0224","0.0139","0.0173","0.0104","6e-04","0.0035","0","0.0035","0.0104","0","0.0069","0.0069","0.0035","0.0104","0.0139","6e-04","0.0035","0.0069","0.0035","0.0042","0.0145"
"C","1985","7","TWL","3","0","1","-1","-1","76","401","131","0","0","0","0","0.0089","0.0097","0.0468","0.0553","0.0682","0.0412","0.046","0.0295","0.0228","0.0032","0.0032","0.0194","0.0109","0.0039","0.0162","0.0065","0.0162","0.0032","0.0032","0.0065","0.0065","0.0032","0.0032","0","0.0032","0.0032","0","0","0","2e-04","0.0065","0","0","0","0","0.0065","0.0111","0.0508","0.0467","0.1012","0.076","0.0669","0.0286","0.0273","0.0104","0.0032","0.0133","0.0136","0.0097","0","0.0012","0.0052","0.0032","0.0072","0.0162","0.0129","0.0032","0.0129","0.0032","0","0.0097","0","0","0","0.0032","0.0097"
"C","1987","7","TWL","3","0","1","-1","-1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2001","7","TWL","3","0","1","-1","-1","1","28","5","0","0","0","0","0","0","0.0361","0.0354","0.0361","0.1061","0.1068","0.1068","0.0714","0.0722","0.0354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0361","0.0722","0","0.1068","0.0714","0.1075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2002","7","TWL","3","0","1","-1","-1","6","75","16","0","0","0","0","0","0","0.005","0.0443","0.0768","0.0423","0.1653","0.0536","0.0344","0","0.0294","0","0.0137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0505","0.0491","0.0654","0.0268","0.0773","0.0856","0.0578","0.0734","0.005","0.0129","0","0.005","0","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0137"
"C","2003","7","TWL","3","0","1","-1","-1","4","43","10","0","0","0","0","0","0","0.015","0.1075","0.2353","0.015","0.0774","0.0822","0.1026","0.0624","0.0252","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0301","0.0301","0.1146","0","0.015","0.0624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
