"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"4","NatM_uniform_Mal_GP_1",0.055,4183.82,9.26486e-05,8742.86,2212.92,0.253112,0
"3","NatM_uniform_Mal_GP_1",0.0575,4181.82,3.9167e-05,8584.13,2334.27,0.271928,0
"2","NatM_uniform_Mal_GP_1",0.06,4180.38,3.17429e-05,8438.69,2449.92,0.29032,0
"1","NatM_uniform_Mal_GP_1",0.0625,4179.55,2.1285e-05,8312.69,2620.83,0.31528,0
"5","NatM_uniform_Mal_GP_1",0.0643,4179.1,5.88396e-05,8192.87,2700.99,0.329676,0
"6","NatM_uniform_Mal_GP_1",0.065,4178.99,5.17096e-05,8147.26,2732.06,0.335335,0
"7","NatM_uniform_Mal_GP_1",0.0675,4178.85,0.000179799,7992.42,2846.04,0.356092,0
"8","NatM_uniform_Mal_GP_1",0.07,4179.08,0.000493266,7854.26,2963.36,0.377294,0
"9","NatM_uniform_Mal_GP_1",0.0725,4179.62,0.000233558,7721.5,3081.9,0.399133,0
