"year","month","fleet","sex","partition","InputN","F.999","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F.999.1","F12.1","F14.1","F16.1","F18.1","F20.1","F22.1","F24.1","F26.1","F28.1","F30.1","F32.1","F34.1","F36.1","F38.1","F40.1","F42.1","F44.1","F46.1","F48.1","F50.1","F52.1","F54.1","F56.1","F58.1","F60.1","F62.1","F64.1","F66.1"
1980,"7","Enter Fleet",1,0,10,0,0,2.87545115165847,2.77246699500813,0,0,0,0,0,0,0,2.66948283835778,1.33450302992739,0,2.66900605985477,2.66900605985477,0,1.57003161041475,3.1400632208295,1.57003161041475,1.57003161041475,4.71009483124425,4.71009483124425,1.57003161041475,0,0,0,0,0,0,0,2.87545115165847,2.77246699500813,0,0,0,0,0,0,0,2.66948283835778,1.33450302992739,0,2.66900605985477,2.66900605985477,0,1.57003161041475,3.1400632208295,1.57003161041475,1.57003161041475,4.71009483124425,4.71009483124425,1.57003161041475,0,0,0,0,0
1983,"7","Enter Fleet",1,0,54,0,0,0,0,0,0.172805641097333,0.207722800218975,0.271971679538218,1.90772136303001,5.49842366501477,10.7934850917776,3.94727215002162,4.22629912083232,2.00213487887763,0.976308593214116,1.64308261354119,1.02061647567296,1.27481927348791,2.38161809185728,1.43890379065122,2.16904477888848,1.71606894848723,2.11170420560687,0.912778308376329,0.251377414967408,0.0430503421162999,0,0,0,0,0,0,0,0,0.172805641097333,0.207722800218975,0.271971679538218,1.90772136303001,5.49842366501477,10.7934850917776,3.94727215002162,4.22629912083232,2.00213487887763,0.976308593214116,1.64308261354119,1.02061647567296,1.27481927348791,2.38161809185728,1.43890379065122,2.16904477888848,1.71606894848723,2.11170420560687,0.912778308376329,0.251377414967408,0.0430503421162999,0,0,0
1986,"7","Enter Fleet",1,0,79,0,0,0.11031241722056,0.0507450657249008,0.0805061780820125,0.643981734483946,0.275769761356042,0.271640660854638,0.501832372960213,0.617943581595313,1.18696973211389,2.08377425959362,2.05058351184736,1.74424035606836,3.50628322741326,7.78504669944977,7.70855680491557,7.07021591811114,5.50925798484552,3.37514480055993,1.12715418332033,1.06560125344148,0.549824705017511,0.830738919457269,0.420198025342298,0.0486241069974039,0,0,0,0,0,0.11031241722056,0.0507450657249008,0.0805061780820125,0.643981734483946,0.275769761356042,0.271640660854638,0.501832372960213,0.617943581595313,1.18696973211389,2.08377425959362,2.05058351184736,1.74424035606836,3.50628322741326,7.78504669944977,7.70855680491557,7.07021591811114,5.50925798484552,3.37514480055993,1.12715418332033,1.06560125344148,0.549824705017511,0.830738919457269,0.420198025342298,0.0486241069974039,0,0,0
1989,"7","Enter Fleet",1,0,92,0,0,0,0,0,0,0,0,0.0593399496484102,0.0919804166517171,0.105446647863645,0,0.0600155910067942,0.330598306050625,0.646262608283177,2.41902904279326,3.04141122375425,1.64938034368245,3.50187245848184,1.79242992783684,7.83126579311675,6.83816618820386,3.59611277898746,4.13618320411498,1.0068687098372,2.11426819420635,1.85687213463995,0,0,0,0,0,0,0,0,0,0,0.0593399496484102,0.0919804166517171,0.105446647863645,0,0.0600155910067942,0.330598306050625,0.646262608283177,2.41902904279326,3.04141122375425,1.64938034368245,3.50187245848184,1.79242992783684,7.83126579311675,6.83816618820386,3.59611277898746,4.13618320411498,1.0068687098372,2.11426819420635,1.85687213463995,0,0
1992,"7","Enter Fleet",1,0,32,0,0,0,0,0,0.684695657983662,0,1.77540337812315,3.42322132025872,1.77527489329335,2.73865414710485,2.05395848912119,1.77540337812315,6.84644264051743,6.84644264051743,9.21917199236286,11.9521728069567,5.16303440052833,1.66439248517927,0,1.05922893683943,0.745982921796423,1.05935742166922,0.745982921796423,0,0.745982921796423,0.745982921796423,0,0,0,0,0,0,0,0.684695657983662,0,1.77540337812315,3.42322132025872,1.77527489329335,2.73865414710485,2.05395848912119,1.77540337812315,6.84644264051743,6.84644264051743,9.21917199236286,11.9521728069567,5.16303440052833,1.66439248517927,0,1.05922893683943,0.745982921796423,1.05935742166922,0.745982921796423,0,0.745982921796423,0.745982921796423,0,0
1995,"7","Enter Fleet",1,0,16,0,0,0,0,0,0,0,0,0,0,3.24989276080935,9.74967828242804,2.73441760031408,10.936943355896,2.73441760031408,2.73441760031408,5.46810815526781,7.05161295013196,0,0,0,2.48285990562951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24989276080935,9.74967828242804,2.73441760031408,10.936943355896,2.73441760031408,2.73441760031408,5.46810815526781,7.05161295013196,0,0,0,2.48285990562951,0,0,0,0,0,0,0
1998,"7","Enter Fleet",1,0,79,0,0,0,0,0,0,1.68402599703477,1.70422933586963,1.72443267470449,0,1.72443267470449,3.46440637928194,0.862216337352244,0,2.87073903813458,1.03410012774727,3.72021173099099,4.86061250306935,3.6658181264356,1.74556847533172,7.43327458824041,1.74556847533172,0.87371669945824,1.80275946526424,0,0.853202540025922,0,0,0,0,0,0,0,0,0,1.68402599703477,1.70422933586963,1.72443267470449,0,1.72443267470449,3.46440637928194,0.862216337352244,0,2.87073903813458,1.03410012774727,3.72021173099099,4.86061250306935,3.6658181264356,1.74556847533172,7.43327458824041,1.74556847533172,0.87371669945824,1.80275946526424,0,0.853202540025922,0,0,0
2001,"7","Enter Fleet",1,0,68,0,0,0,0.144525805641537,0,1.15540796001825,0,2.70343105061078,0,0,2.8264776066846,1.02421685578121,8.27925260196355,15.2663167438735,10.5192828166403,5.09657078590498,2.82867344074821,1.03663329930456,0.305181010586715,0.992796466543673,1.11344756727537,0.526880402500376,0.132548528930912,0.267492513203949,0,0,0,0,0,0,0,0,0.144525805641537,0,1.15540796001825,0,2.70343105061078,0,0,2.8264776066846,1.02421685578121,8.27925260196355,15.2663167438735,10.5192828166403,5.09657078590498,2.82867344074821,1.03663329930456,0.305181010586715,0.992796466543673,1.11344756727537,0.526880402500376,0.132548528930912,0.267492513203949,0,0,0,0,0
2004,"7","Enter Fleet",1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479578850722085,0.494926460501636,2.40550014872241,1.94615841178044,2.50492006340057,5.64330253398545,5.56914505664355,3.87927814622605,5.47570120241053,4.47511853651713,2.43307151850338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479578850722085,0.494926460501636,2.40550014872241,1.94615841178044,2.50492006340057,5.64330253398545,5.56914505664355,3.87927814622605,5.47570120241053,4.47511853651713,2.43307151850338,0,0,0,0
