"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","M.999","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M.999.1","M1.1","M2.1","M3.1","M4.1","M5.1","M6.1","M7.1","M8.1","M9.1","M10.1","M11.1","M12.1","M13.1","M14.1","M15.1","M16.1","M17.1","M18.1","M19.1","M20.1","M21.1","M22.1","M23.1","M24.1","M25.1","M26.1","M27.1","M28.1","M29.1","M30.1","M31.1","M32.1","M33.1","M34.1","M35.1"
1980,"7","Enter Fleet",2,0,"1","Enter","Enter",16,0,0,6.71431593244492,10.0720305489685,3.35771461652361,0,6.23337007225321,9.34949845807867,6.23337007225321,6.23337007225321,0,0,0,4.90742905491912,0,0,0,0,2.83223673224007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71431593244492,10.0720305489685,3.35771461652361,0,6.23337007225321,9.34949845807867,6.23337007225321,6.23337007225321,0,0,0,4.90742905491912,0,0,0,0,2.83223673224007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"7","Enter Fleet",2,0,"1","Enter","Enter",21,0,0,0.0374220761646511,2.79907162047991,26.1611948888421,9.40191201456666,1.55021004684152,0.847424756599406,1.50054507951704,0.525382547011077,1.0290095847753,1.19356270949699,1.23733375399763,1.51840019865987,1.31642499777353,0.783133326384861,0.493659374165073,0.699903335331922,0.493659374165073,0.658212498886764,0.329106249443382,0.329106249443382,0.699903335331922,0.329106249443382,0.164553124721691,0.329106249443382,0,0,0.329106249443382,0.2024735840663,0.329106249443382,0,0.164553124721691,0.164553124721691,0,1.02467581799306,0,0,0.0374220761646511,2.79907162047991,26.1611948888421,9.40191201456666,1.55021004684152,0.847424756599406,1.50054507951704,0.525382547011077,1.0290095847753,1.19356270949699,1.23733375399763,1.51840019865987,1.31642499777353,0.783133326384861,0.493659374165073,0.699903335331922,0.493659374165073,0.658212498886764,0.329106249443382,0.329106249443382,0.699903335331922,0.329106249443382,0.164553124721691,0.329106249443382,0,0,0.329106249443382,0.2024735840663,0.329106249443382,0,0.164553124721691,0.164553124721691,0,1.02467581799306
1989,"7","Enter Fleet",2,0,"1","Enter","Enter",30,0,0,0,0,0,0,0,2.25577470595056,4.44823975220894,3.53742723530029,4.77711871113311,9.08107133195058,8.64360894506599,3.07769604369839,4.15764105263352,4.16445052184459,1.69187703939002,1.76880563750435,0,3.14615881522597,1.73162961640604,0,0,0,0.780512403356148,0,0,1.23288200662175,0,0,0,0,2.0133944099779,0.780512403356148,0,1.76880563750435,0,0,0,0,0,0,0,2.25577470595056,4.44823975220894,3.53742723530029,4.77711871113311,9.08107133195058,8.64360894506599,3.07769604369839,4.15764105263352,4.16445052184459,1.69187703939002,1.76880563750435,0,3.14615881522597,1.73162961640604,0,0,0,0.780512403356148,0,0,1.23288200662175,0,0,0,0,2.0133944099779,0.780512403356148,0,1.76880563750435
1992,"7","Enter Fleet",2,0,"1","Enter","Enter",5,0,0,0,0,1.58378429138267,1.58378429138267,4.75149303204991,9.50298606409982,12.6705546468652,1.81630625062195,0.232521959239279,0.232521959239279,0,0.697565877717837,0.232521959239279,0.697565877717837,0.232521959239279,0,0.232521959239279,0,0,0,0,0.232521959239279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58378429138267,1.58378429138267,4.75149303204991,9.50298606409982,12.6705546468652,1.81630625062195,0.232521959239279,0.232521959239279,0,0.697565877717837,0.232521959239279,0.697565877717837,0.232521959239279,0,0.232521959239279,0,0,0,0,0.232521959239279,0,0,0,0,0,0,0,0,0,0,0,0
1995,"7","Enter Fleet",2,0,"1","Enter","Enter",19,0,0,0,2.37741360974797,4.75482721949594,16.0832575243123,16.1351493330942,2.67659230976207,5.54025138698477,8.03041756890079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8636590772227,0,0,0,0,0,0,0,0,0,0,0,0,2.37741360974797,4.75482721949594,16.0832575243123,16.1351493330942,2.67659230976207,5.54025138698477,8.03041756890079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8636590772227,0,0,0,0,0,0,0,0,0
2001,"7","Enter Fleet",2,0,"1","Enter","Enter",65,0,0,0,0,1.88101877717886,1.87902194195893,4.24127800714215,16.0172673269263,7.29937001886398,12.7016650753113,1.05249516786253,0.715763546998777,0.127267681466476,0.0876569909812326,0.512779134131497,0,0.216717748971732,0.0935659931626732,0.135295774085399,0,0,0,0.141408534962751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88101877717886,1.87902194195893,4.24127800714215,16.0172673269263,7.29937001886398,12.7016650753113,1.05249516786253,0.715763546998777,0.127267681466476,0.0876569909812326,0.512779134131497,0,0.216717748971732,0.0935659931626732,0.135295774085399,0,0,0,0.141408534962751,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"7","Enter Fleet",2,0,"1","Enter","Enter",51,0,0,0,0,0,0,0,3.06856288360432,4.25643748989845,2.93776900687653,0.605210295637624,7.18782299500321,5.12622356109758,7.14245938666772,2.07382316070262,3.29144216886943,3.9205566413545,3.29144216886943,3.16526614448717,4.87400733151969,1.70874118703253,3.29144216886943,1.5827009818369,0,3.16526614448717,0,0,3.16526614448717,0,0,0,0,0,0.476317887522699,0,0.485417773027124,0,0,0,0,0,0,0,3.06856288360432,4.25643748989845,2.93776900687653,0.605210295637624,7.18782299500321,5.12622356109758,7.14245938666772,2.07382316070262,3.29144216886943,3.9205566413545,3.29144216886943,3.16526614448717,4.87400733151969,1.70874118703253,3.29144216886943,1.5827009818369,0,3.16526614448717,0,0,3.16526614448717,0,0,0,0,0,0.476317887522699,0,0.485417773027124
