"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40"
1902,1727.52,1621.67,1522.22,1428.78,1340.99,1258.54,1181.1,1108.37,1040.09,975.969,915.768,867.565,813.531,762.859,715.339,670.775,628.983,589.794,553.045,518.588,486.279,455.985,427.58,400.946,375.972,352.555,330.596,310.006,290.699,272.594,255.618,239.698,224.77,210.772,197.646,185.337,173.795,162.971,152.822,143.305,2157.8
1903,1725.54,1619.93,1520.68,1427.42,1339.8,1257.48,1180.16,1107.54,1039.35,975.311,915.185,858.732,813.53,762.86,715.344,670.784,628.995,589.806,553.057,518.598,486.287,455.99,427.583,400.947,375.972,352.554,330.595,310.004,290.697,272.592,255.615,239.696,224.768,210.77,197.644,185.335,173.793,162.969,152.82,143.303,2157.77
1904,1723.43,1618.08,1519.05,1425.98,1338.53,1256.36,1179.17,1106.66,1038.57,974.614,914.567,858.184,805.246,762.858,715.344,670.787,629.002,589.816,553.068,518.608,486.295,455.996,427.587,400.949,375.972,352.553,330.593,310.002,290.694,272.589,255.612,239.693,224.765,210.767,197.641,185.332,173.79,162.967,152.818,143.301,2157.74
1905,1721.19,1616.1,1517.31,1424.45,1337.17,1255.17,1178.12,1105.73,1037.74,973.882,913.912,857.603,804.731,755.089,715.341,670.786,629.004,589.821,553.076,518.617,486.303,456.003,427.592,400.952,375.973,352.552,330.592,310,290.692,272.586,255.609,239.69,224.762,210.764,197.638,185.33,173.788,162.965,152.816,143.299,2157.71
1906,1718.82,1614,1515.46,1422.82,1335.74,1253.9,1177,1104.74,1036.87,973.108,913.225,856.988,804.185,754.605,708.055,670.782,629.002,589.822,553.08,518.623,486.311,456.01,427.597,400.955,375.975,352.553,330.591,309.998,290.689,272.583,255.606,239.686,224.759,210.761,197.635,185.326,173.785,162.962,152.813,143.296,2157.67
1907,1716.31,1611.78,1513.49,1421.08,1334.21,1252.55,1175.81,1103.7,1035.94,972.288,912.498,856.343,803.608,754.092,707.6,663.948,628.997,589.819,553.079,518.626,486.315,456.016,427.602,400.96,375.978,352.553,330.59,309.996,290.686,272.58,255.602,239.683,224.755,210.757,197.631,185.323,173.781,162.958,152.81,143.293,2157.62
1908,1713.67,1609.43,1511.4,1419.23,1332.58,1251.12,1174.55,1102.58,1034.96,971.418,911.728,855.66,803.001,753.549,707.118,663.52,622.588,589.813,553.075,518.624,486.317,456.019,427.607,400.964,375.981,352.555,330.59,309.995,290.684,272.577,255.599,239.679,224.751,210.753,197.627,185.319,173.778,162.955,152.806,143.29,2157.57
1909,1710.88,1606.95,1509.2,1417.28,1330.85,1249.59,1173.2,1101.4,1033.91,970.495,910.911,854.937,802.36,752.98,706.607,663.067,622.185,583.802,553.069,518.619,486.315,456.02,427.61,400.967,375.984,352.557,330.591,309.994,290.682,272.574,255.595,239.675,224.747,210.749,197.623,185.315,173.774,162.951,152.803,143.287,2157.52
1910,1707.93,1604.33,1506.87,1415.21,1329.01,1247.97,1171.77,1100.13,1032.8,969.514,910.045,854.17,801.681,752.377,706.072,662.587,621.759,583.423,547.431,518.612,486.309,456.017,427.609,400.969,375.986,352.559,330.592,309.994,290.681,272.572,255.592,239.671,224.743,210.745,197.619,185.311,173.769,162.947,152.799,143.283,2157.46
1911,1704.82,1601.57,1504.42,1413.03,1327.08,1246.25,1170.25,1098.79,1031.61,968.471,909.124,853.357,800.961,751.739,705.506,662.084,621.308,583.022,547.075,513.325,486.301,456.01,427.605,400.967,375.987,352.561,330.593,309.995,290.68,272.57,255.59,239.668,224.739,210.74,197.614,185.306,173.765,162.943,152.795,143.279,2157.39
1912,1701.51,1598.65,1501.83,1410.73,1325.03,1244.43,1168.63,1097.36,1030.35,967.359,908.145,852.493,800.197,751.063,704.906,661.552,620.834,582.598,546.698,512.989,481.342,456.002,427.598,400.963,375.985,352.56,330.594,309.995,290.68,272.569,255.587,239.665,224.735,210.736,197.61,185.301,173.76,162.938,152.79,143.275,2157.33
1913,1698,1595.55,1499.09,1408.3,1322.87,1242.51,1166.93,1095.85,1029.02,966.176,907.102,851.573,799.385,750.345,704.27,660.988,620.334,582.153,546.299,512.635,481.026,451.351,427.589,400.955,375.98,352.558,330.593,309.995,290.68,272.568,255.586,239.662,224.731,210.732,197.605,185.297,173.756,162.933,152.786,143.27,2157.25
1914,1694.28,1592.25,1496.18,1405.73,1320.59,1240.49,1165.13,1094.25,1027.6,964.92,905.992,850.594,798.522,749.583,703.596,660.391,619.805,581.683,545.88,512.26,480.693,451.054,423.227,400.946,375.972,352.552,330.59,309.994,290.679,272.567,255.584,239.66,224.728,210.728,197.601,185.292,173.751,162.929,152.781,143.265,2157.17
1915,1690.35,1588.76,1493.09,1403,1318.19,1238.35,1163.23,1092.56,1026.1,963.589,904.813,849.552,797.602,748.772,702.88,659.758,619.244,581.185,545.438,511.866,480.34,450.74,422.948,396.855,375.962,352.544,330.584,309.99,290.677,272.566,255.583,239.658,224.726,210.725,197.597,185.288,173.746,162.924,152.776,143.261,2157.09
1916,1686.21,1585.08,1489.82,1400.11,1315.63,1236.09,1161.23,1090.78,1024.51,962.182,903.564,848.446,796.624,747.909,702.119,659.085,618.648,580.658,544.97,511.451,479.97,450.409,422.653,396.592,372.125,352.534,330.575,309.983,290.673,272.563,255.581,239.656,224.724,210.722,197.594,185.284,173.742,162.919,152.771,143.256,2157.01
1917,1681.79,1581.2,1486.37,1397.02,1312.77,1233.22,1158.25,1087.84,1021.74,959.637,901.275,846.418,794.845,746.358,700.772,657.915,617.631,579.771,544.194,510.769,479.369,449.876,422.178,396.17,371.749,348.819,330.459,309.878,290.578,272.478,255.504,239.586,224.658,210.661,197.536,185.23,173.691,162.871,152.726,143.213,2156.35
1918,1677.08,1577.05,1482.73,1393.78,1309.79,1230.24,1155.04,1084.4,1018.31,956.397,898.309,843.762,792.505,744.316,699,656.383,616.307,578.623,543.196,509.897,478.605,449.203,421.582,395.639,371.276,348.397,326.913,309.711,290.427,272.341,255.379,239.472,224.554,210.565,197.446,185.146,173.612,162.797,152.656,143.148,2155.36
1919,1672.1,1572.64,1478.84,1390.37,1306.73,1227.42,1152.2,1081.33,1015.02,953.118,895.211,840.925,789.965,742.077,697.047,654.69,614.842,577.356,542.099,508.943,477.771,448.472,420.938,395.069,370.767,347.944,326.509,306.381,290.263,272.192,255.245,239.35,224.443,210.462,197.352,185.058,173.529,162.719,152.583,143.079,2154.32
1920,1666.86,1567.97,1474.7,1386.73,1303.64,1224.89,1150.14,1079.38,1012.87,950.722,892.75,838.551,787.758,740.078,695.269,653.129,613.482,576.177,541.077,508.057,477.002,447.8,420.35,394.552,370.31,347.537,326.148,306.059,287.194,272.088,255.15,239.265,224.366,210.393,197.289,184.999,173.475,162.668,152.535,143.034,2153.62
1921,1661.29,1563.05,1470.32,1382.84,1300.22,1221.95,1147.7,1077.38,1010.97,948.631,890.442,836.192,785.488,737.972,693.364,651.436,611.997,574.884,539.955,507.086,476.159,447.067,419.71,393.991,369.817,347.101,325.76,305.714,286.887,269.205,255.047,239.172,224.282,210.317,197.22,184.936,173.417,162.614,152.485,142.986,2152.89
1922,1655.41,1557.83,1465.71,1378.74,1296.59,1218.79,1145.04,1075.22,1009.23,946.995,888.618,834.155,783.389,735.943,691.474,649.722,610.471,573.543,538.787,506.072,475.281,446.306,419.048,393.413,369.311,346.656,325.367,305.364,286.576,268.929,252.356,239.085,224.204,210.247,197.157,184.879,173.365,162.566,152.44,142.944,2152.23
1923,1649.22,1552.32,1460.82,1374.42,1292.75,1215.43,1142.14,1072.8,1007.28,945.437,887.155,832.509,781.535,734.023,689.614,647.986,608.894,572.138,537.552,504.995,474.346,445.496,418.346,392.802,368.778,346.19,324.957,305.003,286.254,268.643,252.102,236.567,224.127,210.178,197.095,184.824,173.315,162.521,152.398,142.905,2151.62
1924,1642.71,1546.51,1455.65,1369.83,1288.67,1211.74,1138.83,1069.89,1004.81,943.424,885.524,830.987,779.863,732.175,687.721,646.162,607.199,570.602,536.185,503.794,473.298,444.587,417.557,392.118,368.183,345.67,324.5,304.601,285.899,268.327,251.821,236.316,221.755,210.095,197.02,184.756,173.254,162.465,152.347,142.858,2150.91
1925,1635.92,1540.41,1450.2,1364.97,1284.33,1207.81,1135.2,1066.59,1001.92,940.986,883.55,829.402,778.402,730.588,685.977,644.381,605.485,569.009,534.741,502.508,472.168,443.6,416.7,391.374,367.537,345.107,324.008,304.169,285.519,267.99,251.52,236.049,221.517,207.868,196.939,184.683,173.187,162.406,152.293,142.809,2150.16
1926,1628.83,1534.04,1444.48,1359.86,1279.74,1203.61,1131.28,1062.91,998.562,938.037,881.068,827.392,776.788,729.115,684.406,642.678,603.757,567.353,533.205,501.117,470.93,442.511,415.749,390.547,366.818,344.481,323.462,303.691,285.098,267.619,251.191,235.755,221.255,207.634,194.842,184.598,173.11,162.335,152.229,142.751,2149.3
1927,1621.48,1527.39,1438.5,1354.49,1274.91,1199.17,1127.09,1058.9,994.738,934.504,877.927,824.713,774.586,727.322,682.782,640.996,601.982,565.581,531.522,499.565,469.529,441.266,414.654,389.589,365.983,343.754,322.828,303.136,284.61,267.189,250.811,235.417,220.951,207.363,194.598,182.61,173.009,162.244,152.146,142.674,2148.19
1928,1613.97,1520.5,1432.27,1348.9,1269.93,1194.81,1123.22,1055.31,991.296,931.181,874.824,821.932,772.2,725.353,681.176,639.534,600.456,563.96,529.898,498.02,468.103,439.978,413.509,388.583,365.104,342.989,322.163,302.556,284.104,266.745,250.419,235.07,220.644,207.088,194.353,182.39,171.154,162.156,152.066,142.602,2147.18
1929,1606.37,1513.46,1425.81,1343.05,1264.61,1190.02,1119.07,1051.68,987.944,927.97,871.715,819.018,769.578,723.096,679.306,638.003,599.06,562.505,528.356,496.477,466.635,438.623,412.285,387.495,364.147,342.152,321.434,301.921,283.55,266.26,249.993,234.695,220.311,206.792,194.088,182.153,170.941,160.411,151.979,142.522,2146.08
1930,1598.72,1506.33,1419.2,1336.98,1259.08,1185.01,1114.68,1047.91,984.607,924.817,868.622,815.97,766.685,720.467,677.023,636.095,597.484,561.071,526.882,494.934,465.103,437.171,410.948,386.287,363.072,341.205,320.604,301.196,282.916,265.705,249.506,234.265,219.931,206.454,193.786,181.882,170.698,160.193,150.325,142.423,2144.72
1931,1591.09,1499.16,1412.52,1330.78,1253.31,1179.6,1109.63,1043.41,980.742,921.419,865.463,812.923,763.723,717.68,674.504,633.913,595.663,559.568,525.516,493.534,463.641,435.721,409.574,385.022,361.93,340.188,319.707,300.41,282.229,265.105,248.98,233.803,219.523,206.093,193.465,181.595,170.44,159.961,150.116,140.87,2143.3
1932,1583.49,1492,1405.8,1324.5,1247.42,1174.05,1104.4,1038.51,976.327,917.572,862.04,809.726,760.645,714.704,671.717,631.402,593.492,557.756,524.019,492.181,462.267,434.3,408.172,383.698,360.712,339.09,318.73,299.549,281.474,264.444,248.402,233.297,219.078,205.699,193.116,181.285,170.163,159.711,149.892,140.668,2140.41
1933,1575.83,1484.88,1399.09,1318.19,1241.49,1168.48,1099.26,1033.79,972.022,913.799,858.839,806.928,758.042,712.182,669.254,629.08,591.394,555.944,522.517,490.95,461.152,433.149,406.962,382.494,359.571,338.04,317.784,298.709,280.737,263.801,247.843,232.811,218.655,205.33,192.792,181,169.911,159.488,149.692,140.489,2138
1934,1567.82,1477.7,1392.41,1311.9,1235.58,1163.04,1094.34,1029.36,967.958,910.053,855.511,804.067,755.507,709.795,666.922,626.79,589.229,553.986,520.826,489.548,460.004,432.109,405.888,381.365,358.448,336.975,316.805,297.827,279.955,263.115,247.245,232.291,218.203,204.937,192.45,180.699,169.647,159.254,149.485,140.304,2135.61
1935,1559.04,1470.18,1385.67,1305.63,1229.58,1157.28,1088.97,1024.51,963.62,906.129,851.94,800.927,752.828,707.435,664.705,624.626,587.103,551.974,519.005,487.975,458.699,431.041,404.92,380.363,357.393,335.925,315.809,296.911,279.13,262.383,246.602,231.73,217.716,204.514,192.081,180.378,169.365,159.007,149.267,140.111,2133.2
1936,1548.98,1461.95,1378.62,1299.3,1223.58,1151.37,1083.18,1019.06,958.681,901.715,847.961,797.321,749.664,704.735,662.332,622.412,584.957,549.881,517.033,486.193,457.159,429.76,403.867,379.41,356.414,334.901,314.792,295.948,278.244,261.584,245.893,231.107,217.172,204.04,191.668,180.017,169.05,158.729,149.022,139.894,2130.57
1937,1537.35,1452.51,1370.9,1292.68,1217.58,1145.63,1077.58,1013.66,953.697,897.28,844.054,793.828,746.508,701.969,659.972,620.328,582.995,547.96,515.141,484.399,455.532,428.349,402.692,378.442,355.535,333.993,313.839,295,277.345,260.756,245.146,230.443,216.588,203.529,191.223,179.629,168.711,158.433,148.761,139.663,2127.89
1938,1524.26,1441.61,1362.05,1285.44,1211.29,1139.87,1072.14,1008.39,948.606,892.547,839.803,790.049,743.105,698.88,657.255,618.002,580.941,546.032,513.263,482.56,453.792,426.772,401.324,377.3,354.592,333.137,312.96,294.081,276.433,259.892,244.35,229.725,215.948,202.966,190.729,179.198,168.334,158.103,148.472,139.408,2125
1939,1510.4,1429.33,1351.83,1277.14,1204.51,1133.99,1066.75,1003.29,943.671,887.777,835.369,786.068,739.569,695.698,654.369,615.464,578.77,544.115,511.464,480.807,452.074,425.147,399.851,376.023,353.526,332.258,312.161,293.26,275.574,259.04,243.543,228.981,215.277,202.369,190.204,178.738,167.932,157.752,148.164,139.139,2122.08
1940,1496.14,1416.34,1340.32,1267.56,1196.83,1127.84,1061.44,998.373,938.923,883.086,830.768,781.748,735.66,692.211,651.227,612.619,576.271,541.979,509.584,479.051,450.375,423.491,398.291,374.612,352.303,331.237,311.319,292.496,274.792,258.224,242.735,228.216,214.573,201.733,189.639,178.24,167.496,157.371,147.832,138.847,2119.05
1941,1482.95,1402.97,1328.14,1256.74,1187.56,1120.09,1055.13,992.905,933.789,877.974,825.522,776.415,730.476,687.363,646.778,608.539,572.541,538.659,506.693,476.488,448.01,421.252,396.158,372.626,350.507,329.662,309.972,291.351,273.75,257.192,241.695,227.204,213.621,200.855,188.84,177.521,166.853,156.798,147.321,138.392,2113.76
1942,1471.46,1390.59,1315.59,1245.32,1177.48,1111.5,1047.93,986.995,928.571,872.951,820.397,771.064,724.98,681.973,641.699,603.85,568.226,534.708,503.165,473.4,445.265,418.727,393.781,370.375,348.418,327.771,308.306,289.914,272.516,256.068,240.592,226.104,212.556,199.854,187.916,176.679,166.092,156.114,146.707,137.842,2107.3
1943,1461.5,1379.82,1303.99,1233.61,1167.22,1102.98,1040.85,980.951,923.251,867.648,814.645,764.706,718.069,674.751,634.533,597.025,561.878,528.858,497.815,468.605,441.033,414.953,390.335,367.177,345.432,325.019,305.812,287.694,270.567,254.359,239.029,224.601,211.091,198.454,186.604,175.465,164.979,155.098,145.784,137.004,2096.73
1944,1451.62,1370.48,1293.89,1222.73,1156.26,1093.36,1032.55,973.008,914.343,856.862,801.375,749.111,700.799,656.587,616.26,579.365,545.321,513.632,483.955,456.074,429.811,404.967,381.405,359.104,338.07,318.272,299.646,282.086,265.494,249.786,234.9,220.806,207.528,195.085,183.439,172.512,162.235,152.556,143.433,134.831,2066.24
1945,1445.38,1361.22,1285.13,1213.25,1146.03,1082.82,1022.64,963.155,903.016,842.539,783.471,727.7,676.721,631.003,590.276,553.931,521.208,491.317,463.624,437.702,413.293,390.212,368.276,347.37,327.492,308.665,290.878,274.091,258.219,243.185,228.92,215.377,202.534,190.419,179.054,168.407,158.408,148.998,140.131,131.768,2022.6
1946,1437.29,1355.37,1276.45,1205,1136.76,1072.02,1010.03,948.146,883.131,815.326,748.171,685.562,629.791,581.64,540.61,505.596,475.371,448.761,424.73,402.51,381.613,361.766,342.801,324.577,307.023,290.171,274.075,258.758,244.211,230.382,217.22,204.681,192.735,181.374,170.63,160.531,151.053,142.14,133.74,125.816,1935.4
1947,1436.02,1347.78,1270.96,1196.81,1128.6,1062.51,999.463,937.544,873.562,805.545,735.852,669.053,608.942,557.124,513.648,477.491,447.235,421.482,398.989,378.717,359.918,342.133,325.114,308.726,292.858,277.468,262.605,248.337,234.701,221.701,209.305,197.474,186.178,175.394,165.122,155.394,146.239,137.639,129.545,121.912,1879.62
1948,1441.97,1346.59,1263.85,1191.72,1121.43,1056.39,993.488,932.54,871.202,807.064,739.544,671.785,608.239,552.131,504.53,465.118,432.698,405.795,383.022,363.182,345.29,328.654,312.849,297.658,282.963,268.676,254.767,241.291,228.32,215.896,204.029,192.694,181.862,171.506,161.611,152.177,143.236,134.818,126.906,119.456,1846.06
1949,1453.34,1352.17,1262.73,1184.97,1115.82,1047.87,985.692,925.088,865.13,804.019,740.61,675.254,611.107,552.04,500.627,457.495,422.099,393.181,369.299,349.134,331.569,315.699,300.889,286.76,273.12,259.872,246.944,234.318,222.052,210.219,198.864,188.002,177.612,167.672,158.16,149.064,140.385,132.156,124.404,117.115,1814.24
1950,1470.94,1362.83,1267.96,1183.89,1109.15,1042.09,977.514,917.94,858.555,798.863,738.277,676.642,614.606,554.917,500.757,454.12,415.309,383.653,357.904,336.696,318.806,303.209,289.078,275.843,263.163,250.872,238.889,227.157,215.668,204.479,193.664,183.27,173.312,163.778,154.647,145.902,137.533,129.544,121.965,114.822,1782.98
1951,1494.54,1379.34,1277.96,1188.74,1107.71,1035.04,971.339,909.718,851.489,792.466,733.259,674.234,615.594,557.824,503.108,453.998,412.027,377.284,349.053,326.148,307.306,291.408,277.524,264.908,253.046,241.636,230.533,219.672,209.007,198.535,188.316,178.422,168.898,159.765,151.01,142.618,134.576,126.875,119.519,112.539,1751.5
1952,1524.88,1401.47,1293.44,1198.07,1111.75,1032.61,963.368,902.321,842.051,784.154,725.812,668.396,612.484,558.102,505.37,455.939,411.852,374.319,343.324,318.176,297.786,281.009,266.837,254.433,243.125,232.452,222.147,212.084,202.21,192.489,182.922,173.57,164.502,155.763,147.373,139.324,131.604,124.2,117.107,110.329,1721.06
1953,1562.79,1429.92,1314.19,1212.62,1120.85,1037.17,962.075,896.041,836.477,776.821,719.548,662.863,608.293,556.232,506.409,458.627,414.122,374.566,340.952,313.22,290.728,272.491,257.477,244.778,233.637,223.452,213.806,204.462,195.311,186.308,177.425,168.667,160.092,151.767,143.736,136.019,128.611,121.501,114.679,108.141,1691.51
1954,1611.2,1465.47,1340.87,1232.11,1134.85,1046.47,967.294,895.951,832.084,773.579,715.187,659.847,606.109,555.255,507.393,462.02,418.742,378.532,342.823,312.48,287.44,267.125,250.645,237.067,225.567,215.461,206.2,197.409,188.871,180.49,172.23,164.066,156.007,148.107,140.431,133.021,125.896,119.053,112.483,106.176,1666.5
1955,1672.98,1510.86,1374.2,1257.06,1152.46,1058.24,974.518,899.374,830.413,767.519,709.684,652.9,600.157,550.018,503.364,459.993,419.192,380.411,344.409,312.422,285.222,262.756,244.515,229.706,217.492,207.132,198.009,189.628,181.65,173.881,166.237,158.687,151.213,143.823,136.572,129.519,122.705,116.15,109.85,103.798,1636.15
1956,1758.5,1568.79,1416.77,1288.26,1175.28,1073.76,984.767,905.644,833.306,765.783,703.962,647.722,593.688,544.472,498.483,456.22,417.246,380.728,346.041,313.803,285.114,260.681,240.476,224.053,210.708,199.689,190.33,182.073,174.469,167.213,160.131,153.149,146.24,139.389,132.608,125.947,119.463,113.195,107.161,101.359,1605.8
1957,1881.69,1648.99,1471.09,1328.11,1204.03,1094.18,998.198,913.772,836.859,764.99,697.734,637.013,583.06,532.652,487.748,446.513,409.056,374.734,342.633,312.091,283.621,258.21,236.516,218.54,203.909,192.005,182.161,173.786,166.38,159.542,152.996,146.59,140.258,133.98,127.744,121.562,115.482,109.559,103.827,98.3063,1566.56
1958,2074.6,1764.5,1546.29,1379.07,1241.55,1121.43,1017.58,926.384,844.182,767.735,696.244,630.463,572.452,522.16,476.26,436.076,399.62,366.734,336.677,308.531,281.655,256.497,233.962,214.67,198.652,185.594,174.955,166.147,158.64,151.988,145.831,139.921,134.122,128.378,122.671,116.994,111.359,105.811,100.401,95.1622,1526.39
1959,2399.54,1945.4,1654.62,1449.27,1286.48,1151.22,1037.91,940.61,853.823,774.31,700.226,631.767,569.894,516.275,470.513,429.274,393.49,361.178,332.078,305.455,280.448,256.468,233.931,213.68,196.302,181.85,170.054,160.434,152.461,145.657,139.619,134.02,128.635,123.343,118.091,112.868,107.665,102.496,97.4034,92.4342,1493.25
1960,2480.53,2250.11,1824.25,1550.96,1353.43,1195.65,1068.25,961.676,868.524,784.005,706.406,635.047,570.399,513.106,464.267,423.143,386.441,354.791,326.277,300.591,277.037,254.825,233.426,213.232,195.028,179.372,166.329,155.672,146.973,139.756,133.59,128.111,123.021,118.118,113.29,108.493,103.716,98.9522,94.2158,89.5462,1458.16
1961,2774.56,2326.05,2109.98,1710.12,1449.79,1260.45,1111.9,991.539,888.847,797.434,714.358,639.172,571.549,511.628,459.507,415.721,379.26,346.939,319.173,294.161,271.586,250.811,231.128,212.069,194.004,177.666,163.582,151.831,142.218,134.364,127.842,122.264,117.3,112.682,108.225,103.829,99.4559,95.0951,90.743,86.412,1419.92
1962,2399.17,2601.77,2181.19,1978.17,1600.18,1353.11,1174.99,1034.47,918.502,817.917,728.262,647.896,576.643,513.885,459.252,412.378,373.395,341.167,312.686,288.251,266.201,246.244,227.806,210.258,193.187,176.943,162.211,149.487,138.856,130.15,123.032,117.117,112.053,107.542,103.339,99.2775,95.2664,91.2708,87.283,83.2999,1383.17
1963,1890.23,2249.76,2439.74,2044.86,1850.32,1492.27,1260.07,1091.6,956.019,842.007,742.895,655.883,579.718,513.799,456.937,408.233,366.927,332.849,304.819,280.067,258.818,239.578,222.09,205.853,190.316,175.121,160.6,147.39,135.957,126.39,118.548,112.131,106.794,102.221,98.1419,94.3359,90.6526,87.01,83.3772,79.7477,1340.32
1964,1606.64,1772.51,2109.65,2287.25,1912.71,1725.58,1389.94,1171.76,1011.62,881.346,771.652,677.182,595.453,524.979,464.759,413.324,369.571,332.624,302.222,277.247,255.163,236.177,218.935,203.215,188.571,174.51,160.713,147.495,135.448,125.008,116.265,109.094,103.223,98.3386,94.1508,90.4126,86.9219,83.5409,80.1945,76.8548,1309.28
1965,1541.31,1506.59,1662.13,1977.86,2140.22,1785.18,1608.62,1293.23,1085.6,931.089,805.105,700.063,611.12,535.539,471.373,417.205,371.337,332.529,299.85,272.998,250.944,231.396,214.553,199.2,185.151,172.016,159.354,146.887,134.91,123.973,114.482,106.527,99.998,94.6501,90.1982,86.3793,82.9679,79.7796,76.6888,73.627,1272.97
1966,1708.49,1445.33,1412.76,1558.16,1849.05,1993.65,1660.54,1493.41,1195.38,996.615,848.063,728.036,629.558,547.632,479.094,421.619,373.52,333.009,298.821,270.051,246.405,226.967,209.682,194.747,181.08,168.527,156.746,145.348,134.088,123.242,113.32,104.699,97.4668,91.5279,86.661,82.6077,79.129,76.0193,73.1107,70.2885,1234.59
1967,2223.56,1602.1,1355.32,1324.38,1456.46,1721.71,1852.11,1534.76,1364.62,1073.43,877.381,733.165,620.639,531.801,460.459,402.459,354.822,315.485,282.577,254.852,231.481,212.227,196.346,182.108,169.726,158.295,147.709,137.696,127.933,118.22,108.813,100.175,92.6515,86.3288,81.1306,76.8669,73.3127,70.2589,67.5254,64.9644,1160.3
1968,3580.08,2085.08,1502.32,1270.5,1237.71,1355.69,1599.81,1716.93,1415.9,1249.94,975.403,791.591,657.971,555.176,475.048,411.367,359.979,317.965,283.344,254.381,229.947,209.305,192.267,178.186,165.515,154.464,144.224,134.711,125.684,116.856,108.05,99.5047,91.6466,84.7958,79.0349,74.2966,70.4088,67.1668,64.3802,61.8846,1123.25
