"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
1980,"7","Enter Fleet",3,0,"1","Enter","Enter",46,0,0.405813902500521,0,0,0.377894070444306,1.5512464235209,1.16081412174828,1.78210746429002,1.48937744598283,3.69528398066235,8.74915041492639,6.09570438824394,4.4041393977264,3.80367459247322,3.36038302583835,1.59482191600618,2.48428267613817,2.7936960787538,0.161832253538111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206606757215992,0.309927264555311,0.103320507339319,0.12044923866215,0.311982712314051,0.528592648622576,5.02827610966773,4.73612846822552,7.3407576106379,7.50481659924798,7.77274421459971,8.48382636673573,3.55924759649642,3.91360679010316,2.13608982580765,1.26492255072845,1.32757944990737,0.654591596233323,0.786311540105897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"7","Enter Fleet",3,0,"1","Enter","Enter",43,0.0265763227757854,0.702344322443612,0.795835809334043,16.181000898568,7.12173988790632,3.26873984983454,3.83294150609266,1.81153924960638,1.79217069170024,1.38923815403844,1.75603329962728,0.716291655490524,0.684971760962918,1.14153746183427,1.30328709808856,0.60612990215798,0.184937693493064,0.331507900141531,0.191246027874706,0.429225478229039,0.537341951273785,0.218155016721398,0.199907666683875,0,0.123172692994681,0,0.134939215132314,0.148307462796536,0.0564177014326942,0.0264038292575374,0.0269213098122815,0.0269213098122815,0.0269213098122815,0,0.0807639294368444,0,0.393297542571092,1.61813705275357,17.0277962215788,6.76185680401299,3.77989974923139,2.30666957277175,2.40852699529721,1.60560663074941,1.72700510469925,1.48997436869528,1.07225667232651,1.56139900621556,1.71067982529364,1.41150213885802,0.598330730940052,0.664309501669922,0.75208406052699,0.516913790326982,0.413442321309344,0.629404206155875,0.668683444454068,0.416732019121646,0.267069250110303,0.291538687770345,0.174206132464919,0.139645823987368,0.346736613609714,0.309884605532582,0.341919116064358,0.0516002038873386,0.318151973442898,0.191554052014435,0.301567953759909,1.85814946243011
1986,"7","Enter Fleet",3,0,"1","Enter","Enter",38,0,0.23490681061578,3.23098150481522,2.10886130458768,2.30177587918059,2.25244519414402,9.25482891603719,10.4900835385593,7.11582391289669,1.54214448335918,1.48060853069217,0.78641163857629,0.946175788978822,0.167433848850883,1.22019551360862,0,0.643464767163498,0.570437007186839,0.167433848850883,1.05357704798148,0,0,0.40318152341615,0.167433848850883,0,0,0,0,0,0,0,0,0,0,0,0,0.834926940389116,5.9577249279214,3.08240339301344,2.36512096337528,4.98825975561436,7.79424823577825,10.9389774839567,4.12097229353286,0.167433848850883,4.72975779296146,1.15751292828322,1.24302624387348,0.470119389940464,0.514048161119725,0,0.681482009970608,0.167433848850883,0.514048161119725,0.167433848850883,0,0.198341969175966,0.674907982729164,0,0.129416606043773,0.273764917372377,0.674907982729164,0,0.514048161119725,0,0.129416606043773,0,0,0,1.37206063903112
1989,"7","Enter Fleet",3,0,"1","Enter","Enter",38,0,0,1.48067910914513,0,9.11558089574968,0.740384876859347,1.7120040608769,7.59701235485538,7.29643494892178,1.9997099373646,4.586978000562,3.81840266132468,0.41778083955004,1.2143653520182,0.9176856627478,1.85957342663681,0.384423636479002,1.82159335031408,0.607227998295882,0,0,0,0.607227998295882,0,0,0.607227998295882,0,0,0,0,0,0,0.607227998295882,0,1.21445599659176,0,0,2.22106398600448,0,12.5860896837411,0.740384876859347,1.85141541501618,6.44120339735862,1.74227934844681,2.8742487830966,4.70508787991407,5.01101331568786,1.77654299725347,2.04775156135278,2.0511054105746,0.833295564761016,0.871184996510184,0,1.54956898505271,0.852874792650538,0,0,0,0.384423636479002,0,0,0.607227998295882,0,0,0,0,0.991651634774884,0.384423636479002,0,0.871184996510184
1992,"7","Enter Fleet",3,0,"1","Enter","Enter",4,0,0,0,11.0867703554825,4.75149303204991,4.75149303204991,15.8382633875324,12.6705546468652,9.73550802333909,1.81630625062195,0.465043918478558,0.930087836957116,0.465043918478558,0.697565877717837,0.232521959239279,1.16260979619639,0.465043918478558,0.232521959239279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58378429138267,1.58378429138267,4.75149303204991,9.50298606409982,12.6705546468652,1.81630625062195,0.232521959239279,0.232521959239279,0,0.697565877717837,0.232521959239279,0.697565877717837,0.232521959239279,0,0.232521959239279,0,0,0,0,0.232521959239279,0,0,0,0,0,0,0,0,0,0,0,0
1995,"7","Enter Fleet",3,0,"1","Enter","Enter",72,0,0.211623343795561,0,1.26447115506462,12.3797321794203,2.34126248364304,4.74928669660829,1.60675007103021,1.71946467897679,2.22648032963354,6.62094944383011,0.762257546876605,2.72802698747867,2.13437448728192,0.609859393528714,0.755454653379237,2.05740841771367,0.762257546876605,0.609859393528714,2.13437448728192,1.52451509375321,1.52451509375321,0.762257546876605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24750527224246,3.23564289344401,7.92790533573613,8.30906745669158,2.39188401466757,3.52983468968801,2.6020400677088,0.885643360309252,5.90351095999498,0.609859393528714,0,0.904984920252747,1.98204302896832,1.52451509375321,0.609859393528714,1.21978548209172,1.37211694040532,1.21978548209172,0,0,0.609859393528714,1.52451509375321,0.609859393528714,0.29812680326699,0,0,0.609859393528714,0,0.762257546876605,0,0,0.762257546876605,0.862100013205617
1998,"7","Enter Fleet",3,0,"1","Enter","Enter",87,0,0,0,4.41839678477115,0,7.66808178439607,9.95909763040888,7.54907457912008,3.92088055160348,1.97951194331392,1.94073288603916,0,1.17506900765028,2.73284281004492,1.59057707051558,0,0,0,1.53247205682848,0,0,2.35001087085048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352698704525198,1.05809611357559,0.352698704525198,7.67787190705232,10.2638628772535,7.16560691767524,3.36780219375034,2.01167948918446,1.58294840351071,5.8159685800635,0.349774382173331,1.48771721039991,1.17506900765028,2.35242661540202,0,1.55828238019496,0,0.312648202749626,1.17506900765028,0,1.17506900765028,0,1.17506900765028,0,0,1.17506900765028,1.17506900765028,0,0.422755296519929,0,0,0,0
2001,"7","Enter Fleet",3,0,"1","Enter","Enter",165,0,0.113580315088109,0,2.97288630798714,0.913035129575687,5.47441430835863,13.4181023176659,11.8851131975306,6.25865187068661,1.5060687029128,4.57443150228478,1.13583452665874,0.961573457598147,0.650576749544737,0.694847971806981,0.424577023141519,0.31121633849695,0.101437889138082,0.131809641901975,0.313412642932355,0,0.210217710245948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76203229697048,1.95787990105335,4.23196488924978,13.2450962797113,6.68680573248008,11.0587379658205,1.76673866361778,1.54946140340088,0.848495154952415,0.704699965988657,0.808930299337469,0.635390873162791,0.484912643559871,0.38924789750914,0.316738475363112,0.107932675111353,0.106740395560704,0,0.210311837578894,0.214673070672057,0.107932675111353,0.107932675111353,0.107932675111353,0,0.107932675111353,0.107932675111353,0,0.107932675111353,0,0,0,0.213825924675543
2004,"7","Enter Fleet",3,0,"1","Enter","Enter",145,0,0.272635899444934,0.257284935425232,0,0.808044182991826,1.13117850253777,5.79717695077064,3.06769219441683,4.65203671172626,4.04397182924449,3.26815772455647,2.95447015209957,1.30295648453199,1.76890339242413,1.81176106120311,0.24193397140553,1.74778713422508,0,1.68332697761746,0.279373652883446,0.809433410504922,0,0.873893567112539,0,0.809433410504922,0,0,0,0,0,0,0,0,0,0,0,0.257284935425232,0,0.555482621111118,0.257284935425232,3.5793446874898,4.38982001862954,4.99316152756679,4.4985965329049,3.25627982931951,6.01764735709885,7.03220020991228,6.20831883327117,1.95644910669198,1.86371817019287,3.33616041132248,2.47011597965893,2.15788709609078,2.49269092674673,0.873893567112539,1.68332697761746,0.809433410504922,0,1.61879735963419,0,0,1.61879735963419,0,0,0,0,0,0.243601044421244,0,0.248254956590113
