"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"4","NatM_uniform_Mal_GP_1",0.055,4183.11,4.20395e-06,9070.56,2123.25,0.234082,0
"3","NatM_uniform_Mal_GP_1",0.0575,4180.4,0.000460141,8879.64,2239.52,0.252209,0
"2","NatM_uniform_Mal_GP_1",0.06,4178.34,2.98164e-05,8690.66,2355.81,0.271074,0
"1","NatM_uniform_Mal_GP_1",0.0625,4176.87,0.000922956,8511.97,2471.61,0.290369,0
"5","NatM_uniform_Mal_GP_1",0.0643,4176.11,0.00018245,8380.73,2553.4,0.304675,0
"6","NatM_uniform_Mal_GP_1",0.065,4175.88,3.19906e-05,8330.45,2584.64,0.310264,0
"7","NatM_uniform_Mal_GP_1",0.0675,4175.35,8.93976e-05,8158.28,2698.06,0.330714,0
"8","NatM_uniform_Mal_GP_1",0.07,4175.22,8.88948e-05,8003.87,2820.93,0.352446,0
"9","NatM_uniform_Mal_GP_1",0.0725,4175.31,7.58461e-05,7896.33,2987.27,0.378312,1
