"caption","alt_caption","label","filein"
"Retrospective patterns for spawning stock biomass (\emph{SSB}) when up to five years of data were removed from the base model. Mohn's rho (Mohn, 1999) values were recalculated for each peel given the removal of another year of data. See Table \ref{tab:RetroMohnsrho} for other derivations of Mohn's rho.","Each successive peel of data led to a Mohn's rho of -0.06, -0.12, -0.15, -0.31, and -0.42 for SSB.","RetroSsb","../C:/Users/kiva.oken/Desktop/canary_2023/models/7_3_2_tuned_retro/compare2_spawnbio_uncertainty.png"
"Retrospective patterns for fraction unfished when up to five years of data were removed from the base model. Mohn's rho (Mohn, 1999) values were recalculated for each peel given the removal of another year of data. See Table \ref{tab:RetroMohnsrho} for other derivations of Mohn's rho.","Each successive peel of data led to a Mohn's rho of 0.01, 0.03, 0.11, 0.10, and 0.14 for fraction unfished.","RetroFractionunfished","../C:/Users/kiva.oken/Desktop/canary_2023/models/7_3_2_tuned_retro/compare4_Bratio_uncertainty.png"
