"type","Quantity","values"
Mohn,SSB,-0.421972455993389
Mohn,Recruitment,3.72541656749713
Mohn,Fraction unfished,0.137531994382454
Mohn,F,0.349303267734834
NEFSC,SSB,-0.308149312795915
NEFSC,Recruitment,0.188477533071964
NEFSC,Fraction unfished,0.265000700846555
NEFSC,F,-0.00956534663608935
AFSC,SSB,-0.0843944911986777
AFSC,Recruitment,0.745083313499426
AFSC,F,0.0698606535469668
AFSC,Fraction unfished,0.0275063988764907
