

 Females then males 
"year","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
1990,7,"TWL.O",1,0,0,-1,-1,20,474,85,0,0,0,0,4e-04,0.0148,0.0305,0.0441,0.0999,0.1116,0.1398,0.1395,0.091,0.1039,0.0542,0.0485,0.0249,0.0245,0.0112,0.0113,0.0086,0.0063,0.0077,0,0.0013,0.0059,0,0,0,0.0077,0,0,0.0044,0,0.008,0,0,0,0,4e-04,0.0148,0.0305,0.0441,0.0999,0.1116,0.1398,0.1395,0.091,0.1039,0.0542,0.0485,0.0249,0.0245,0.0112,0.0113,0.0086,0.0063,0.0077,0,0.0013,0.0059,0,0,0,0.0077,0,0,0.0044,0,0.008
1991,7,"TWL.O",1,0,0,-1,-1,22,401,77,0,0,0,0.0012,0.0121,0.0339,0.0614,0.0946,0.1386,0.1011,0.1185,0.1451,0.0925,0.0499,0.0437,0.0326,0.0168,0.0191,0.0081,0.0039,0.006,0.0051,0.004,0,0.0036,0,0.004,4e-04,0,0,0,0,0,0,0.0037,0,0,0,0.0012,0.0121,0.0339,0.0614,0.0946,0.1386,0.1011,0.1185,0.1451,0.0925,0.0499,0.0437,0.0326,0.0168,0.0191,0.0081,0.0039,0.006,0.0051,0.004,0,0.0036,0,0.004,4e-04,0,0,0,0,0,0,0.0037
1992,7,"TWL.O",1,0,0,-1,-1,32,558,109,0,0,0,1e-04,0.012,0.016,0.0626,0.0938,0.1304,0.1159,0.1107,0.0691,0.1066,0.0672,0.0516,0.0312,0.0469,0.0119,0.0159,0.0099,0.0092,0.0055,0.0074,0.0081,0,0.0033,0,0.0024,0,0.0057,0.0016,0.0027,0,0,0.0024,0,0,0,1e-04,0.012,0.016,0.0626,0.0938,0.1304,0.1159,0.1107,0.0691,0.1066,0.0672,0.0516,0.0312,0.0469,0.0119,0.0159,0.0099,0.0092,0.0055,0.0074,0.0081,0,0.0033,0,0.0024,0,0.0057,0.0016,0.0027,0,0,0.0024
1993,7,"TWL.O",1,0,0,-1,-1,22,551,98,0,0,0,0,0.0015,0.0196,0.0553,0.103,0.1107,0.0834,0.1374,0.1246,0.0755,0.0766,0.0337,0.0415,0.0423,0.0196,0.0193,0.0151,0.0103,0.0068,0.0063,0.0013,0.0022,0.0036,0.0056,0.0011,0,0.0013,0.0023,0,0,0,0,0,0,0,0,0.0015,0.0196,0.0553,0.103,0.1107,0.0834,0.1374,0.1246,0.0755,0.0766,0.0337,0.0415,0.0423,0.0196,0.0193,0.0151,0.0103,0.0068,0.0063,0.0013,0.0022,0.0036,0.0056,0.0011,0,0.0013,0.0023,0,0,0,0
1994,7,"TWL.O",1,0,0,-1,-1,4,69,14,0,0,0,0,0.0038,0.0558,0.0319,0.0455,0.1439,0.1345,0.1488,0.1197,0.0379,0.0482,0.0243,0.0362,0.0465,0.0038,0.0222,0.0243,0.0243,0.0243,0.0243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.0558,0.0319,0.0455,0.1439,0.1345,0.1488,0.1197,0.0379,0.0482,0.0243,0.0362,0.0465,0.0038,0.0222,0.0243,0.0243,0.0243,0.0243,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,"TWL.O",1,0,0,-1,-1,14,354,63,0,0,0,0,0.0068,0.0353,0.0772,0.0965,0.1431,0.1957,0.1729,0.0742,0.0587,0.0464,0.0048,0.0267,0.0073,0.0134,0.0073,0.0063,0,0,0.0066,0,0.001,0.0054,0.0073,0,0,0,0.0073,0,0,0,0,0,0,0,0,0.0068,0.0353,0.0772,0.0965,0.1431,0.1957,0.1729,0.0742,0.0587,0.0464,0.0048,0.0267,0.0073,0.0134,0.0073,0.0063,0,0,0.0066,0,0.001,0.0054,0.0073,0,0,0,0.0073,0,0,0,0
1996,7,"TWL.O",1,0,0,-1,-1,18,533,92,0,0,0,5e-04,0.0236,0.0767,0.1108,0.1194,0.1113,0.085,0.1223,0.1243,0.0469,0.039,0.0275,0.033,0.0301,0.0205,0.0067,0.0097,0,0.0055,0,0,0.0015,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,5e-04,0.0236,0.0767,0.1108,0.1194,0.1113,0.085,0.1223,0.1243,0.0469,0.039,0.0275,0.033,0.0301,0.0205,0.0067,0.0097,0,0.0055,0,0,0.0015,0,0,0,0,0,0,0,0,0,0.0055
1997,7,"TWL.O",1,0,0,-1,-1,28,626,114,0,0,0,0,0.0047,0.0059,0.0317,0.0748,0.1579,0.1296,0.1358,0.1458,0.11,0.0795,0.033,0.0205,0.0086,0.0099,0.0156,0.0062,0.0061,0.0056,0.0066,1e-04,0.0019,0,1e-04,0.0055,0,0,0,0,0.0025,0,0.0023,0,0,0,0,0.0047,0.0059,0.0317,0.0748,0.1579,0.1296,0.1358,0.1458,0.11,0.0795,0.033,0.0205,0.0086,0.0099,0.0156,0.0062,0.0061,0.0056,0.0066,1e-04,0.0019,0,1e-04,0.0055,0,0,0,0,0.0025,0,0.0023
1998,7,"TWL.O",1,0,0,-1,-1,28,699,124,0,0,0,2e-04,0.003,0.0269,0.065,0.1376,0.142,0.1357,0.1144,0.0895,0.0701,0.058,0.0395,0.0314,0.017,0.0228,0.0125,0.0103,0.006,0.005,0.0042,5e-04,5e-04,0.0015,0.0035,0,5e-04,0,0,0,9e-04,0,0.0015,0,0,0,2e-04,0.003,0.0269,0.065,0.1376,0.142,0.1357,0.1144,0.0895,0.0701,0.058,0.0395,0.0314,0.017,0.0228,0.0125,0.0103,0.006,0.005,0.0042,5e-04,5e-04,0.0015,0.0035,0,5e-04,0,0,0,9e-04,0,0.0015
1999,7,"TWL.O",1,0,0,-1,-1,28,740,130,0,0,0,8e-04,0.0076,0.0161,0.062,0.1019,0.0788,0.1189,0.1178,0.1135,0.1063,0.074,0.0498,0.0524,0.0343,0.0129,0.0135,0.0108,0.0099,0.0055,7e-04,0.0026,0,0.0058,0,8e-04,0,0,0,0.0029,2e-04,0,0,0,0,0,8e-04,0.0076,0.0161,0.062,0.1019,0.0788,0.1189,0.1178,0.1135,0.1063,0.074,0.0498,0.0524,0.0343,0.0129,0.0135,0.0108,0.0099,0.0055,7e-04,0.0026,0,0.0058,0,8e-04,0,0,0,0.0029,2e-04,0,0
2000,7,"TWL.O",1,0,0,-1,-1,16,223,47,0,0,0,0.0145,0.0734,0.069,0.094,0.1168,0.1468,0.1391,0.1065,0.0725,0.0608,0.0231,0.0352,0.0046,0.0067,0.011,0.0069,0.006,0.0034,0.0036,0.0031,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.0734,0.069,0.094,0.1168,0.1468,0.1391,0.1065,0.0725,0.0608,0.0231,0.0352,0.0046,0.0067,0.011,0.0069,0.006,0.0034,0.0036,0.0031,0,0,0.0031,0,0,0,0,0,0,0,0,0
2001,7,"TWL.O",1,0,0,-1,-1,24,334,70,0,0,0,0,0.008,0.075,0.1634,0.1636,0.1405,0.1084,0.0714,0.0516,0.0928,0.038,0.0146,0.0156,0.0222,0.0087,0.0041,0.0044,0.0074,0.0058,0.002,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.075,0.1634,0.1636,0.1405,0.1084,0.0714,0.0516,0.0928,0.038,0.0146,0.0156,0.0222,0.0087,0.0041,0.0044,0.0074,0.0058,0.002,0.0027,0,0,0,0,0,0,0,0,0,0,0
2002,7,"TWL.O",1,0,0,-1,-1,46,508,116,0,0,0,0,0.0195,0.0438,0.1169,0.217,0.1045,0.0689,0.064,0.0661,0.0514,0.0503,0.0411,0.0274,0.0352,0.0098,0.0312,0.0144,0.0138,0.0061,0.006,0,0.0061,0,0,0,0,0,0.0013,0,0.0012,0.0013,0.0026,0,0,0,0,0.0195,0.0438,0.1169,0.217,0.1045,0.0689,0.064,0.0661,0.0514,0.0503,0.0411,0.0274,0.0352,0.0098,0.0312,0.0144,0.0138,0.0061,0.006,0,0.0061,0,0,0,0,0,0.0013,0,0.0012,0.0013,0.0026
2003,7,"TWL.O",1,0,0,-1,-1,25,126,42,0,0,0,0,0.0062,0.0193,0.0576,0.1736,0.1338,0.1097,0.0882,0.0494,0.1254,0.0625,0.0367,0,0.0644,0.0062,0.0065,0.048,0,0,0,0,0.0062,0,0,0.0062,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0193,0.0576,0.1736,0.1338,0.1097,0.0882,0.0494,0.1254,0.0625,0.0367,0,0.0644,0.0062,0.0065,0.048,0,0,0,0,0.0062,0,0,0.0062,0,0,0,0,0,0,0
2004,7,"TWL.O",1,0,0,-1,-1,37,164,60,0,0,0,0.0071,0.0175,0.033,0.1197,0.0989,0.1432,0.1062,0.0408,0.0878,0.0439,0.0666,0.0442,0.0137,0.0462,0.0066,0.0489,0,0,0,0,0.0215,0,0,0.0112,0,0,0,0.0215,0,0.0215,0,0,0,0,0,0.0071,0.0175,0.033,0.1197,0.0989,0.1432,0.1062,0.0408,0.0878,0.0439,0.0666,0.0442,0.0137,0.0462,0.0066,0.0489,0,0,0,0,0.0215,0,0,0.0112,0,0,0,0.0215,0,0.0215,0,0
2005,7,"TWL.O",1,0,0,-1,-1,39,162,61,0,0,0,0,0,0.0047,0.0168,0.1229,0.1178,0.2131,0.0817,0.0814,0.0808,0.083,0.0447,0.0363,0.0267,0.0213,0.0141,0.0207,0.0214,0.008,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0168,0.1229,0.1178,0.2131,0.0817,0.0814,0.0808,0.083,0.0447,0.0363,0.0267,0.0213,0.0141,0.0207,0.0214,0.008,0,0.0046,0,0,0,0,0,0,0,0,0,0,0
2006,7,"TWL.O",1,0,0,-1,-1,37,110,52,0,0,0,0.0173,0.0173,0.0325,0.0782,0.1041,0.0616,0.1196,0.1365,0.1055,0.0354,0.0434,0.0584,0.0535,0.0522,0,0,0.0261,0,0,0,0.0087,0,0.0236,0.0087,0,0,0.0087,0.0087,0,0,0,0,0,0,0,0.0173,0.0173,0.0325,0.0782,0.1041,0.0616,0.1196,0.1365,0.1055,0.0354,0.0434,0.0584,0.0535,0.0522,0,0,0.0261,0,0,0,0.0087,0,0.0236,0.0087,0,0,0.0087,0.0087,0,0,0,0
2007,7,"TWL.O",1,0,0,-1,-1,31,70,41,0,0,0,0,0,0,0.0588,0.1153,0.0994,0.1276,0.0563,0.0732,0.0443,0.0571,0.056,0.0426,0.0426,0.0844,0.0281,0.014,0.0146,0,0.014,0.0295,0.028,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0.0588,0.1153,0.0994,0.1276,0.0563,0.0732,0.0443,0.0571,0.056,0.0426,0.0426,0.0844,0.0281,0.014,0.0146,0,0.014,0.0295,0.028,0,0,0,0,0,0,0,0,0,0.014
2008,7,"TWL.O",1,0,0,-1,-1,48,99,62,0,0,0,0.0178,0.1573,0.0446,0.034,0.0428,0.0216,0.0629,0.0704,0.0312,0.0485,0.0925,0.0699,0.0539,0.0357,0.0534,0.0359,0.0091,0.0359,0.0181,0.0376,0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178,0.1573,0.0446,0.034,0.0428,0.0216,0.0629,0.0704,0.0312,0.0485,0.0925,0.0699,0.0539,0.0357,0.0534,0.0359,0.0091,0.0359,0.0181,0.0376,0.0268,0,0,0,0,0,0,0,0,0,0,0
2009,7,"TWL.O",1,0,0,-1,-1,65,231,97,0,0,0,0.0069,0.0311,0.051,0.0326,0.0563,0.0612,0.0909,0.0615,0.0725,0.1321,0.0688,0.0624,0.0721,0.044,0.0264,0.0151,0.0156,0.049,0.0114,0.0105,0.0073,0.0036,0.013,0,0,0.0047,0,0,0,0,0,0,0,0,0,0.0069,0.0311,0.051,0.0326,0.0563,0.0612,0.0909,0.0615,0.0725,0.1321,0.0688,0.0624,0.0721,0.044,0.0264,0.0151,0.0156,0.049,0.0114,0.0105,0.0073,0.0036,0.013,0,0,0.0047,0,0,0,0,0,0
2010,7,"TWL.O",1,0,0,-1,-1,27,160,49,0,0,0,0,0.0125,0.0537,0.0703,0.0579,0.0535,0.0656,0.0594,0.0577,0.1058,0.076,0.0811,0.067,0.0557,0.0453,0.0199,0.0229,0.0429,0.0322,0.0104,0,0,0.0051,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.0125,0.0537,0.0703,0.0579,0.0535,0.0656,0.0594,0.0577,0.1058,0.076,0.0811,0.067,0.0557,0.0453,0.0199,0.0229,0.0429,0.0322,0.0104,0,0,0.0051,0,0,0,0,0,0.005,0,0,0
2011,7,"TWL.O",1,0,0,-1,-1,33,224,64,0,0,0,0.0191,0.0706,0.0985,0.1548,0.2516,0.098,0.0375,0.135,0.0162,0.0311,0.0184,0.0055,0.0112,0.0135,0.0113,0.0055,0.0082,0,0.0082,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191,0.0706,0.0985,0.1548,0.2516,0.098,0.0375,0.135,0.0162,0.0311,0.0184,0.0055,0.0112,0.0135,0.0113,0.0055,0.0082,0,0.0082,0.0058,0,0,0,0,0,0,0,0,0,0,0,0
2012,7,"TWL.O",1,0,0,-1,-1,48,243,82,0,0,0.0071,0,0.0515,0.1097,0.0638,0.152,0.1532,0.1015,0.0587,0.0525,0.0489,0.0223,0.0332,0.012,0.0272,0.0283,0.0086,0.0155,0.0117,0.012,0.0029,0.0031,0.0152,0,0,0.0029,0,0,0,0,0.0031,0,0.0031,0,0,0.0071,0,0.0515,0.1097,0.0638,0.152,0.1532,0.1015,0.0587,0.0525,0.0489,0.0223,0.0332,0.012,0.0272,0.0283,0.0086,0.0155,0.0117,0.012,0.0029,0.0031,0.0152,0,0,0.0029,0,0,0,0,0.0031,0,0.0031
2013,7,"TWL.O",1,0,0,-1,-1,125,578,205,0,0,0.1069,0.0306,0.0628,0.0401,0.0457,0.0478,0.0853,0.0704,0.0336,0.0757,0.0527,0.0359,0.0914,0.0393,0.0326,0.0451,0.0056,0.0188,0.0224,0.0178,0.0072,0.0037,0.0063,0.008,0.0069,9e-04,0,9e-04,0.0017,9e-04,0,0,0.0028,0,0,0.1069,0.0306,0.0628,0.0401,0.0457,0.0478,0.0853,0.0704,0.0336,0.0757,0.0527,0.0359,0.0914,0.0393,0.0326,0.0451,0.0056,0.0188,0.0224,0.0178,0.0072,0.0037,0.0063,0.008,0.0069,9e-04,0,9e-04,0.0017,9e-04,0,0,0.0028
2014,7,"TWL.O",1,0,0,-1,-1,116,660,207,0,0,0.0048,0.0105,0.0311,0.039,0.1015,0.0729,0.0678,0.0979,0.0898,0.044,0.0442,0.0623,0.0547,0.0377,0.0376,0.0463,0.0176,0.0352,0.0311,0.0133,0.0235,0.0075,0.0018,0.0066,0.0035,0.0083,0.0014,0.007,0.0011,0,0,0,0,0,0,0.0048,0.0105,0.0311,0.039,0.1015,0.0729,0.0678,0.0979,0.0898,0.044,0.0442,0.0623,0.0547,0.0377,0.0376,0.0463,0.0176,0.0352,0.0311,0.0133,0.0235,0.0075,0.0018,0.0066,0.0035,0.0083,0.0014,0.007,0.0011,0,0,0,0
2015,7,"TWL.O",1,0,0,-1,-1,110,711,208,0,0,0,0.0051,0.0367,0.0426,0.0273,0.0373,0.1389,0.0228,0.0417,0.0781,0.0818,0.1676,0.0113,0.0669,0.162,0.0129,0.0182,0.0065,0.006,0.0111,0.0018,0.0034,0.006,0.0013,0.0017,8e-04,0.0017,0.0012,0,0.0033,0.0023,9e-04,7e-04,0,0,0,0.0051,0.0367,0.0426,0.0273,0.0373,0.1389,0.0228,0.0417,0.0781,0.0818,0.1676,0.0113,0.0669,0.162,0.0129,0.0182,0.0065,0.006,0.0111,0.0018,0.0034,0.006,0.0013,0.0017,8e-04,0.0017,0.0012,0,0.0033,0.0023,9e-04,7e-04
1975,7,"TWL.W",1,0,0,-1,-1,3,175,21,0,0,0.0024,0.0377,0.0071,0.1223,0.273,0.4165,0.0705,0.0353,0.0165,0,0.0024,0,0.0094,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0377,0.0071,0.1223,0.273,0.4165,0.0705,0.0353,0.0165,0,0.0024,0,0.0094,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,7,"TWL.W",1,0,0,-1,-1,2,41,8,0,0,0,0,0,0,0,0.0389,0.0097,0.0291,0.1154,0.064,0.0737,0.064,0.224,0.096,0.0931,0.064,0.096,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389,0.0097,0.0291,0.1154,0.064,0.0737,0.064,0.224,0.096,0.0931,0.064,0.096,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,7,"TWL.W",1,0,0,-1,-1,1,43,7,0,0,0,0,0,0,0,0.0233,0.093,0.093,0.0465,0.0233,0.0698,0.1395,0.0465,0.186,0.1163,0.0698,0.0698,0,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233,0.093,0.093,0.0465,0.0233,0.0698,0.1395,0.0465,0.186,0.1163,0.0698,0.0698,0,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,7,"TWL.W",1,0,0,-1,-1,3,99,17,0,0,0,0,0.0016,0,0.0033,0.0095,0.032,0.0429,0.0524,0.1157,0.0158,0.1013,0.1615,0.1029,0.1584,0.1378,0.0079,0.0285,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0033,0.0095,0.032,0.0429,0.0524,0.1157,0.0158,0.1013,0.1615,0.1029,0.1584,0.1378,0.0079,0.0285,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,7,"TWL.W",1,0,0,-1,-1,8,264,44,0,0,0,0,0,0.0015,0.0134,0.0017,0.0253,0.081,0.1622,0.1697,0.1387,0.1036,0.0382,0.0591,0.0391,0.0552,0.0242,0.0361,0.0223,0.0103,0.0041,0.0048,0,0.0055,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0134,0.0017,0.0253,0.081,0.1622,0.1697,0.1387,0.1036,0.0382,0.0591,0.0391,0.0552,0.0242,0.0361,0.0223,0.0103,0.0041,0.0048,0,0.0055,0.0041,0,0,0,0,0,0,0,0
1980,7,"TWL.W",1,0,0,-1,-1,17,630,104,0,0,0,0.004,0.0049,0.026,0.0239,0.0692,0.0529,0.0693,0.1022,0.1427,0.1424,0.1046,0.0416,0.0507,0.0359,0.0271,0.0241,0.0251,0.0199,0.0127,0.0143,0,6e-04,0.0027,0.0026,0,0,0,1e-04,0,0,1e-04,3e-04,0,0,0,0.004,0.0049,0.026,0.0239,0.0692,0.0529,0.0693,0.1022,0.1427,0.1424,0.1046,0.0416,0.0507,0.0359,0.0271,0.0241,0.0251,0.0199,0.0127,0.0143,0,6e-04,0.0027,0.0026,0,0,0,1e-04,0,0,1e-04,3e-04
1981,7,"TWL.W",1,0,0,-1,-1,18,656,109,0,0,0,0.0011,0,0.0105,0.0364,0.059,0.101,0.1363,0.1462,0.1146,0.113,0.0738,0.0425,0.0413,0.0232,0.0503,0.0065,0.0084,0.0067,0.0033,0.0058,0,0.0023,0.0035,0.0014,0.0014,0.0018,0.0014,0,6e-04,0.0014,2e-04,0.0062,0,0,0,0.0011,0,0.0105,0.0364,0.059,0.101,0.1363,0.1462,0.1146,0.113,0.0738,0.0425,0.0413,0.0232,0.0503,0.0065,0.0084,0.0067,0.0033,0.0058,0,0.0023,0.0035,0.0014,0.0014,0.0018,0.0014,0,6e-04,0.0014,2e-04,0.0062
1982,7,"TWL.W",1,0,0,-1,-1,13,476,79,0,0,0,4e-04,0.0245,0.0499,0.0381,0.1282,0.1371,0.0845,0.0981,0.1302,0.0671,0.0685,0.0257,0.0229,0.0219,0.0429,0.023,0.0183,0.0044,4e-04,5e-04,0.0016,0.0014,0.0016,0.0035,0.0011,0,0,0.0023,0,8e-04,0,0.0011,0,0,0,4e-04,0.0245,0.0499,0.0381,0.1282,0.1371,0.0845,0.0981,0.1302,0.0671,0.0685,0.0257,0.0229,0.0219,0.0429,0.023,0.0183,0.0044,4e-04,5e-04,0.0016,0.0014,0.0016,0.0035,0.0011,0,0,0.0023,0,8e-04,0,0.0011
1983,7,"TWL.W",1,0,0,-1,-1,17,663,108,0,0,0,7e-04,0.0094,0.0297,0.0807,0.1126,0.1023,0.1125,0.0836,0.066,0.0656,0.084,0.0653,0.0382,0.0318,0.0234,0.0073,0.0157,0.0076,0.019,0.0067,0.0082,0.0131,0.0045,0.0024,1e-04,0.0017,0,0,0.0026,0.0017,0,0.0034,0,0,0,7e-04,0.0094,0.0297,0.0807,0.1126,0.1023,0.1125,0.0836,0.066,0.0656,0.084,0.0653,0.0382,0.0318,0.0234,0.0073,0.0157,0.0076,0.019,0.0067,0.0082,0.0131,0.0045,0.0024,1e-04,0.0017,0,0,0.0026,0.0017,0,0.0034
1984,7,"TWL.W",1,0,0,-1,-1,17,555,94,0,0,0,0,0.0071,0.0373,0.0289,0.0464,0.0994,0.0759,0.0978,0.1004,0.0888,0.041,0.0898,0.068,0.0558,0.0394,0.0183,0.0194,0.0146,0.0121,0.0171,0.0098,0.0049,0.0044,0.0078,0.008,4e-04,0,1e-04,0,0.0019,0,0.0052,0,0,0,0,0.0071,0.0373,0.0289,0.0464,0.0994,0.0759,0.0978,0.1004,0.0888,0.041,0.0898,0.068,0.0558,0.0394,0.0183,0.0194,0.0146,0.0121,0.0171,0.0098,0.0049,0.0044,0.0078,0.008,4e-04,0,1e-04,0,0.0019,0,0.0052
1985,7,"TWL.W",1,0,0,-1,-1,17,729,118,0,0,0,0,0.006,0.0331,0.0301,0.0499,0.0764,0.0813,0.0844,0.1046,0.076,0.0536,0.0574,0.0448,0.0724,0.0738,0.0321,0.0216,0.0081,0.0206,0.0118,0.0141,0.0088,0.0031,0.0047,0.011,0.0014,0.0055,8e-04,2e-04,0.0042,0.0015,0.0066,0,0,0,0,0.006,0.0331,0.0301,0.0499,0.0764,0.0813,0.0844,0.1046,0.076,0.0536,0.0574,0.0448,0.0724,0.0738,0.0321,0.0216,0.0081,0.0206,0.0118,0.0141,0.0088,0.0031,0.0047,0.011,0.0014,0.0055,8e-04,2e-04,0.0042,0.0015,0.0066
1986,7,"TWL.W",1,0,0,-1,-1,17,712,115,0,0,0,0,0.0012,0.0124,0.0329,0.1172,0.1031,0.125,0.1727,0.0972,0.1191,0.0605,0.0417,0.0379,0.0292,0.0142,0.0016,2e-04,0.0095,0.0032,9e-04,0.0073,1e-04,0.0025,0.0023,0,0,0,0,0,0.0056,9e-04,0.0015,0,0,0,0,0.0012,0.0124,0.0329,0.1172,0.1031,0.125,0.1727,0.0972,0.1191,0.0605,0.0417,0.0379,0.0292,0.0142,0.0016,2e-04,0.0095,0.0032,9e-04,0.0073,1e-04,0.0025,0.0023,0,0,0,0,0,0.0056,9e-04,0.0015
1987,7,"TWL.W",1,0,0,-1,-1,24,622,110,0,0,0,0,5e-04,0.0136,0.0119,0.0654,0.133,0.1356,0.1613,0.1328,0.1076,0.0535,0.0404,0.0308,0.0368,0.0186,0.0109,0.0135,0.0015,0.0036,0.0015,0.0057,0.0105,0.0016,0,3e-04,2e-04,0.0063,2e-04,0,0,0,0.0025,0,0,0,0,5e-04,0.0136,0.0119,0.0654,0.133,0.1356,0.1613,0.1328,0.1076,0.0535,0.0404,0.0308,0.0368,0.0186,0.0109,0.0135,0.0015,0.0036,0.0015,0.0057,0.0105,0.0016,0,3e-04,2e-04,0.0063,2e-04,0,0,0,0.0025
1988,7,"TWL.W",1,0,0,-1,-1,19,424,78,0,0,0,7e-04,0.003,0.0054,0.0046,0.0378,0.0613,0.1225,0.1549,0.1689,0.0738,0.0935,0.0613,0.0445,0.0304,0.025,0.0347,0.0154,0.0144,0.005,0.009,6e-04,5e-04,0.0124,0.005,0.005,0.008,0,0,1e-04,0,1e-04,0.0019,0,0,0,7e-04,0.003,0.0054,0.0046,0.0378,0.0613,0.1225,0.1549,0.1689,0.0738,0.0935,0.0613,0.0445,0.0304,0.025,0.0347,0.0154,0.0144,0.005,0.009,6e-04,5e-04,0.0124,0.005,0.005,0.008,0,0,1e-04,0,1e-04,0.0019
1989,7,"TWL.W",1,0,0,-1,-1,18,397,73,0,0,0,0.0069,0.0102,0.0274,0.0799,0.118,0.1708,0.1401,0.1078,0.1101,0.0648,0.055,0.0201,0.0142,0.0168,0.0013,0.0132,0,0.0132,0.0018,5e-04,0,0,0,3e-04,0,0,0,0,8e-04,0,0.0107,0.0163,0,0,0,0.0069,0.0102,0.0274,0.0799,0.118,0.1708,0.1401,0.1078,0.1101,0.0648,0.055,0.0201,0.0142,0.0168,0.0013,0.0132,0,0.0132,0.0018,5e-04,0,0,0,3e-04,0,0,0,0,8e-04,0,0.0107,0.0163
1990,7,"TWL.W",1,0,0,-1,-1,17,360,67,0,0,0,0.0028,0.001,0.0302,0.0454,0.0782,0.1129,0.1593,0.16,0.1061,0.1092,0.0446,0.0526,0.0139,0.039,0.0068,0.0111,0.0019,0.0013,0.0094,0,0,9e-04,0,0,2e-04,0,0.0115,0,8e-04,0,0,9e-04,0,0,0,0.0028,0.001,0.0302,0.0454,0.0782,0.1129,0.1593,0.16,0.1061,0.1092,0.0446,0.0526,0.0139,0.039,0.0068,0.0111,0.0019,0.0013,0.0094,0,0,9e-04,0,0,2e-04,0,0.0115,0,8e-04,0,0,9e-04
1991,7,"TWL.W",1,0,0,-1,-1,20,413,77,0,0,0,0,0,0,0.0011,0.0582,0.0648,0.0877,0.1693,0.1203,0.105,0.1232,0.07,0.0351,0.0303,0.0412,0.0088,0.0251,0.0058,0.0216,0.0067,0.0046,0.0089,0.0082,2e-04,0.0019,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0582,0.0648,0.0877,0.1693,0.1203,0.105,0.1232,0.07,0.0351,0.0303,0.0412,0.0088,0.0251,0.0058,0.0216,0.0067,0.0046,0.0089,0.0082,2e-04,0.0019,0.0019,0,0,0,0,0,0
1992,7,"TWL.W",1,0,0,-1,-1,20,467,84,0,0,0,8e-04,0.0191,0.0443,0.0427,0.1298,0.0674,0.0426,0.1014,0.0911,0.0736,0.0809,0.086,0.0766,0.058,0.0148,0.0333,0.0113,0.0015,0,0.0079,0.0062,0,0,0,0,0.0079,0,0,0,0,6e-04,0.0022,0,0,0,8e-04,0.0191,0.0443,0.0427,0.1298,0.0674,0.0426,0.1014,0.0911,0.0736,0.0809,0.086,0.0766,0.058,0.0148,0.0333,0.0113,0.0015,0,0.0079,0.0062,0,0,0,0,0.0079,0,0,0,0,6e-04,0.0022
1993,7,"TWL.W",1,0,0,-1,-1,17,393,71,0,0,0,0.0024,0.0061,0.0435,0.0148,0.0683,0.1074,0.0913,0.1454,0.1125,0.1519,0.0345,0.0044,0.0195,0.0224,0.0194,0.0286,0.0011,0.0197,0.0109,0.0122,0.0176,1e-04,0,0.0011,0.0109,0,0.0088,0.0088,0.0088,0,0,0.0276,0,0,0,0.0024,0.0061,0.0435,0.0148,0.0683,0.1074,0.0913,0.1454,0.1125,0.1519,0.0345,0.0044,0.0195,0.0224,0.0194,0.0286,0.0011,0.0197,0.0109,0.0122,0.0176,1e-04,0,0.0011,0.0109,0,0.0088,0.0088,0.0088,0,0,0.0276
