

 Females then males 
"year","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
1994,7,"TWL.W",1,0,0,-1,-1,15,342,62,0,0,0,0.0011,0.0291,0.0783,0.1024,0.1157,0.2004,0.1192,0.1122,0.0736,0.0299,0.0214,0.0468,0.0196,0.0098,0.0033,0.0047,0.0047,0,0.0018,0.0019,0.0149,0,0,2e-04,0,1e-04,0,0,0.0017,0.0052,0,0.0017,0,0,0,0.0011,0.0291,0.0783,0.1024,0.1157,0.2004,0.1192,0.1122,0.0736,0.0299,0.0214,0.0468,0.0196,0.0098,0.0033,0.0047,0.0047,0,0.0018,0.0019,0.0149,0,0,2e-04,0,1e-04,0,0,0.0017,0.0052,0,0.0017
1995,7,"TWL.W",1,0,0,-1,-1,22,520,94,0,0,0,0.0015,0.0202,0.0359,0.0916,0.1474,0.1277,0.1519,0.1854,0.097,0.0666,0.0328,0.0156,0.0053,0.002,0.0012,0.0028,0.0014,0.0107,0,0.0012,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0.0015,0.0202,0.0359,0.0916,0.1474,0.1277,0.1519,0.1854,0.097,0.0666,0.0328,0.0156,0.0053,0.002,0.0012,0.0028,0.0014,0.0107,0,0.0012,0,0,0,0,0,0,0,0,0,0,0.0018,0
1996,7,"TWL.W",1,0,0,-1,-1,15,337,62,0,0,0,0.0057,0.019,0.0452,0.0675,0.0873,0.0827,0.1545,0.1701,0.1348,0.1269,0.0265,0.0117,0.0468,0.0039,0.0125,0.0027,0,0.0011,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0.019,0.0452,0.0675,0.0873,0.0827,0.1545,0.1701,0.1348,0.1269,0.0265,0.0117,0.0468,0.0039,0.0125,0.0027,0,0.0011,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,7,"TWL.W",1,0,0,-1,-1,17,385,70,0,0,0,0.0068,0.0139,0.0182,0.0435,0.0863,0.0788,0.1285,0.1236,0.1308,0.1149,0.0946,0.0275,0.0226,0.016,0.0202,0.0192,0.0135,0.0182,0,0.0034,0.0078,0.006,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0.0068,0.0139,0.0182,0.0435,0.0863,0.0788,0.1285,0.1236,0.1308,0.1149,0.0946,0.0275,0.0226,0.016,0.0202,0.0192,0.0135,0.0182,0,0.0034,0.0078,0.006,0,0,0,0.0055,0,0,0,0,0,0
1998,7,"TWL.W",1,0,0,-1,-1,17,410,74,0,0,0,0.001,0.0013,0.0146,0.0643,0.0883,0.166,0.1255,0.0712,0.121,0.0794,0.1048,0.0474,0.0204,0.0088,0.0274,0.0198,0.0057,0.0132,0,0.0019,0,0.0039,0,0,0.004,0.0019,0.0064,0,0,0,0,0.0019,0,0,0,0.001,0.0013,0.0146,0.0643,0.0883,0.166,0.1255,0.0712,0.121,0.0794,0.1048,0.0474,0.0204,0.0088,0.0274,0.0198,0.0057,0.0132,0,0.0019,0,0.0039,0,0,0.004,0.0019,0.0064,0,0,0,0,0.0019
1999,7,"TWL.W",1,0,0,-1,-1,15,357,64,0,0,0,0.0033,0.0183,0.0108,0.0332,0.0475,0.0764,0.104,0.0989,0.0837,0.1317,0.0698,0.1055,0.0629,0.0391,0.0498,0.0162,0.0158,0.0237,0,0.0016,0.002,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0183,0.0108,0.0332,0.0475,0.0764,0.104,0.0989,0.0837,0.1317,0.0698,0.1055,0.0629,0.0391,0.0498,0.0162,0.0158,0.0237,0,0.0016,0.002,0,0.0057,0,0,0,0,0,0,0,0,0
2000,7,"TWL.W",1,0,0,-1,-1,6,97,19,0,0,0,0,0.0227,0.0667,0.0578,0.1036,0.0558,0.0688,0.1514,0.1726,0.081,0.0732,0.0455,0.0163,0.0455,0.0163,0,0.0163,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227,0.0667,0.0578,0.1036,0.0558,0.0688,0.1514,0.1726,0.081,0.0732,0.0455,0.0163,0.0455,0.0163,0,0.0163,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0
2001,7,"TWL.W",1,0,0,-1,-1,10,133,28,0,0,0,0.0034,0.0034,0.0189,0.0821,0.094,0.1143,0.0783,0.1759,0.0914,0.092,0.0993,0.0649,0.0237,0.0185,0.0213,0.0051,0.0101,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0034,0.0189,0.0821,0.094,0.1143,0.0783,0.1759,0.0914,0.092,0.0993,0.0649,0.0237,0.0185,0.0213,0.0051,0.0101,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,"TWL.W",1,0,0,-1,-1,28,329,73,0,0,0,0,0,0,0.0476,0.0928,0.0722,0.0393,0.084,0.0511,0.0762,0.0954,0.105,0.0855,0.073,0.056,0.0335,0.0275,0.009,0.0105,0.0157,0.0069,0.0068,0.0067,0.0034,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0.0476,0.0928,0.0722,0.0393,0.084,0.0511,0.0762,0.0954,0.105,0.0855,0.073,0.056,0.0335,0.0275,0.009,0.0105,0.0157,0.0069,0.0068,0.0067,0.0034,0,0,0,0,0,0,0.0017,0
2003,7,"TWL.W",1,0,0,-1,-1,21,139,40,0,0,0,0,0.0208,0.0506,0.0399,0.1684,0.1478,0.0704,0.0959,0.0901,0.0859,0.0416,0.0521,0.0312,0.0072,0.0387,0.0147,0.0223,0.0073,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208,0.0506,0.0399,0.1684,0.1478,0.0704,0.0959,0.0901,0.0859,0.0416,0.0521,0.0312,0.0072,0.0387,0.0147,0.0223,0.0073,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,"TWL.W",1,0,0,-1,-1,26,162,48,0,0,0,0,0.0122,0.0788,0.0912,0.1121,0.1291,0.0929,0.0549,0.0867,0.08,0.0242,0.0498,0.0242,0.0423,0.0305,0.0236,0.0121,0.0066,0.006,0.0121,0.006,0.0065,0,0.0121,0,0,0,0,0,0,0,0.006,0,0,0,0,0.0122,0.0788,0.0912,0.1121,0.1291,0.0929,0.0549,0.0867,0.08,0.0242,0.0498,0.0242,0.0423,0.0305,0.0236,0.0121,0.0066,0.006,0.0121,0.006,0.0065,0,0.0121,0,0,0,0,0,0,0,0.006
2005,7,"TWL.W",1,0,0,-1,-1,30,248,64,0,0,0,0,0,0.0241,0.0577,0.1137,0.1322,0.1686,0.0967,0.0662,0.0631,0.0503,0.0469,0.0244,0.0096,0.0304,0.0228,0.0162,0.0162,0.0194,0,0.0033,0.0096,0.0144,0.0034,0.0076,0,0,0,0.0032,0,0,0,0,0,0,0,0,0.0241,0.0577,0.1137,0.1322,0.1686,0.0967,0.0662,0.0631,0.0503,0.0469,0.0244,0.0096,0.0304,0.0228,0.0162,0.0162,0.0194,0,0.0033,0.0096,0.0144,0.0034,0.0076,0,0,0,0.0032,0,0,0
2006,7,"TWL.W",1,0,0,-1,-1,24,225,55,0,0,0.0041,0.012,0.0362,0.1276,0.1579,0.1128,0.08,0.1709,0.0438,0.0393,0.0484,0.0114,0.0194,0.0317,0.0152,0.0159,0.0198,0.0153,0.0076,0.0076,0.0114,0,0.0076,0,0.0038,0,0,0,0,0,0,0,0,0,0,0.0041,0.012,0.0362,0.1276,0.1579,0.1128,0.08,0.1709,0.0438,0.0393,0.0484,0.0114,0.0194,0.0317,0.0152,0.0159,0.0198,0.0153,0.0076,0.0076,0.0114,0,0.0076,0,0.0038,0,0,0,0,0,0,0,0
2007,7,"TWL.W",1,0,0,-1,-1,36,182,61,0,0,0.0018,0.0018,0.0231,0.1015,0.2787,0.1522,0.1355,0.033,0.039,0.0373,0.0294,0.0246,0.0151,0.0271,0.0205,0.0169,0.013,0.011,0.0037,0.0037,0.0037,0.0055,0.0073,0.0055,0.0018,0.0036,0,0.0018,0,0,0,0,0.0018,0,0,0.0018,0.0018,0.0231,0.1015,0.2787,0.1522,0.1355,0.033,0.039,0.0373,0.0294,0.0246,0.0151,0.0271,0.0205,0.0169,0.013,0.011,0.0037,0.0037,0.0037,0.0055,0.0073,0.0055,0.0018,0.0036,0,0.0018,0,0,0,0,0.0018
2008,7,"TWL.W",1,0,0,-1,-1,17,172,41,0,0,0,0,0.0408,0.175,0.1689,0.074,0.0572,0.0179,0.0184,0.0276,0.0277,0.0323,0.0543,0.0584,0.0455,0.0323,0.0184,0.0368,0.0137,0.0092,0.0092,0,0.0184,0.0324,0.0092,0.0046,0,0.0087,0.0046,0.0046,0,0,0,0,0,0,0,0.0408,0.175,0.1689,0.074,0.0572,0.0179,0.0184,0.0276,0.0277,0.0323,0.0543,0.0584,0.0455,0.0323,0.0184,0.0368,0.0137,0.0092,0.0092,0,0.0184,0.0324,0.0092,0.0046,0,0.0087,0.0046,0.0046,0,0,0
2009,7,"TWL.W",1,0,0,-1,-1,22,228,53,0,0,0,0,0.0246,0.0131,0.017,0.0041,0.043,0.0214,0.066,0.0633,0.0787,0.0809,0.0772,0.0683,0.0761,0.0863,0.062,0.0468,0.0417,0.0376,0.0243,0.014,0.0214,0,0.0122,0.0081,0.0041,0,0.0081,0,0,0,0,0,0,0,0,0.0246,0.0131,0.017,0.0041,0.043,0.0214,0.066,0.0633,0.0787,0.0809,0.0772,0.0683,0.0761,0.0863,0.062,0.0468,0.0417,0.0376,0.0243,0.014,0.0214,0,0.0122,0.0081,0.0041,0,0.0081,0,0,0,0
2010,7,"TWL.W",1,0,0,-1,-1,12,176,36,0,0,0,0,0,0,0,0.0035,0.0617,0.0804,0.0619,0.0633,0.1036,0.1185,0.0926,0.0362,0.0786,0.0433,0.0431,0.0293,0.0259,0.0245,0.0277,0.0245,0.0173,0.0037,0.0149,0.0092,0.0059,0.0057,0,0,0.0187,0,0.0061,0,0,0,0,0,0,0,0.0035,0.0617,0.0804,0.0619,0.0633,0.1036,0.1185,0.0926,0.0362,0.0786,0.0433,0.0431,0.0293,0.0259,0.0245,0.0277,0.0245,0.0173,0.0037,0.0149,0.0092,0.0059,0.0057,0,0,0.0187,0,0.0061
2011,7,"TWL.W",1,0,0,-1,-1,19,189,45,0,0,0,0,0.0123,0.0078,0.066,0.1242,0.0375,0.0408,0.1145,0.0905,0.0447,0.0716,0.0492,0.0238,0.041,0.0537,0.0248,0.0246,0.0403,0.0292,0.0213,0.0039,0.0039,0.0247,0,0.013,0.0042,0.013,0.0039,0.0078,0.004,0,0.0039,0,0,0,0,0.0123,0.0078,0.066,0.1242,0.0375,0.0408,0.1145,0.0905,0.0447,0.0716,0.0492,0.0238,0.041,0.0537,0.0248,0.0246,0.0403,0.0292,0.0213,0.0039,0.0039,0.0247,0,0.013,0.0042,0.013,0.0039,0.0078,0.004,0,0.0039
2012,7,"TWL.W",1,0,0,-1,-1,24,213,53,0,0,0,0.0085,0.0171,0.1184,0.0463,0.2243,0.0644,0.057,0.0367,0.043,0.0233,0.0233,0.0755,0.0435,0.05,0.0153,0.0204,0.0129,0.0331,0.0253,0.0126,0.0102,0.0079,0.0101,0,0.0026,0.0026,0.0079,0,0,0.0026,0.0051,0,0,0,0,0.0085,0.0171,0.1184,0.0463,0.2243,0.0644,0.057,0.0367,0.043,0.0233,0.0233,0.0755,0.0435,0.05,0.0153,0.0204,0.0129,0.0331,0.0253,0.0126,0.0102,0.0079,0.0101,0,0.0026,0.0026,0.0079,0,0,0.0026,0.0051,0
2013,7,"TWL.W",1,0,0,-1,-1,22,164,45,0,0,0.0023,0,0,0.0567,0.1883,0.2185,0.1358,0.0948,0.0568,0.0426,0.0074,0.0213,0.0267,0.0174,0.0274,0.0332,0.0137,0.0137,0.0074,0.0057,0.0059,0.0074,0,0.0056,0.0038,0,0,0.0019,0.0019,0.0019,0,0,0.0022,0,0,0.0023,0,0,0.0567,0.1883,0.2185,0.1358,0.0948,0.0568,0.0426,0.0074,0.0213,0.0267,0.0174,0.0274,0.0332,0.0137,0.0137,0.0074,0.0057,0.0059,0.0074,0,0.0056,0.0038,0,0,0.0019,0.0019,0.0019,0,0,0.0022
2014,7,"TWL.W",1,0,0,-1,-1,5,35,10,0,0,0,0,0,0.0286,0.0574,0.1132,0.1462,0,0.1161,0.285,0.0558,0.0272,0.0603,0,0.083,0,0.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286,0.0574,0.1132,0.1462,0,0.1161,0.285,0.0558,0.0272,0.0603,0,0.083,0,0.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,"TWL.W",1,0,0,-1,-1,16,114,32,0,0,0,0,0.0052,0.0048,0.01,0.0145,0.0681,0.0195,0.0853,0.099,0.1419,0.1116,0.0821,0.055,0.069,0.0115,0.0476,0.0361,0.0361,0.0099,0,0,0.0115,0.0266,0.0115,0,0.0115,0.0051,0.0218,0,0,0,0.0051,0,0,0,0,0.0052,0.0048,0.01,0.0145,0.0681,0.0195,0.0853,0.099,0.1419,0.1116,0.0821,0.055,0.069,0.0115,0.0476,0.0361,0.0361,0.0099,0,0,0.0115,0.0266,0.0115,0,0.0115,0.0051,0.0218,0,0,0,0.0051
2016,7,"TWL.W",1,0,0,-1,-1,17,94,30,0,0,0,0,0,0.2787,0.0445,0,0.0798,0.0239,0.0611,0.0518,0.0407,0.0572,0.0499,0.0616,0.0591,0.026,0.0452,0.017,0.0474,0.0085,0.0174,0.0085,0,0.0042,0.0043,0.0045,0,0,0,0,0,0.0042,0.0045,0,0,0,0,0,0.2787,0.0445,0,0.0798,0.0239,0.0611,0.0518,0.0407,0.0572,0.0499,0.0616,0.0591,0.026,0.0452,0.017,0.0474,0.0085,0.0174,0.0085,0,0.0042,0.0043,0.0045,0,0,0,0,0,0.0042,0.0045
2017,7,"TWL.W",1,0,0,-1,-1,53,436,113,0,0,9e-04,0.0023,0.0057,0.0653,0.0937,0.0451,0.0802,0.0605,0.0519,0.079,0.0422,0.0411,0.0531,0.068,0.0694,0.0525,0.048,0.0232,0.0401,0.0041,0.008,0.0119,0.0034,0.0061,0.0065,0.0098,0.003,0.0051,0.005,0.0144,0,4e-04,0,0,0,9e-04,0.0023,0.0057,0.0653,0.0937,0.0451,0.0802,0.0605,0.0519,0.079,0.0422,0.0411,0.0531,0.068,0.0694,0.0525,0.048,0.0232,0.0401,0.0041,0.008,0.0119,0.0034,0.0061,0.0065,0.0098,0.003,0.0051,0.005,0.0144,0,4e-04,0
2018,7,"TWL.W",1,0,0,-1,-1,19,281,58,0,0,0,0.0015,0.0065,0.03,0.0223,0.09,0.1153,0.0528,0.1021,0.101,0.0359,0.0246,0.0307,0.0347,0.0768,0.033,0.058,0.0568,0.0066,0.0542,0.0035,0.0128,0.015,0.0044,0.0022,0.0057,0.0041,0.0063,0.0047,5e-04,0.001,0.0037,0.0032,0,0,0,0.0015,0.0065,0.03,0.0223,0.09,0.1153,0.0528,0.1021,0.101,0.0359,0.0246,0.0307,0.0347,0.0768,0.033,0.058,0.0568,0.0066,0.0542,0.0035,0.0128,0.015,0.0044,0.0022,0.0057,0.0041,0.0063,0.0047,5e-04,0.001,0.0037,0.0032


 Males only 
"year","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","InputN","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M.1","M.2","M.3","M.4","M.5","M.6","M.7","M.8","M.9","M.10","M.11","M.12","M.13","M.14","M.15","M.16","M.17","M.18","M.19","M.20","M.21","M.22","M.23","M.24","M.25","M.26","M.27","M.28","M.29","M.30","M.31","M.32","M.33","M.34","M.35"
1980,7,"NTWL.C",2,0,0,-1,-1,1,2,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,"NTWL.C",2,0,0,-1,-1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
1982,7,"NTWL.C",2,0,0,-1,-1,2,4,3,0,0,0,0,0,0.1616,0.2795,0,0.5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1616,0.2795,0,0.5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,7,"NTWL.C",2,0,0,-1,-1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,7,"NTWL.C",2,0,0,-1,-1,3,15,5,0,0,0,0,0,0,0,0,0.0652,0.0836,0.0652,0.1488,0.0566,0,0.1218,0,0.0836,0.1488,0,0.0566,0,0.0566,0,0,0,0,0,0.0566,0,0,0,0,0,0,0.0566,0,0,0,0,0,0,0,0,0.0652,0.0836,0.0652,0.1488,0.0566,0,0.1218,0,0.0836,0.1488,0,0.0566,0,0.0566,0,0,0,0,0,0.0566,0,0,0,0,0,0,0.0566
2002,7,"NTWL.C",2,0,0,-1,-1,3,10,4,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,7,"NTWL.O",2,0,0,-1,-1,1,13,3,0,0,0,0,0,0.0769,0.1538,0.0769,0,0.3846,0.1538,0.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0.1538,0.0769,0,0.3846,0.1538,0.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,"NTWL.O",2,0,0,-1,-1,4,67,13,0,0,0,0,0.0132,0.0397,0.0546,0.1504,0.0541,0.1759,0.0338,0.0349,0.0678,0.1381,0.0233,0.0103,0.0765,0.0103,0,0.0103,0,0.0351,0.0308,0.0103,0,0,0.0103,0,0.0103,0,0,0,0,0,0.0103,0,0,0,0,0.0132,0.0397,0.0546,0.1504,0.0541,0.1759,0.0338,0.0349,0.0678,0.1381,0.0233,0.0103,0.0765,0.0103,0,0.0103,0,0.0351,0.0308,0.0103,0,0,0.0103,0,0.0103,0,0,0,0,0,0.0103
2001,7,"NTWL.O",2,0,0,-1,-1,4,16,6,0,0,0,0,0.1398,0.0668,0,0.2467,0.1834,0.1233,0.06,0,0.1201,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1398,0.0668,0,0.2467,0.1834,0.1233,0.06,0,0.1201,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,"NTWL.W",2,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,"NTWL.W",2,0,0,-1,-1,2,8,3,0,0,0,0,0,0,0.1254,0,0.1248,0.1254,0,0.1248,0,0.2502,0,0,0,0,0,0,0.1248,0,0,0,0,0,0,0,0.1248,0,0,0,0,0,0,0,0,0,0,0,0,0.1254,0,0.1248,0.1254,0,0.1248,0,0.2502,0,0,0,0,0,0,0.1248,0,0,0,0,0,0,0,0.1248,0,0,0,0,0,0
2006,7,"NTWL.W",2,0,0,-1,-1,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0.0769,0.0769,0,0.0769,0.1538,0.1538,0.0769,0,0,0.0769,0,0.0769,0.0769,0,0,0,0,0,0,0,0.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0.0769,0.0769,0,0.0769,0.1538,0.1538,0.0769,0,0,0.0769,0,0.0769,0.0769,0,0,0,0,0,0,0,0.0769,0
2007,7,"NTWL.W",2,0,0,-1,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,"NTWL.W",2,0,0,-1,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2013,7,"NTWL.W",2,0,0,-1,-1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0
2017,7,"NTWL.W",2,0,0,-1,-1,4,16,6,0,0,0,0,0,0,0,0.0631,0.1261,0.188,0,0.186,0.1249,0,0.1261,0.1227,0,0,0,0,0,0,0,0,0.0631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631,0.1261,0.188,0,0.186,0.1249,0,0.1261,0.1227,0,0,0,0,0,0,0,0,0.0631,0,0,0,0,0,0,0,0,0,0
2018,7,"NTWL.W",2,0,0,-1,-1,8,28,12,0,0,0,0,0,0,0.038,0.0512,0.012,0,0.1385,0.0816,0.0258,0.1213,0.038,0.038,0.1457,0,0.0258,0.0698,0,0.0258,0.0698,0.0698,0.0258,0,0,0.012,0,0,0,0,0,0,0.0113,0,0,0,0,0,0,0.038,0.0512,0.012,0,0.1385,0.0816,0.0258,0.1213,0.038,0.038,0.1457,0,0.0258,0.0698,0,0.0258,0.0698,0.0698,0.0258,0,0,0.012,0,0,0,0,0,0,0.0113
1980,7,"TWL.C",2,0,0,-1,-1,54,148,74,0,0,0,0,0.0171,0.0575,0.0504,0.0768,0.1038,0.0515,0.0643,0.1134,0.0483,0.0804,0.0341,0.0491,0.0112,0.0563,0.0288,0.0195,0.0561,0,0,0.0124,0.0066,0.0129,0,0.01,0,0,0.01,0.01,0,0,0.0195,0,0,0,0,0.0171,0.0575,0.0504,0.0768,0.1038,0.0515,0.0643,0.1134,0.0483,0.0804,0.0341,0.0491,0.0112,0.0563,0.0288,0.0195,0.0561,0,0,0.0124,0.0066,0.0129,0,0.01,0,0,0.01,0.01,0,0,0.0195
1981,7,"TWL.C",2,0,0,-1,-1,38,78,49,0,0,0,0,0.0281,0.0193,0.0414,0.127,0.157,0.0477,0.0608,0.0725,0.1575,0.0805,0.0764,0.026,0,0.0155,0,0.0267,0.0193,0,0.0131,0,0,0.0151,0,0,0,0,0,0.0088,0,0,0.0074,0,0,0,0,0.0281,0.0193,0.0414,0.127,0.157,0.0477,0.0608,0.0725,0.1575,0.0805,0.0764,0.026,0,0.0155,0,0.0267,0.0193,0,0.0131,0,0,0.0151,0,0,0,0,0,0.0088,0,0,0.0074
1982,7,"TWL.C",2,0,0,-1,-1,45,119,61,0,0.0132,0,0,0.0098,0.0865,0.0399,0.088,0.0936,0.1968,0.0778,0.085,0.0217,0.0335,0.0132,0.0263,0.0132,0.0263,0.0084,0.0402,0.0263,0.0347,0.0263,0,0,0,0.0132,0,0,0,0,0.0132,0,0,0.0132,0,0.0132,0,0,0.0098,0.0865,0.0399,0.088,0.0936,0.1968,0.0778,0.085,0.0217,0.0335,0.0132,0.0263,0.0132,0.0263,0.0084,0.0402,0.0263,0.0347,0.0263,0,0,0,0.0132,0,0,0,0,0.0132,0,0,0.0132
1983,7,"TWL.C",2,0,0,-1,-1,97,221,127,0,0,0,0,0.032,0.0174,0.1194,0.0896,0.1387,0.086,0.1292,0.0429,0.0455,0.0278,0.0315,0.0362,0.0317,0.0058,0.0174,0.0252,0.0174,0.0058,0.0116,0.0116,0.0124,0.0058,0,0.0058,0.0058,0,0,0.0058,0,0.0058,0.036,0,0,0,0,0.032,0.0174,0.1194,0.0896,0.1387,0.086,0.1292,0.0429,0.0455,0.0278,0.0315,0.0362,0.0317,0.0058,0.0174,0.0252,0.0174,0.0058,0.0116,0.0116,0.0124,0.0058,0,0.0058,0.0058,0,0,0.0058,0,0.0058,0.036
1984,7,"TWL.C",2,0,0,-1,-1,59,184,84,0,0,0.0014,0.0119,0.0204,0.0548,0.0754,0.1249,0.0881,0.0767,0.1289,0.0857,0.0138,0.0069,0.0443,0.0276,0.0344,0.0207,0.0012,0.0069,0,0.0069,0.0207,0,0.0138,0.0138,0.0069,0.0207,0.0276,0.0012,0.0069,0.0138,0.0069,0.0083,0.0287,0,0,0.0014,0.0119,0.0204,0.0548,0.0754,0.1249,0.0881,0.0767,0.1289,0.0857,0.0138,0.0069,0.0443,0.0276,0.0344,0.0207,0.0012,0.0069,0,0.0069,0.0207,0,0.0138,0.0138,0.0069,0.0207,0.0276,0.0012,0.0069,0.0138,0.0069,0.0083,0.0287
1985,7,"TWL.C",2,0,0,-1,-1,65,229,97,0,0,0,0,0.0118,0.0201,0.0918,0.0838,0.1825,0.1378,0.1205,0.0516,0.049,0.0189,0.0059,0.0242,0.0246,0.0175,0,0.002,0.0092,0.0059,0.013,0.0295,0.0236,0.0059,0.0236,0.0059,0,0.0177,0,0,0,0.0059,0.0177,0,0,0,0,0.0118,0.0201,0.0918,0.0838,0.1825,0.1378,0.1205,0.0516,0.049,0.0189,0.0059,0.0242,0.0246,0.0175,0,0.002,0.0092,0.0059,0.013,0.0295,0.0236,0.0059,0.0236,0.0059,0,0.0177,0,0,0,0.0059,0.0177
1987,7,"TWL.C",2,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,"TWL.C",2,0,0,-1,-1,1,11,3,0,0,0,0,0,0,0,0.0916,0.1832,0,0.2711,0.1813,0.2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916,0.1832,0,0.2711,0.1813,0.2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
