

 Females then males 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
2002,7,"TWL",3,0,97,2005,374,0,0,0,0,0,0,0,0,0,0,0.0019,0.0125,0.0223,0.0464,0.0617,0.0376,0.0561,0.046,0.0585,0.0435,0.0242,0.0332,0.0258,0.0115,0.0042,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0.0027,0.0037,0.012,0.033,0.0582,0.0673,0.0922,0.0989,0.0655,0.0519,0.0147,0.0078,0.0045,0.001,5e-04,0,0,0,0
2003,7,"TWL",3,0,61,589,142,0,0,0,0,0,0.0015,0,0,0,0,0,0.0079,0.0167,0.032,0.0453,0.0809,0.0804,0.0795,0.0509,0.0528,0.0387,0.0321,0.0212,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0156,0.0391,0.0495,0.0953,0.0757,0.0788,0.0498,0.0172,0.012,0.0078,0.0044,0.0016,0,0,0,0
2004,7,"TWL",3,0,85,701,182,0,0,0,0,0,0,0,0,0.0019,0.0019,0.0079,0.0118,0.0161,0.0277,0.0455,0.0487,0.0533,0.0744,0.0346,0.0603,0.0546,0.0316,0.0199,0.0076,0.0056,0.0019,0.0028,9e-04,0,0,0,0,0,0,0,0,0,9e-04,0.0055,0.0116,0.016,0.0432,0.0422,0.0698,0.0813,0.0834,0.055,0.0423,0.0198,0.008,0.012,0,0,0,0,0
2005,7,"TWL",3,0,86,817,199,0,0,0,0,0,0,0,0,9e-04,9e-04,0,0.0028,0.0113,0.0156,0.0256,0.0399,0.0556,0.0874,0.0754,0.0594,0.0619,0.0415,0.0297,0.0123,0.0037,0.0028,9e-04,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.0055,0.0087,0.0157,0.0376,0.0598,0.139,0.0892,0.0662,0.0268,0.0152,0.0031,0.0028,9e-04,0,0,0,0
2006,7,"TWL",3,0,87,845,204,0,0,0,0,0,0.0011,0.0036,0.0043,0.0032,0.0109,0.0189,0.0303,0.0259,0.0392,0.0402,0.0336,0.0339,0.0722,0.047,0.0462,0.0387,0.0177,0.0122,0.0056,0.0059,0,0,0,0,0,0,0,0,0.0023,0.0022,0.0011,0.0042,0.0096,0.0128,0.0256,0.0423,0.053,0.0351,0.0561,0.0681,0.0694,0.0707,0.0339,0.0084,0.0065,0.0053,0.0021,0.0011,0,0,0
2007,7,"TWL",3,0,91,495,159,0,0,0,0,9e-04,9e-04,0.0025,0.0017,0.0036,0.0063,0.006,0.0742,0.0588,0.1158,0.0627,0.0373,0.0227,0.0222,0.0219,0.027,0.0253,0.0192,0.0154,0.0111,0.0034,0,0,9e-04,0,0,0,9e-04,9e-04,0,9e-04,0.0012,0,0.0043,0.0068,0.0294,0.0621,0.0866,0.0535,0.0607,0.0462,0.0427,0.0398,0.0149,0.0035,0.0034,0.0019,9e-04,0,0,0,0
2008,7,"TWL",3,0,82,511,153,0,0,0,0,0,0,0.0016,0.0338,0.0647,0.0556,0.0319,0.0103,0.0108,0.0064,0.0099,0.0172,0.02,0.0286,0.0164,0.0442,0.0371,0.0599,0.0475,0.028,0.0078,0.0016,0,0,0,0,0,0,0,0,0.0025,0.0212,0.0665,0.0428,0.0349,0.0118,0.0159,0.0168,0.0202,0.0501,0.0415,0.0708,0.0283,0.0265,0.0097,0.0075,0,0,0,0,0,0
2009,7,"TWL",3,0,108,905,233,0,0,0,0,0,0,0,0,0,0.0056,0.0048,0.0201,0.0091,0.0107,0.0158,0.0173,0.0324,0.0352,0.048,0.0677,0.1038,0.0734,0.0522,0.0113,0.0048,0.0029,0,0,0,0,0,0,0,0,0,0,0.0019,0.0019,0.0076,0.0306,0.0209,0.0224,0.0275,0.0438,0.077,0.0969,0.0733,0.0565,0.0127,0.0069,0.0031,0.0022,0,0,0,0
2010,7,"TWL",3,0,48,685,143,0,0,0,0,0,0,0,0,0,0.001,0.0025,0.0133,0.0214,0.0132,0.0187,0.0259,0.0492,0.0602,0.0702,0.0592,0.0857,0.0479,0.0257,0.02,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0.0209,0.0165,0.0155,0.0314,0.0688,0.1001,0.0928,0.0814,0.0325,0.0084,0.0016,0.001,0,0,0,0,0
2011,7,"TWL",3,0,65,790,174,0,0,0,0,0,0,0,0,9e-04,0.0061,0.0134,0.0108,0.0281,0.0521,0.0799,0.0774,0.0604,0.0415,0.0471,0.0338,0.034,0.0293,0.0292,0.0078,0.0028,0,0,0,0,0,0,0,0,0,0,9e-04,0.0017,0.008,0.0071,0.0168,0.0309,0.0512,0.064,0.0771,0.0524,0.0596,0.0393,0.015,0.0086,0.0093,0.0017,0.0017,0,0,0,0
2012,7,"TWL",3,0,86,936,215,0,0,0,0,0,7e-04,0.001,0.0014,0.0045,0.0023,0.0075,0.023,0.0312,0.0361,0.0404,0.0599,0.0539,0.0345,0.0414,0.0269,0.0402,0.046,0.0253,0.0094,0.0027,7e-04,7e-04,0.0013,0,0,0,0,7e-04,0,0,0.0014,0.0019,0.0106,0.0118,0.0401,0.0487,0.0535,0.0678,0.0545,0.068,0.0598,0.0427,0.0274,0.0135,0.0035,0.0032,0,0,0,0,0
2013,7,"TWL",3,0,193,1724,431,0,0,0,0,0.006,0.0139,0.0103,0.0013,0.0044,0.0054,0.0145,0.0343,0.0503,0.0375,0.0419,0.0223,0.0299,0.0383,0.0398,0.0357,0.0362,0.038,0.0203,0.0082,0.0038,2e-04,0,0,0,0,0,0.0014,0.0069,0.0207,0.0125,5e-04,0.0085,0.0061,0.0117,0.029,0.063,0.0541,0.0363,0.0599,0.0562,0.0638,0.038,0.0261,0.006,0.0065,0,0,0,0,0,0
2014,7,"TWL",3,0,171,1539,383,0,0,0,0,4e-04,9e-04,0.0021,0.0034,0.003,0.0063,0.0072,0.0106,0.0263,0.0329,0.0263,0.0254,0.0558,0.0491,0.057,0.0604,0.0325,0.0554,0.0312,0.0178,6e-04,0,0,0,0,0,0,0,0,0,0.0013,0.004,0.0047,0.0042,0.0097,0.0159,0.0274,0.0414,0.0498,0.0635,0.0754,0.0911,0.0608,0.0348,0.0094,0.0019,0,0,0,0,0,0
2015,7,"TWL",3,0,181,2366,508,0,0,0,0,0,1e-04,5e-04,4e-04,0.0031,0.009,0.0063,0.0065,0.0089,0.0055,0.0262,0.0118,0.0257,0.0382,0.048,0.0775,0.0701,0.0522,0.0141,0.0037,6e-04,0,0,0,0,0,0,1e-04,0,3e-04,6e-04,0.001,0.0027,0.0086,0.011,0.0064,0.0112,0.0139,0.0437,0.1096,0.1676,0.0927,0.0944,0.0186,0.0067,0.0018,8e-04,3e-04,0,0,0,0
2016,7,"TWL",3,0,153,1620,377,0,0,0,0,6e-04,9e-04,7e-04,0.0023,0.0029,0.0031,0.0161,0.0195,0.0258,0.011,0.0153,0.017,0.0438,0.0682,0.0518,0.0691,0.0632,0.044,0.0108,0.0051,0.0031,0,2e-04,0,0,0,0,0,2e-04,6e-04,0.0014,0.0017,0.0033,0.0103,0.0158,0.0214,0.0234,0.0219,0.0481,0.079,0.1069,0.0963,0.0561,0.034,0.0025,0.0012,0,0.001,0,0,0,0
2017,7,"TWL",3,0,257,3745,774,0,0,0,0,2e-04,4e-04,0.001,0.0013,0.0021,0.0091,0.0078,0.0122,0.0162,0.0178,0.0198,0.0291,0.04,0.0635,0.0564,0.056,0.0529,0.0233,0.0128,0.0035,0.002,3e-04,0,0,0,0,0,0,1e-04,0.0029,6e-04,0.0018,0.008,0.0093,0.011,0.0185,0.0153,0.0295,0.0611,0.0754,0.1137,0.1,0.0839,0.0268,0.0119,0.0022,1e-04,0,0,1e-04,0,0
2018,7,"TWL",3,0,210,3116,640,0,0,0,0,0,1e-04,3e-04,0.0028,8e-04,0.0036,0.0135,0.0162,0.0138,0.0181,0.028,0.0207,0.0506,0.0532,0.0705,0.0602,0.0397,0.0242,0.014,0.0054,2e-04,0,0,0,0,0,0,0,0,0,1e-04,0.0014,0.0022,0.0088,0.0177,0.0233,0.026,0.0282,0.0481,0.0798,0.1192,0.0982,0.0712,0.0318,0.0072,0.0011,0,0,0,0,0,0
2019,7,"TWL",3,0,204,2532,553,0,0,0,0,0,0,0,0.0027,0.0029,0.0074,0.0127,0.0245,0.0201,0.0232,0.0234,0.0279,0.0351,0.0629,0.0474,0.0578,0.0415,0.0317,0.0174,0.0068,0.0013,0,0,0,0,0,0,0,0,0,0,9e-04,0.004,0.0052,0.022,0.0248,0.0424,0.0433,0.0578,0.0849,0.0897,0.0698,0.0575,0.0345,0.0135,0.0028,3e-04,0,0,0,0,0
2020,7,"TWL",3,0,102,1250,274,0,0,0,0,0,0,0,5e-04,0,0.0025,0.0047,0.0085,0.0251,0.0265,0.0129,0.0534,0.0391,0.0604,0.073,0.0656,0.0399,0.0331,0.0258,0.0089,4e-04,0,0,0,0,0,0,0,0,0,0,0.0014,0.0014,0.0012,0.0154,0.0095,0.03,0.0231,0.037,0.0865,0.0923,0.0924,0.0627,0.0399,0.023,0.004,1e-04,0,0,0,0,0
2021,7,"TWL",3,0,135,2140,430,0,0,0,0,0,0,1e-04,0,2e-04,0.0011,0.0068,0.0092,0.015,0.031,0.0356,0.0417,0.0431,0.0571,0.0698,0.0416,0.0456,0.0374,0.0156,0.0074,0.0025,0.0031,0,0,0,0,0,0,0,0,0,1e-04,4e-04,5e-04,0.0098,0.0241,0.0301,0.0616,0.0712,0.0727,0.1031,0.065,0.0528,0.0282,0.0125,0.0038,2e-04,0,0,0,0,0
2022,7,"TWL",3,0,28,452,90,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.0047,0.0047,0.0153,0.0407,0.0329,0.0489,0.0732,0.1273,0.1112,0.0228,0.0108,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0.0075,0.0036,0.0332,0.0713,0.0512,0.0866,0.1037,0.0704,0.073,0.0029,0.0023,1e-04,0,0,0,0,0


 Females only 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F.12","F.14","F.16","F.18","F.20","F.22","F.24","F.26","F.28","F.30","F.32","F.34","F.36","F.38","F.40","F.42","F.44","F.46","F.48","F.50","F.52","F.54","F.56","F.58","F.60","F.62","F.64","F.66"
1978,7,"NTWL",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1980,7,"NTWL",1,0,4,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1434,0,0.2868,0.3137,0.0539,0.0809,0.0135,0.0539,0.0539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1434,0,0.2868,0.3137,0.0539,0.0809,0.0135,0.0539,0.0539,0,0,0,0
1981,7,"NTWL",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,7,"NTWL",1,0,4,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1377,0.0454,0.3177,0.1815,0.0454,0.0908,0.1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1377,0.0454,0.3177,0.1815,0.0454,0.0908,0.1815,0,0,0,0,0,0,0
1983,7,"NTWL",1,0,2,4,3,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,7,"NTWL",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,7,"NTWL",1,0,8,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0779,0,0.2768,0.0541,0.133,0.1274,0.0779,0.0788,0.0779,0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779,0,0.2768,0.0541,0.133,0.1274,0.0779,0.0788,0.0779,0.0963,0,0,0,0,0,0
1986,7,"NTWL",1,0,6,9,7,0,0,0,0,0,0,0,0,0,0,0.2733,0,0,0.1367,0,0,0.2023,0.0657,0,0,0.1853,0,0.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2733,0,0,0.1367,0,0,0.2023,0.0657,0,0,0.1853,0,0.1367,0,0,0,0,0
1987,7,"NTWL",1,0,8,49,15,0,0,0,0,0,0,0,0,0,0,0.0239,0.0534,0.1335,0.1689,0.048,0.1896,0.1291,0.0874,0.0375,0.0758,0.0456,0,0,0,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0.0534,0.1335,0.1689,0.048,0.1896,0.1291,0.0874,0.0375,0.0758,0.0456,0,0,0,0.0073,0,0,0
1988,7,"NTWL",1,0,7,171,31,0,0,0,0,0,0,0,0,0,0,0,0.0189,0.0103,0.0049,0.0389,0.0521,0.0551,0.1022,0.1402,0.2099,0.1457,0.1075,0.0067,0.0499,0.0319,0.0259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189,0.0103,0.0049,0.0389,0.0521,0.0551,0.1022,0.1402,0.2099,0.1457,0.1075,0.0067,0.0499,0.0319,0.0259,0,0
1989,7,"NTWL",1,0,15,130,33,0,0,0,0,0,0,0,0,0,0,0.009,0.0523,0.2502,0.1148,0.1143,0.1276,0.0959,0.1325,0.0438,0.0138,0.0413,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.0523,0.2502,0.1148,0.1143,0.1276,0.0959,0.1325,0.0438,0.0138,0.0413,0,0.0043,0,0,0,0,0
1990,7,"NTWL",1,0,3,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224,0.0224,0,0.0199,0.0796,0.0597,0.1592,0.199,0.1791,0.1791,0.0597,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224,0.0224,0,0.0199,0.0796,0.0597,0.1592,0.199,0.1791,0.1791,0.0597,0.0199,0,0,0
1991,7,"NTWL",1,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5051,0,0.2526,0,0,0,0,0,0,0.2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5051,0,0.2526,0,0,0,0,0,0,0.2423,0,0,0,0,0
1992,7,"NTWL",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1993,7,"NTWL",1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,7,"NTWL",1,0,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053,0,0.1579,0.2105,0.2632,0.1053,0.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053,0,0.1579,0.2105,0.2632,0.1053,0.1579,0,0,0,0,0,0,0,0
1997,7,"NTWL",1,0,13,235,45,0,0,0,0,0,0,0,0,0.003,0,0.0095,0.02,0.0401,0.1134,0.1335,0.1576,0.1073,0.0782,0.1116,0.0667,0.0484,0.0505,0.0314,0.0224,0.0063,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.0095,0.02,0.0401,0.1134,0.1335,0.1576,0.1073,0.0782,0.1116,0.0667,0.0484,0.0505,0.0314,0.0224,0.0063,0,0,0
1998,7,"NTWL",1,0,10,111,25,0,0,0,0,0,0,0,0,0,0,0,0.0639,0.083,0.2186,0.1685,0.1645,0.1136,0.0354,0.0905,0.0095,0.012,0.0079,0.0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639,0.083,0.2186,0.1685,0.1645,0.1136,0.0354,0.0905,0.0095,0.012,0.0079,0.0328,0,0,0,0,0
1999,7,"NTWL",1,0,7,108,22,0,0,0,0,0,0,0,0.0021,0,0.0026,0.0162,0.0208,0.0162,0.0375,0.087,0.6465,0.052,0.03,0.0111,0.0112,0.0085,0.0151,0,0.0108,0,0.0108,0.0215,0,0,0,0,0,0,0,0,0.0021,0,0.0026,0.0162,0.0208,0.0162,0.0375,0.087,0.6465,0.052,0.03,0.0111,0.0112,0.0085,0.0151,0,0.0108,0,0.0108,0.0215,0
2000,7,"NTWL",1,0,27,115,43,0,0,0,0,0,0,0,0.0172,0.0258,0.1289,0.108,0.0601,0.1289,0.1477,0.1133,0.0881,0.0612,0.0516,0.0258,0.0178,0.0172,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0.0172,0.0258,0.1289,0.108,0.0601,0.1289,0.1477,0.1133,0.0881,0.0612,0.0516,0.0258,0.0178,0.0172,0,0,0,0.0086,0,0,0
2001,7,"NTWL",1,0,23,118,39,0,0,0,0,0,0,0,0.0078,0.0468,0.0566,0.0984,0.1121,0.1816,0.0812,0.138,0.086,0.051,0.0682,0.0194,0.0164,0.0279,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078,0.0468,0.0566,0.0984,0.1121,0.1816,0.0812,0.138,0.086,0.051,0.0682,0.0194,0.0164,0.0279,0.0084,0,0,0,0,0,0
2002,7,"NTWL",1,0,4,19,7,0,0,0,0,0,0,0,0,0.0526,0.1579,0.0526,0.0526,0.0526,0.2105,0,0.0526,0.0526,0,0.1053,0.1053,0,0,0.0526,0.0526,0,0,0,0,0,0,0,0,0,0,0,0,0.0526,0.1579,0.0526,0.0526,0.0526,0.2105,0,0.0526,0.0526,0,0.1053,0.1053,0,0,0.0526,0.0526,0,0,0,0
2003,7,"NTWL",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,"NTWL",1,0,3,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716,0.1433,0.0716,0,0.1429,0.2142,0,0.0713,0.0713,0.1426,0.0713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716,0.1433,0.0716,0,0.1429,0.2142,0,0.0713,0.0713,0.1426,0.0713,0,0
2006,7,"NTWL",1,0,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1364,0.4091,0.2273,0.0455,0.1364,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1364,0.4091,0.2273,0.0455,0.1364,0.0455,0,0,0,0
2007,7,"NTWL",1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,0,0,0,0
2010,7,"NTWL",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,7,"NTWL",1,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.5,0,0.1667,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.5,0,0.1667,0,0.1667,0,0,0,0
2017,7,"NTWL",1,0,117,331,163,0,0,0,0,0,0,0,0,0.0185,0.0811,0.1419,0.1266,0.1632,0.108,0.0507,0.0307,0.0472,0.0542,0.0651,0.0278,0.0169,0.0267,0.0163,0.02,0,0.0051,0,0,0,0,0,0,0,0,0,0,0.0185,0.0811,0.1419,0.1266,0.1632,0.108,0.0507,0.0307,0.0472,0.0542,0.0651,0.0278,0.0169,0.0267,0.0163,0.02,0,0.0051,0,0
2018,7,"NTWL",1,0,103,303,145,0,0,0,0,0,0,0,0.0034,0.0061,0.0329,0.0658,0.1174,0.1543,0.1248,0.1121,0.0408,0.0348,0.0539,0.0817,0.0194,0.0441,0.0372,0.066,0.0054,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0061,0.0329,0.0658,0.1174,0.1543,0.1248,0.1121,0.0408,0.0348,0.0539,0.0817,0.0194,0.0441,0.0372,0.066,0.0054,0,0,0,0
2019,7,"NTWL",1,0,154,546,229,0,0,0,0,0,0,0,0.0015,0.0112,0.0281,0.0823,0.162,0.1672,0.1208,0.0892,0.063,0.0343,0.0457,0.0318,0.0313,0.0594,0.0409,0.0269,0.0029,0.0016,0,0,0,0,0,0,0,0,0,0,0.0015,0.0112,0.0281,0.0823,0.162,0.1672,0.1208,0.0892,0.063,0.0343,0.0457,0.0318,0.0313,0.0594,0.0409,0.0269,0.0029,0.0016,0,0,0
2020,7,"NTWL",1,0,82,389,136,0,0,0,0,0,0,0.0037,0,0.01,0.033,0.0422,0.061,0.0537,0.0742,0.0555,0.0657,0.082,0.0707,0.1192,0.1733,0.0681,0.05,0.0337,7e-04,0,0.0032,0,0,0,0,0,0,0,0,0.0037,0,0.01,0.033,0.0422,0.061,0.0537,0.0742,0.0555,0.0657,0.082,0.0707,0.1192,0.1733,0.0681,0.05,0.0337,7e-04,0,0.0032,0,0
2021,7,"NTWL",1,0,115,552,191,0,0,0,0,0,0,0.0033,0.0021,0.0057,0.0156,0.0223,0.0539,0.1018,0.1496,0.099,0.0761,0.0951,0.1242,0.1024,0.0719,0.0419,0.0271,0.0058,0.0018,0,0,0,6e-04,0,0,0,0,0,0,0.0033,0.0021,0.0057,0.0156,0.0223,0.0539,0.1018,0.1496,0.099,0.0761,0.0951,0.1242,0.1024,0.0719,0.0419,0.0271,0.0058,0.0018,0,0,0,6e-04
2022,7,"NTWL",1,0,46,121,63,0,0,0,0,0,0,0,0.0121,0.0056,0.038,0.1097,0.0829,0.0668,0.0917,0.0471,0.0636,0.0369,0.1018,0.0463,0.0639,0.0919,0.0623,0.0395,0.04,0,0,0,0,0,0,0,0,0,0,0,0.0121,0.0056,0.038,0.1097,0.0829,0.0668,0.0917,0.0471,0.0636,0.0369,0.1018,0.0463,0.0639,0.0919,0.0623,0.0395,0.04,0,0,0,0
1968,7,"TWL",1,0,1,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204,0.0816,0.0612,0.1633,0.2857,0.2245,0.102,0.0612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204,0.0816,0.0612,0.1633,0.2857,0.2245,0.102,0.0612,0,0,0,0,0
1971,7,"TWL",1,0,2,112,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0334,0.108,0.1902,0.1517,0.2262,0.1362,0.0874,0.0437,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0334,0.108,0.1902,0.1517,0.2262,0.1362,0.0874,0.0437,0.0051,0,0,0,0
1972,7,"TWL",1,0,1,103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0.0583,0.0485,0.2039,0.2039,0.2427,0.0971,0.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0.0583,0.0485,0.2039,0.2039,0.2427,0.0971,0.1262,0,0,0,0,0
1973,7,"TWL",1,0,2,113,14,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0063,0.0031,0.0112,0.0415,0.1253,0.2387,0.1461,0.2283,0.1046,0.083,0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0063,0.0031,0.0112,0.0415,0.1253,0.2387,0.1461,0.2283,0.1046,0.083,0.0104,0,0,0,0
1974,7,"TWL",1,0,4,158,26,0,0,0,0,0,0,0,0,0.009,0,0.009,0,0.0191,0,0.025,0.018,0.0013,0.041,0.1081,0.2483,0.2266,0.1616,0.0464,0.0764,0.0101,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0.009,0,0.0191,0,0.025,0.018,0.0013,0.041,0.1081,0.2483,0.2266,0.1616,0.0464,0.0764,0.0101,0,0,0
1975,7,"TWL",1,0,3,341,21,0,0,0,0,0.0017,0,0,0.0033,0.0172,0.0199,0.036,0.0376,0.1462,0.1737,0.2465,0.2132,0.0699,0.0182,0.0055,0,0.0039,0.0033,0.0039,0,0,0,0,0,0,0,0,0,0.0017,0,0,0.0033,0.0172,0.0199,0.036,0.0376,0.1462,0.1737,0.2465,0.2132,0.0699,0.0182,0.0055,0,0.0039,0.0033,0.0039,0,0,0,0,0
1976,7,"TWL",1,0,5,265,35,0,0,0,0,0,0,0,0,0,1e-04,0,2e-04,0,0.0015,0.0057,0.0224,0.0545,0.0493,0.109,0.1352,0.2389,0.2008,0.1095,0.0526,0.0084,0.0119,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,2e-04,0,0.0015,0.0057,0.0224,0.0545,0.0493,0.109,0.1352,0.2389,0.2008,0.1095,0.0526,0.0084,0.0119,0,0
1977,7,"TWL",1,0,20,466,84,0,0,0,0,0,0,0,0,0.0011,0,8e-04,0.001,0.0029,0.0025,0.0487,0.0288,0.042,0.0802,0.1192,0.1594,0.1422,0.2123,0.0881,0.0558,0.0087,0.0062,0,0,0,0,0,0,0,0,0,0,0.0011,0,8e-04,0.001,0.0029,0.0025,0.0487,0.0288,0.042,0.0802,0.1192,0.1594,0.1422,0.2123,0.0881,0.0558,0.0087,0.0062,0,0
1978,7,"TWL",1,0,65,724,165,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0.0073,0.0065,0.0184,0.0152,0.0191,0.0539,0.0951,0.1128,0.1513,0.1816,0.1051,0.1387,0.05,0.0377,0.0056,0.0014,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0.0073,0.0065,0.0184,0.0152,0.0191,0.0539,0.0951,0.1128,0.1513,0.1816,0.1051,0.1387,0.05,0.0377,0.0056,0.0014,0
1979,7,"TWL",1,0,40,554,116,0,0,0,0,0,0,0,0,0,0,0.0045,0.0056,0.0144,0.029,0.0351,0.0441,0.098,0.1222,0.1486,0.1197,0.1318,0.0995,0.0804,0.0534,0.0088,7e-04,0,0.0041,0,0,0,0,0,0,0,0,0,0,0.0045,0.0056,0.0144,0.029,0.0351,0.0441,0.098,0.1222,0.1486,0.1197,0.1318,0.0995,0.0804,0.0534,0.0088,7e-04,0,0.0041
