

 Females then males 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
2012,7,"TWL.O",3,0,59,494,127,0,0,0,0,0,0.0014,0.002,0.0028,0.0042,0,0.0126,0.0115,0.0277,0.0278,0.0432,0.0621,0.0577,0.0522,0.0455,0.0264,0.0418,0.0309,0.0191,0.0118,0,0,0,0,0,0,0,0,0.0014,0,0,0.0028,0.0014,0.0014,0.0124,0.0303,0.0403,0.0347,0.0981,0.0814,0.0646,0.0651,0.0425,0.0238,0.0116,0.0014,0.0063,0,0,0,0,0
2013,7,"TWL.O",3,0,158,1173,320,0,0,0,0,0.01,0.0234,0.0169,0.0022,0.0074,0.0091,0.0105,0.0167,0.0153,0.0204,0.0172,0.0188,0.0312,0.0501,0.0513,0.0454,0.0456,0.0529,0.0284,0.0108,0.0056,4e-04,0,0,0,0,0,0.0023,0.0116,0.0348,0.0209,8e-04,0.0135,0.0099,0.0146,0.0232,0.0275,0.0347,0.0412,0.0667,0.0598,0.0627,0.0431,0.0285,0.0067,0.0075,0,0,0,0,0,0
2014,7,"TWL.O",3,0,146,1322,328,0,0,0,0,5e-04,0.001,0.0024,0.0039,0.0024,0.0053,0.0062,0.0092,0.0256,0.0319,0.0255,0.0262,0.061,0.0434,0.061,0.0565,0.035,0.063,0.0353,0.0154,7e-04,0,0,0,0,0,0,0,0,0,0.0015,0.0046,0.0054,0.0038,0.0092,0.0172,0.029,0.0454,0.0511,0.0592,0.0793,0.0846,0.0551,0.032,0.0089,0.0022,0,0,0,0,0,0
2015,7,"TWL.O",3,0,145,1909,408,0,0,0,0,0,1e-04,3e-04,3e-04,0.002,0.0058,0.004,0.0041,0.0055,0.0031,0.03,0.0063,0.012,0.0349,0.0394,0.087,0.0835,0.0597,0.0081,0.0017,3e-04,0,0,0,0,0,0,1e-04,0,2e-04,4e-04,6e-04,0.0017,0.0055,0.0071,0.0039,0.0065,0.0078,0.0386,0.1204,0.1971,0.0961,0.112,0.0091,0.003,0.0012,4e-04,2e-04,0,0,0,0
2016,7,"TWL.O",3,0,116,1289,294,0,0,0,0,7e-04,0.0011,8e-04,0.0027,0.0035,0.0024,0.0189,0.0233,0.0136,0.009,0.0131,0.0153,0.0462,0.0702,0.0491,0.0659,0.0671,0.0486,0.0111,0.0049,0.0037,0,0,0,0,0,0,0,2e-04,7e-04,0.0016,0.0021,0.0037,0.0121,0.0186,0.0227,0.0249,0.0206,0.0461,0.0766,0.1091,0.0931,0.0568,0.0373,0.0013,0.0012,0,0,0,0,0,0
2017,7,"TWL.O",3,0,184,2533,534,0,0,0,0,3e-04,5e-04,0.0015,0.0014,2e-04,0.0029,0.0043,0.006,0.0211,0.0209,0.0244,0.0305,0.0424,0.0709,0.0312,0.0482,0.0401,0.029,0.0125,0.0034,0.0024,2e-04,0,0,0,0,0,0,1e-04,5e-04,9e-04,0.0023,0.0025,0.0042,0.0071,0.0117,0.0215,0.0283,0.071,0.0768,0.1519,0.0909,0.0942,0.027,0.0142,4e-04,1e-04,0,0,0,0,0
2018,7,"TWL.O",3,0,161,1916,425,0,0,0,0,0,1e-04,4e-04,3e-04,5e-04,0.0011,0.0101,0.0191,0.0175,0.0162,0.029,0.0233,0.0395,0.0411,0.0466,0.0552,0.0273,0.0234,0.0201,0.0055,1e-04,0,0,0,0,0,0,0,0,0,1e-04,0.0018,0.0026,0.0077,0.0198,0.019,0.0168,0.037,0.0398,0.0898,0.1282,0.1032,0.0991,0.0512,0.0065,9e-04,1e-04,0,0,0,0,0
2019,7,"TWL.O",3,0,153,1534,365,0,0,0,0,0,0,0,0.004,0.0042,0.0126,0.0224,0.0394,0.0249,0.0158,0.0222,0.0248,0.0215,0.0483,0.0283,0.0579,0.0569,0.0489,0.0194,0.0081,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.0067,0.0355,0.0367,0.0575,0.0359,0.0297,0.0378,0.064,0.0734,0.0756,0.0436,0.0353,0.0014,5e-04,0,0,0,0,0
2020,7,"TWL.O",3,0,79,848,196,0,0,0,0,0,0,0,3e-04,0,0.0014,0.0028,0.0049,0.0143,0.0286,0.0143,0.0569,0.0316,0.0648,0.0734,0.0851,0.0318,0.027,0.0256,0.0046,0,0,0,0,0,0,0,0,0,0,0,9e-04,9e-04,7e-04,0.0093,0.0057,0.0165,0.0172,0.0225,0.0632,0.0699,0.1045,0.0975,0.0772,0.0373,0.0094,0,0,0,0,0,0
2021,7,"TWL.O",3,0,94,1210,261,0,0,0,0,0,0,0,0,1e-04,0,0.0036,0.0087,0.0107,0.0236,0.0345,0.0291,0.0425,0.0388,0.0696,0.0526,0.0441,0.0505,0.0301,0.0114,0.0026,0.004,0,0,0,0,0,0,0,0,0,0,2e-04,4e-04,0.0092,0.0228,0.0277,0.0583,0.0715,0.0628,0.0887,0.0625,0.07,0.0435,0.0212,0.0043,2e-04,0,0,0,0,0
2022,7,"TWL.O",3,0,102,1365,290,0,0,0,0,0,0,0,0,1e-04,3e-04,9e-04,0.0013,0.0048,0.0147,0.0178,0.0481,0.0321,0.0516,0.042,0.0702,0.1018,0.0413,0.0102,0.0025,0.0026,0,0,0,0,0,0,0,0,0,0,4e-04,0,0.0012,5e-04,0.0071,0.0122,0.0258,0.0495,0.0749,0.1095,0.1172,0.0822,0.0449,0.0283,0.0036,0,0,0,0,0,0
1968,7,"TWL.W",3,0,1,162,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0247,0.0185,0.0494,0.0864,0.0679,0.0309,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0,0.0247,0.0432,0.1049,0.0926,0.142,0.1481,0.0926,0.037,0.0062,0,0,0,0,0
1971,7,"TWL.W",3,0,2,345,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052,0.0096,0.031,0.0546,0.0435,0.0649,0.0391,0.0251,0.0125,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0.0118,0.0214,0.076,0.1092,0.1594,0.1587,0.1269,0.0362,0.0066,0.0052,0,0,0,0
1972,7,"TWL.W",3,0,1,264,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0.0227,0.0189,0.0795,0.0795,0.0947,0.0379,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.0076,0.0341,0.0985,0.1705,0.1023,0.125,0.053,0.0152,0,0,0,0,0
1973,7,"TWL.W",3,0,1,230,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.0174,0.0522,0.1,0.0609,0.0957,0.0435,0.0348,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0.0087,0.0174,0.0739,0.1391,0.1739,0.1,0.0565,0.0087,0.0043,0,0,0,0,0
1975,7,"TWL.W",3,0,3,661,21,0,0,0,0,9e-04,0,0,0.0017,0.0088,0.0102,0.0185,0.0194,0.0752,0.0894,0.1268,0.1097,0.036,0.0094,0.0028,0,0.002,0.0017,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0102,0.0071,0.0247,0.04,0.1002,0.1091,0.1139,0.0557,0.0116,0.0068,0.0014,0.0029,0,0,0,0,0,0,0,0
1976,7,"TWL.W",3,0,3,716,21,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,1e-04,0.0015,0.0059,0.0159,0.0136,0.0313,0.0393,0.0683,0.0572,0.0314,0.0151,0.0022,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,2e-04,0.0059,0.0198,0.0289,0.0608,0.1644,0.2261,0.1675,0.033,0.0078,0,0,0,0,0
1977,7,"TWL.W",3,0,2,481,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0.0074,0.0246,0.0229,0.0282,0.0557,0.0671,0.039,0.0167,0.0029,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0.0143,0.016,0.0259,0.0671,0.1444,0.2557,0.1406,0.0571,0.0029,0.0029,0,0,0,0
1978,7,"TWL.W",3,0,4,721,28,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,4e-04,6e-04,0.0017,0.015,0.0348,0.0494,0.0426,0.0392,0.0613,0.0488,0.0261,0.0122,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,8e-04,0.0089,0.0126,0.0523,0.1114,0.1192,0.1785,0.137,0.0316,0.008,0,0,0.0012,0,0
1979,7,"TWL.W",3,0,8,799,56,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,0.0093,0.009,0.018,0.0455,0.0418,0.0664,0.0276,0.0302,0.0193,0.0166,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,3e-04,0.0173,0.0303,0.1207,0.1056,0.1234,0.1532,0.0997,0.0442,0.002,0,0,0,0,0
1980,7,"TWL.W",3,0,18,1654,127,0,0,0,0,0,0,0.0019,0,0.0019,3e-04,0.0061,0.0042,0.0051,0.0086,0.0197,0.03,0.0353,0.0343,0.0587,0.0669,0.067,0.0345,0.0158,0.0137,0.0022,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0061,0.0167,0.0281,0.0341,0.0397,0.0596,0.0654,0.0901,0.112,0.0911,0.034,0.0098,0.0034,0,0,0,0
1981,7,"TWL.W",3,0,18,1765,127,0,0,0,0,0,0,0,0,0,4e-04,9e-04,0.001,0.0033,0.0061,0.0085,0.0197,0.0216,0.0309,0.0346,0.0721,0.0896,0.0471,0.0236,0.0167,0.0059,0.0021,0,0,0,0,0,0,0,0,0,0,0,4e-04,5e-04,0.0015,0.0023,0.0136,0.022,0.0303,0.0394,0.0635,0.1156,0.1524,0.102,0.0521,0.0141,0.006,0,0,0,0
1982,7,"TWL.W",3,0,13,1300,92,0,0,0,0,0,0,0,0,0,9e-04,0,0.012,0.0016,0.0074,0.0204,0.0581,0.0319,0.034,0.0493,0.0448,0.0736,0.0414,0.0235,0.005,0.0016,6e-04,2e-04,0,0,0,0,0,0,0,0,0,2e-04,0,0.0011,0.0038,0.0015,0.0162,0.0437,0.0711,0.0723,0.0872,0.107,0.0826,0.067,0.0207,0.0153,0.0041,0,0,0,0
1983,7,"TWL.W",3,0,17,1650,120,0,0,0,0,0,0,0,0,0,6e-04,0.0023,0.0034,0.005,0.014,0.0235,0.039,0.05,0.0477,0.0453,0.042,0.0636,0.058,0.0156,0.0101,0.0062,9e-04,0,0,0,0,0,0,0,0,0,0,3e-04,0.0012,0.0037,0.0146,0.0185,0.0285,0.0302,0.0601,0.0551,0.0937,0.0809,0.097,0.064,0.0178,0.0054,0.002,0,0,0,0
1984,7,"TWL.W",3,0,17,1550,120,0,0,0,0,0,0,0,0,0,9e-04,0.0028,0.0046,0.0038,0.0042,0.0059,0.0097,0.0333,0.0452,0.043,0.0347,0.0812,0.0428,0.0374,0.018,0.0043,7e-04,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0029,0.0037,0.0075,0.0092,0.012,0.0337,0.0543,0.0716,0.1181,0.1326,0.1243,0.0487,0.0069,0,0,0,0,0
1985,7,"TWL.W",3,0,18,1750,127,0,0,0,0,0,0,0,0,0,1e-04,3e-04,0.0023,0.0052,0.0122,0.0116,0.0132,0.0325,0.0443,0.0449,0.0806,0.0678,0.0618,0.0361,0.0149,0.0038,0,0,0,0,0,0,0,0,0,0,0,1e-04,4e-04,2e-04,0.003,0.0072,0.0126,0.0163,0.0224,0.0503,0.1161,0.1164,0.1375,0.0579,0.0195,0.0072,0.0015,0,0,0,0
1986,7,"TWL.W",3,0,17,1649,120,0,0,0,0,0,0,0,0,0,1e-04,0.0012,2e-04,0.0076,0.0073,0.0167,0.0358,0.0446,0.0509,0.0637,0.056,0.0671,0.0386,0.0189,0.0119,0.003,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0067,0.0096,0.0345,0.0612,0.0971,0.0949,0.1137,0.0741,0.0415,0.0275,0.0115,0.0018,7e-04,0,0,0
1987,7,"TWL.W",3,0,25,1300,176,0,0,0,0,0,0,0,0,0,0,3e-04,5e-04,9e-04,0.0017,0.0161,0.026,0.0536,0.043,0.0777,0.0745,0.0684,0.0627,0.0373,0.0137,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04,0.001,0.0014,0.0065,0.0134,0.0602,0.0882,0.081,0.101,0.0701,0.0643,0.0156,0.0087,9e-04,1e-04,0,0,0
1988,7,"TWL.W",3,0,19,950,134,0,0,0,0,0,0,0,0,2e-04,8e-04,0.0015,0.001,0.0054,0.0026,0.0069,0.0195,0.0262,0.0678,0.0567,0.0607,0.0565,0.0741,0.0435,0.0237,0.012,0.0027,9e-04,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.0029,0.0058,0.0044,0.0135,0.0309,0.0682,0.0846,0.0897,0.1005,0.0784,0.0427,0.0067,0.0082,0,0,0,0
1989,7,"TWL.W",3,0,18,900,127,0,0,0,0,0,0,0,0,0,0.002,0.0034,0.0045,0.0092,0.0104,0.0195,0.033,0.0411,0.0694,0.0596,0.0535,0.0379,0.0315,0.023,0.0124,9e-04,3e-04,0,0,0,0,0,0,0,0,0,0,9e-04,0.0054,6e-04,0.0057,0.0113,0.014,0.0403,0.0633,0.0796,0.0869,0.1054,0.0963,0.0546,0.0163,0.0074,0,2e-04,0,0,0
1990,7,"TWL.W",3,0,17,850,120,0,0,0,0,0,0,0,0,0,3e-04,2e-04,9e-04,0.0039,0.0069,0.023,0.0197,0.048,0.0607,0.0707,0.0615,0.0482,0.0438,0.0255,0.0084,0.0024,0,0,0,0,0,0,0,0,0,0,0,0.0014,5e-04,8e-04,0.0045,0.0101,0.0181,0.038,0.051,0.0936,0.1054,0.1095,0.0782,0.0348,0.0227,0.0073,0,0,0,0,0
1991,7,"TWL.W",3,0,22,1100,155,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.006,0.0089,0.0257,0.0486,0.065,0.054,0.0586,0.0577,0.0358,0.0318,0.0103,2e-04,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,2e-04,0.0023,0.0133,0.036,0.0399,0.0952,0.1133,0.1241,0.0953,0.0521,0.0151,0.0059,0.0012,0,0,1e-04,0
1992,7,"TWL.W",3,0,20,999,141,0,0,0,0,0,0,0,4e-04,0,0.0013,0.0033,0.0069,0.011,0.0157,0.0268,0.0283,0.0317,0.0433,0.0517,0.046,0.057,0.0614,0.0343,0.021,0.0011,0.0025,0,0,0,0,0,0,0,0,0,0,3e-04,3e-04,0.0022,0.0045,0.0117,0.0227,0.0444,0.0494,0.0614,0.0978,0.1125,0.0701,0.0619,0.017,1e-04,0,0,0,0,0
1993,7,"TWL.W",3,0,17,854,120,0,0,0,0,0,0,0,1e-04,0,0,0.0075,0.0022,0.0167,0.0451,0.0564,0.0747,0.0725,0.0731,0.0491,0.0508,0.0234,0.0209,0.0102,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0.0044,0.0124,0.036,0.0454,0.0816,0.0817,0.0803,0.0791,0.0419,0.0198,0.0095,0.0047,0,0,0,0,0,0
1994,7,"TWL.W",3,0,15,750,106,0,0,0,0,0,0,0,0,0.0011,0.0011,0.0052,0.0075,0.0216,0.0151,0.0434,0.0609,0.0498,0.0735,0.0341,0.0558,0.031,0.0253,0.0208,0.0039,0.0026,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.0016,0.0126,0.0091,0.0196,0.0334,0.0478,0.1024,0.0725,0.0902,0.0585,0.0611,0.027,0.0111,2e-04,0,0,0,0,0
1995,7,"TWL.W",3,0,22,1100,155,0,0,0,0,0,0,0,0,0.0015,0.0024,0.0047,0.0171,0.0203,0.0287,0.0556,0.0562,0.0603,0.0922,0.0675,0.0384,0.0215,0.0133,0.0021,0.0045,3e-04,0,2e-04,0,0,0,0,0,0,0,8e-04,8e-04,0.0012,0.005,0.0067,0.0184,0.0364,0.0482,0.0707,0.1034,0.0831,0.0512,0.0476,0.0238,0.0085,0.0037,0,0.0035,0,0,0,0
1996,7,"TWL.W",3,0,15,750,106,0,0,0,0,0,0,0,0.0017,0.0036,0.0026,0.0069,0.0104,0.0151,0.0215,0.0229,0.0368,0.0379,0.0472,0.0571,0.0861,0.057,0.0315,0.0061,0.0027,5e-04,0,0,0,0,0,0,0,0,0,3e-04,0.0025,0.0014,0.003,0.0048,0.0184,0.0208,0.0301,0.0365,0.0766,0.1021,0.0766,0.0663,0.0747,0.0251,0.012,0,0,0.0012,0,0,0
1997,7,"TWL.W",3,0,17,847,120,0,0,0,0,0,0,0,0,0,1e-04,0.0032,0.0064,0.0119,0.0125,0.0208,0.0414,0.0826,0.0519,0.0594,0.0704,0.0524,0.0224,0.0186,0.007,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.0035,0.0246,0.0127,0.0229,0.0685,0.0704,0.1034,0.0671,0.0811,0.0564,0.0158,0.0046,0.0011,0,0,0,0,0
1998,7,"TWL.W",3,0,25,845,142,0,0,0,0,0,0,0,0,0,5e-04,8e-04,0.0058,0.0129,0.0243,0.0502,0.0616,0.0673,0.0675,0.0555,0.0548,0.0333,0.0375,0.0112,0.0037,0,0.003,0,0,0,0,0,0,0,0,0,0,0.0013,0.0029,0.0062,0.0083,0.0286,0.0448,0.0664,0.0664,0.0757,0.1117,0.0474,0.0253,0.018,0.0064,7e-04,0,0,0,0,0
1999,7,"TWL.W",3,0,18,743,121,0,0,0,0,0,0,0,7e-04,0.0018,3e-04,0.0048,0.0085,0.0127,0.0086,0.0184,0.0261,0.0605,0.0563,0.0309,0.0738,0.05,0.0526,0.0293,0.0035,0,0,0,3e-04,0,0,0,0,0,0,2e-04,0,0,0.0186,0.0081,0.0165,0.0135,0.0289,0.0535,0.0432,0.0729,0.1128,0.0929,0.0762,0.0157,0.0036,0.0017,0.0025,0,0,0,0
2000,7,"TWL.W",3,0,7,229,39,0,0,0,0,0,0,0,0,0,0.1083,0.0104,0.0105,0.0204,0.0295,0.0369,0.0192,0.051,0.0418,0.0499,0.0355,0.0104,0.0182,0.0023,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0.1197,0.0114,0.0204,0.0588,0.0367,0.0549,0.0698,0.096,0.0434,0.0195,0.0047,0.0022,0.0023,0,0,0,0,0
2001,7,"TWL.W",3,0,10,306,52,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0074,0.0076,0.0121,0.023,0.0416,0.0666,0.0567,0.0697,0.0416,0.0376,0.0314,0.0054,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0.0064,0.0149,0.0033,0.0267,0.0483,0.15,0.1172,0.0998,0.0902,0.0133,0.0176,0,0.0061,0,0,0,0
2002,7,"TWL.W",3,0,28,598,111,0,0,0,0,0,0,0,0,0,0,0,0.0134,0.0079,0.0195,0.0411,0.0239,0.032,0.0379,0.0751,0.0556,0.0408,0.0621,0.0553,0.0148,0.0025,8e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0,9e-04,0.0076,0.0145,0.0448,0.0575,0.0749,0.092,0.0798,0.1114,0.0093,0.0192,8e-04,0.0018,0.0018,0,0,0,0
2003,7,"TWL.W",3,0,21,271,58,0,0,0,0,0,0,0,0,0,0,0,0.0149,0.0251,0.0328,0.0329,0.0694,0.0589,0.0662,0.0448,0.0529,0.0457,0.0382,0.0261,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068,0.0219,0.0446,0.105,0.0607,0.0897,0.0694,0.0292,0.028,0.0149,0.0102,0.0038,0,0,0,0
2004,7,"TWL.W",3,0,30,333,76,0,0,0,0,0,0,0,0,0.0059,0,0.0029,0.0147,0.0147,0.0234,0.0479,0.0152,0.0422,0.0601,0.0392,0.0679,0.0533,0.0412,0.038,0.0178,0.0176,0.0059,0.0088,0.0029,0,0,0,0,0,0,0,0,0,0,0.0088,0.0088,0.0148,0.0176,0.0271,0.0659,0.1026,0.0861,0.0775,0.037,0.0189,0.0154,0,0,0,0,0,0
2005,7,"TWL.W",3,0,31,413,88,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0.0233,0.0255,0.0496,0.0785,0.0963,0.0752,0.0655,0.0392,0.0447,0.0416,0.0139,0.0075,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0.0085,0.0141,0.0438,0.0574,0.1084,0.0707,0.0545,0.0196,0.0224,0.0064,0.0025,0.0019,0,0,0,0
2006,7,"TWL.W",3,0,26,455,89,0,0,0,0,0,0.002,0.0043,0.0042,0.004,0.0147,0.0307,0.0389,0.0432,0.0458,0.0463,0.0346,0.0249,0.0938,0.0407,0.0287,0.0286,0.0141,0.0144,0.002,0.008,0,0,0,0,0,0,0,0,0.0043,0.0022,0.0022,0.008,0.0163,0.0224,0.0448,0.0619,0.0672,0.0332,0.0294,0.0439,0.038,0.0509,0.0307,0.0067,0.004,0.006,0.002,0.002,0,0,0
2007,7,"TWL.W",3,0,44,353,93,0,0,0,0,0.001,0.001,0.003,0.002,0.0033,0.0044,0.004,0.086,0.0687,0.1363,0.0703,0.0359,0.0207,0.021,0.0199,0.0219,0.0207,0.0156,0.0101,0.003,0.001,0,0,0.001,0,0,0,0.001,0.001,0,0.001,0.0015,0,0.001,0.001,0.0329,0.0716,0.1006,0.0582,0.0265,0.0508,0.0434,0.0368,0.0136,0.002,0.003,0.0022,0.001,0,0,0,0
2008,7,"TWL.W",3,0,18,302,60,0,0,0,0,0,0,0,0.0539,0.1004,0.0725,0.0348,0.0093,0.0105,0.0079,0.0093,0.0105,0.0249,0.0285,0.013,0.0388,0.0361,0.0441,0.0441,0.018,0.0078,0.0026,0,0,0,0,0,0,0,0,0.0042,0.0353,0.0983,0.0483,0.0352,0.0115,0.0157,0.0121,0.0156,0.0208,0.0352,0.0416,0.0233,0.0257,0.0026,0.0077,0,0,0,0,0,0
2009,7,"TWL.W",3,0,23,401,78,0,0,0,0,0,0,0,0,0,0,0.0047,0.014,0.0046,0.0072,0.0074,0.0168,0.0254,0.0265,0.049,0.0919,0.1285,0.0896,0.0861,0.0046,0.0056,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0.0212,0.0094,0.0121,0.0224,0.0314,0.0895,0.1044,0.0709,0.0444,0.0047,0.0059,0.003,0.0051,0,0,0,0
2010,7,"TWL.W",3,0,13,312,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0054,0.0383,0.0766,0.0738,0.0749,0.0652,0.0965,0.0565,0.033,0.0301,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.0054,0.0381,0.0848,0.0905,0.1035,0.0733,0.0163,0.0085,0.0032,0.002,0,0,0,0,0
2011,7,"TWL.W",3,0,20,372,71,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.0117,0.0085,0.0331,0.0733,0.0409,0.066,0.0646,0.0566,0.06,0.067,0.0559,0.0155,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.0031,0.0251,0.068,0.0342,0.0657,0.0873,0.0747,0.0367,0.0202,0.0112,0.0044,0.0044,0,0,0,0
2012,7,"TWL.W",3,0,26,441,87,0,0,0,0,0,0,0,0,0.0047,0.0047,0.0024,0.0347,0.0347,0.0446,0.0376,0.0579,0.0501,0.0153,0.0373,0.0273,0.0386,0.0614,0.0315,0.007,0.0054,0.0014,0.0014,0.0026,0,0,0,0,0,0,0,0,0.0024,0.0201,0.0112,0.0501,0.0573,0.0726,0.0372,0.0273,0.0716,0.0545,0.0429,0.0311,0.0155,0.0057,0,0,0,0,0,0
2013,7,"TWL.W",3,0,23,386,76,0,0,0,0,0,0,0.0012,0,0,0,0.0263,0.0592,0.13,0.0525,0.0724,0.0209,0.034,0.0137,0.0203,0.0213,0.027,0.0251,0.0135,0.007,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0118,0.0273,0.0905,0.0874,0.0269,0.047,0.0468,0.0597,0.0364,0.0236,0.0069,0.0082,0,0,0,0,0,0
2014,7,"TWL.W",3,0,11,127,29,0,0,0,0,0,0,0,0,0.0159,0.0238,0.0318,0.0318,0.0789,0.0628,0.0661,0.023,0.0178,0.0866,0.0403,0.0301,0.0224,0,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159,0.0238,0.0079,0.0159,0.0079,0.0467,0.0325,0.0518,0.0973,0.0858,0.0464,0.0293,0,0,0,0,0,0,0
2015,7,"TWL.W",3,0,23,288,63,0,0,0,0,0,0,0,0,0,0,0.0039,0.002,0,0,0.0056,0.0242,0.0362,0.0491,0.0807,0.0744,0.0486,0.0225,0.0303,0.0122,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.0079,0.004,0.0037,0.0561,0.0894,0.1208,0.1034,0.094,0.0858,0.0371,0,0.0044,0,0,0,0,0
2016,7,"TWL.W",3,0,28,372,79,0,0,0,0,0,0,0,0,0,0.0046,0.0128,0.0373,0.1233,0.0131,0.0132,0.0298,0.0233,0.0389,0.0403,0.0544,0.0467,0.0247,0.0148,0.0088,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0.0023,0.0151,0.0437,0.0271,0.023,0.0506,0.0551,0.0839,0.1013,0.0579,0.0212,0.0176,0.0033,0.0033,0.0072,0,0,0,0
2017,7,"TWL.W",3,0,59,900,183,0,0,0,0,0,0,0,8e-04,2e-04,2e-04,0.0018,0.0188,0.0176,0.0201,0.042,0.0366,0.0297,0.0483,0.0285,0.0601,0.0714,0.0278,0.0257,0.0078,0.002,7e-04,0,0,0,0,0,0,0,0,0,0,2e-04,7e-04,0.0027,0.015,0.0256,0.0613,0.0437,0.0616,0.0751,0.1339,0.0754,0.0393,0.0123,0.0126,2e-04,0,0,4e-04,0,0
2018,7,"TWL.W",3,0,28,787,137,0,0,0,0,0,0,0,0,3e-04,9e-04,0.0037,0.0042,0.022,0.022,0.0463,0.0207,0.0329,0.0344,0.0628,0.0465,0.0587,0.0401,0.0115,0.0158,0.0011,0,0,0,0,0,0,0,0,0,0,0,3e-04,2e-04,0.0011,0.0058,0.0292,0.0279,0.0412,0.0533,0.1501,0.094,0.1176,0.0402,0.0117,0.0036,0,0,0,0,0,0
2019,7,"TWL.W",3,0,36,625,122,0,0,0,0,0,0,0,3e-04,0,0.0046,0.0038,0.012,0.0126,0.016,0.0321,0.0427,0.0134,0.0646,0.0464,0.0629,0.0338,0.0712,0.0779,0.003,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0061,0.003,0.0066,0.018,0.0285,0.0251,0.0472,0.1233,0.1241,0.0853,0.0189,0.0122,0,0,0,0,0,0
2020,7,"TWL.W",3,0,17,251,52,0,0,0,0,0,0,0,0,0,6e-04,0,0,0.0042,0.0267,0.0095,0.0417,0.0613,0.0658,0.0668,0.0942,0.0717,0.0455,0.0284,0.0235,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127,0.0205,0.0344,0.1306,0.0912,0.1219,0.018,0.0131,0.0103,0.0034,6e-04,0,0,0,0,0
