

 Females then males 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
1994,7,"TWL.C",3,0,10,87,22,0,0,0,0,0,0,0,0,0,0,0.0376,0.0188,0.0376,0.0564,0.0407,0.0442,0.1525,0.0379,0.0034,0.0218,0.0188,0.0131,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376,0.0376,0.0188,0.1189,0.0814,0.0598,0.0816,0.0396,0.0299,0,0,0,0,0,0,0,0,0
1995,7,"TWL.C",3,0,11,213,40,0,0,0,0,0,0,0,0,0,0.0021,0.0193,0.0766,0.0476,0.0827,0.0598,0.0215,0.0379,0.0455,0.0203,0.0142,0.0075,0.0024,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0.0319,0.078,0.1039,0.0688,0.074,0.0559,0.0606,0.0383,0.0048,0.0353,0,0,0,0,0,0,0,0
1996,7,"TWL.C",3,0,12,218,42,0,0,0,0,0,0,0,0,0.0095,6e-04,0.0059,0.0023,0.0728,0.1025,0.0282,0.0365,0.0275,0.0278,0.0326,0.0237,0.0095,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193,0.0213,0.123,0.1305,0.0978,0.0277,0.0862,0.0451,0.0217,0.0098,0.019,0,0,0,0,0,0,0,0
1997,7,"TWL.C",3,0,7,116,23,0,0,0,0,0,0,0,0,0,0.0285,0.0448,0.0272,0.0029,0.0316,0.0466,0.0188,0.0738,0.0579,0.0637,0.0262,8e-04,0.0285,0,0.0081,0,0.0285,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0.0139,0.076,0.0913,0.0723,0.0504,0.0387,0.0666,0.026,0.0366,0,0,0,0,0,0,0
1998,7,"TWL.C",3,0,9,116,25,0,0,0,0,0,0,0,0,0,0,0.0064,0.0491,0.0566,0.0762,0.009,0.0064,0.104,0.0575,0.106,0.0508,0.0254,0.0466,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,3e-04,0.017,0.058,0.0306,0.0424,0.0955,0.0916,0.0064,0.0254,0.0043,0.0233,0,0,0,0,0,0,0
1999,7,"TWL.C",3,0,13,303,55,0,0,0,0,0,0,0,0,0.0077,0,4e-04,0.0232,0.0127,0.0579,0.0836,0.0879,0.1017,0.0362,0.0616,0.008,0.012,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403,0.0632,0.0707,0.1253,0.0747,0.1032,0.0094,0.0125,0.0021,0,0,0,0,0,0,0,0
2000,7,"TWL.C",3,0,7,81,18,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.0103,0.045,0.019,0.0438,0.0151,0.015,0.2343,0,0,0,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123,0.0149,0.0502,0.0449,0.0359,0.4413,0,0,0,0,0,0,0,0,0,0,0
2001,7,"TWL.C",3,0,8,108,23,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0123,0.0577,0.0926,0.049,0.0883,0.1009,0.0257,0.0227,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0.0403,0.2606,0.0704,0.0907,0.0553,0.0119,0,0,0,0,0,0,0,0,0
2002,7,"TWL.C",3,0,11,234,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182,0.0272,0.0399,0.132,0.0818,0.039,0.0625,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0.0039,0.0511,0.0908,0.1816,0.1447,0.0872,0.0106,0.0127,0.0037,0,0,0,0,0,0,0
2003,7,"TWL.C",3,0,5,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.1527,0.1028,0.124,0.1723,0.077,0.0483,0.0144,0,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741,0.0643,0.0643,0.0529,0,0,0,0,0,0,0,0,0,0
2004,7,"TWL.C",3,0,6,14,8,0,0,0,0,0,0,0,0,0,0,0,0.1429,0.0714,0,0.0714,0,0.0714,0,0,0.1429,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714,0,0,0.1429,0.0714,0,0.0714,0,0,0,0,0,0,0,0,0,0
2005,7,"TWL.C",3,0,6,54,13,0,0,0,0,0,0,0,0,0.0109,0.0109,0,0.0327,0.0327,0.0327,0.0218,0,0.052,0.0956,0.0327,0.0327,0.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0.0218,0.0436,0.0545,0.0218,0.0109,0.1888,0.0629,0.052,0.052,0,0,0,0,0,0,0,0
2006,7,"TWL.C",3,0,5,32,9,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.03,0.09,0.06,0.03,0.12,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.19,0.15,0.09,0.06,0,0,0,0,0,0,0,0,0
2007,7,"TWL.C",3,0,2,21,5,0,0,0,0,0,0,0,0,0.0157,0.0472,0.0315,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.0944,0.0315,0,0,0,0.6852,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,"TWL.C",3,0,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1642,0,0,0,0,0.0906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906,0,0.4906,0.1642,0,0,0,0,0,0,0,0,0,0,0
2009,7,"TWL.C",3,0,3,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476,0.0952,0,0.0476,0,0,0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476,0.0476,0.1429,0.1429,0.0952,0.0952,0.1429,0.0476,0,0,0,0,0,0,0,0,0
2010,7,"TWL.C",3,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0
2012,7,"TWL.C",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,"TWL.C",3,0,12,165,35,0,0,0,0,0,0,0,0,0,0,0.0106,0.0613,0.0524,0.0795,0.088,0.0379,0.0179,0.0346,0.0276,0.0214,0.0148,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0545,0.1533,0.074,0.0329,0.0552,0.0581,0.0778,0.0222,0.0211,0.0016,0,0,0,0,0,0,0
2014,7,"TWL.C",3,0,14,90,26,0,0,0,0,0,0,0,0,0,0,0,0.0113,0,0.0226,0.0056,0.0169,0.0226,0.0881,0.0226,0.1311,0.0113,0.0056,0,0.0599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0.0056,0.0169,0.0188,0.0357,0.1389,0.0451,0.165,0.1107,0.0599,0,0,0,0,0,0,0,0
2015,7,"TWL.C",3,0,13,169,36,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0109,0.0179,0.0205,0.0252,0.1455,0.0773,0.1136,0.0699,0.0491,0.027,0,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219,0.0449,0.0626,0.0926,0.1213,0.0606,0.0233,0.0027,0,0,0,0,0,0,0,0
2016,7,"TWL.C",3,0,13,109,28,0,0,0,0,0,0,0,0,0,0.0182,0.0033,0,0,0.0429,0.0485,0.0182,0.0336,0.0745,0.1054,0.1244,0.0182,0.0117,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0033,0.0033,0.0214,0.041,0.0279,0.055,0.1399,0.0789,0.0905,0.0219,0.0117,0,0,0,0,0,0,0,0
2017,7,"TWL.C",3,0,14,322,58,0,0,0,0,0,1e-04,1e-04,3e-04,0.0038,0.0414,0.0089,0.0238,0.005,0,1e-04,0.0254,0.0502,0.057,0.0986,0.0659,0.1148,0.0089,0,0,0,0,0,0,0,0,0,0,0,0.0189,0,4e-04,0.026,0.04,0.0111,0.0433,2e-04,1e-04,0.0534,0.0942,0.0544,0.0761,0.0742,0.0036,0,0,0,0,0,0,0,0
2018,7,"TWL.C",3,0,21,413,78,0,0,0,0,0,0,0,0.011,5e-04,0.0089,0.0205,0.0201,0.0069,0.0124,0.0237,0.0201,0.0649,0.0776,0.1082,0.0616,0.0434,0.012,0.006,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,3e-04,0.0092,0.0161,0.0253,0.0363,0.0114,0.0443,0.1026,0.1244,0.0953,0.029,0.0014,0.0068,0,0,0,0,0,0,0
2019,7,"TWL.C",3,0,15,373,66,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.0105,0.0276,0.0176,0.0207,0.0492,0.0862,0.0819,0.0627,0.0339,0.0053,0.0051,0.0023,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0013,0,0.0048,0.0038,0.0234,0.0415,0.1075,0.1381,0.1435,0.0624,0.0476,0.0187,0.0024,0,0,0,0,0,0,0
2020,7,"TWL.C",3,0,6,151,27,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.0081,0.0086,0.0048,0.041,0.0796,0.1224,0.1159,0.0367,0.0368,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082,0.0459,0.082,0.2013,0.191,0.0074,0.0044,0,0,0,0,0,0,0,0,0
2021,7,"TWL.C",3,0,15,375,67,0,0,0,0,0,0,0,0,3e-04,0,0.0057,0.0024,0.0065,0.0249,0.0375,0.0754,0.0743,0.1037,0.1041,0.0432,0.0345,0.0088,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0.0019,0.0029,0.0154,0.0325,0.0518,0.0954,0.1811,0.0566,0.0242,0.0114,0,0,0,0,0,0,0,0
2022,7,"TWL.C",3,0,25,356,74,0,0,0,0,0,0,0,0,0,0,0.0111,0.002,0.0017,0.027,0.0742,0.0687,0.0658,0.0484,0.0581,0.0542,0.0249,0.001,0.0011,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,3e-04,0.0237,0.0353,0.1063,0.1399,0.0946,0.0742,0.0737,0.008,0.0042,0,0,2e-04,0,0,0,0,0
1973,7,"TWL.O",3,0,1,51,7,0,0,0,0,0,0,0,0,0,0,0,0.0392,0,0.1569,0.0784,0.0196,0,0.0196,0,0.0196,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392,0.0392,0.0588,0.0588,0.0196,0.0196,0.0784,0.0196,0.1373,0.1176,0.0392,0.0196,0,0,0,0,0
1974,7,"TWL.O",3,0,4,370,28,0,0,0,0,0,0,0,0,0.0037,0,0.0037,0,0.008,0,0.0104,0.0075,5e-04,0.0171,0.045,0.1033,0.0943,0.0672,0.0193,0.0318,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,5e-04,5e-04,0.0071,0.0095,0.0047,0.045,0.0893,0.1919,0.1193,0.0826,0.0178,0.008,0.0037,0,0,0,0
1976,7,"TWL.O",3,0,2,89,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221,0.0096,0.0442,0,0.0597,0.0412,0.0125,0.1046,0.101,0.0442,0.0221,0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221,0.0376,0.0884,0.1356,0.0693,0.0723,0.0472,0.0346,0.0096,0,0,0,0,0,0
1977,7,"TWL.O",3,0,8,750,56,0,0,0,0,0,0,0,0,0.002,0,0.0014,0.0017,0.005,0.0044,0.0148,0.0211,0.0198,0.0364,0.0255,0.0423,0.059,0.069,0.0401,0.0171,0.0068,0.0025,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.0021,0.0053,0.0044,0.0081,0.0198,0.0335,0.0665,0.1409,0.1598,0.129,0.0356,0.0192,0.0012,0.0018,0,0,0,0
1978,7,"TWL.O",3,0,7,670,49,0,0,0,0,0,0,0,0,0,0.0011,0,0,0.0012,6e-04,0.0125,0.0079,0.0099,0.0459,0.0592,0.0657,0.0565,0.0782,0.0532,0.0424,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0058,0.0132,0.0566,0.0922,0.1059,0.1478,0.0923,0.0406,0.0048,0.0017,0,0,0,0
1979,7,"TWL.O",3,0,6,600,42,0,0,0,0,0,0,0,0,0,0,0.0047,0.0047,0.0097,0.0147,0.0194,0.0105,0.0302,0.0634,0.0511,0.0606,0.0567,0.0616,0.0202,0.0229,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0097,0.0153,0.0343,0.0422,0.0591,0.0559,0.0992,0.1125,0.0874,0.0269,0.0158,6e-04,0.003,0,0,0,0
1980,7,"TWL.O",3,0,21,1034,148,0,0,0,0,0,0,0,0,0.0023,0.0184,0.0344,0.0207,0.0115,0.0011,0.0026,0.0036,0.0052,0.0165,0.0325,0.0579,0.0639,0.0886,0.1032,0.032,0.0036,0.0015,0.001,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,2e-04,5e-04,0.0064,0.0163,0.0313,0.0655,0.1429,0.1392,0.0691,0.0202,0.0035,0.003,0,0,0,0
1981,7,"TWL.O",3,0,7,603,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.004,0.0012,0.0458,0.0172,0.0569,0.0419,0.0811,0.0472,0.0296,0.0148,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.0135,0.034,0.0601,0.064,0.2095,0.1344,0.0834,0.0365,0.0012,0,3e-04,0,0,0
1982,7,"TWL.O",3,0,20,1358,141,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0.0043,0.0056,0.0261,0.0334,0.033,0.0432,0.0577,0.0606,0.0507,0.021,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0018,0.0116,0.0235,0.0697,0.0784,0.1636,0.1973,0.0893,0.0261,0,3e-04,0,0,0,0
1983,7,"TWL.O",3,0,30,2836,212,0,0,0,0,0,0,0,0,3e-04,0,8e-04,0.0028,0.0017,0.0059,0.0132,0.0199,0.0297,0.0371,0.0388,0.0532,0.0734,0.0622,0.04,0.0175,0.0049,0.0011,0,0,0,0,0,0,4e-04,0,0,0,0,1e-04,9e-04,0.0023,0.0067,0.0075,0.0219,0.0523,0.0605,0.0778,0.1222,0.1277,0.0938,0.0204,0.0028,0,0,0,0,0
1984,7,"TWL.O",3,0,21,2064,148,0,0,0,0,0,0,0,0,3e-04,3e-04,9e-04,0.0012,0.0034,0.0025,0.0078,0.0165,0.0288,0.0446,0.0628,0.0542,0.0516,0.0421,0.0434,0.0196,0.0022,0.001,0,1e-04,0,0,0,0,0,0,0,3e-04,0,0,3e-04,9e-04,0.0027,0.0081,0.0198,0.0361,0.0751,0.1027,0.14,0.147,0.0678,0.0138,0.001,0.001,0,0,0,0
1985,7,"TWL.O",3,0,29,1891,205,0,0,0,0,0,0,0,0,0,0,0.0011,0,0.0033,0.0067,0.0105,0.0155,0.0293,0.0538,0.0637,0.0713,0.0694,0.0481,0.0347,0.022,0.0112,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.0017,0.0023,0.0077,0.0268,0.0392,0.0672,0.1086,0.1077,0.0962,0.0715,0.0241,0.0043,5e-04,0,0,0,0
1986,7,"TWL.O",3,0,16,1545,113,0,0,0,0,0,0,0,0,0,0,0.0019,0.0045,0.0053,0.0127,0.0267,0.0299,0.03,0.0346,0.0515,0.078,0.073,0.0523,0.0489,0.0281,0.0054,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0034,0.0036,0.0095,0.0154,0.037,0.0577,0.0719,0.0673,0.0979,0.0793,0.0513,0.0128,0.0067,7e-04,2e-04,0,0,0
1987,7,"TWL.O",3,0,35,1751,247,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.0037,0.009,0.0116,0.0255,0.0407,0.0648,0.0846,0.0711,0.0624,0.0405,0.0229,0.0069,5e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0043,0.0186,0.0475,0.0852,0.1157,0.1158,0.0819,0.0538,0.0256,0.0013,0,0,0,0,0
1988,7,"TWL.O",3,0,23,1148,162,0,0,0,0,0,0,0,0,0,0,0.0044,0.0022,0.0135,0.0129,0.0148,0.0151,0.0343,0.0596,0.071,0.0795,0.0785,0.0486,0.0308,0.0201,0.0102,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0016,0.007,0.0138,0.0189,0.0541,0.082,0.0941,0.108,0.0666,0.0379,0.0162,0.0013,4e-04,0,0,0,0
1989,7,"TWL.O",3,0,23,1130,162,0,0,0,0,0,0,0,0,0,0.0015,0,2e-04,7e-04,0.0019,0.0081,0.0187,0.0307,0.061,0.0687,0.0588,0.0748,0.072,0.0389,0.0213,0.0087,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,8e-04,0.0102,0.0166,0.0428,0.0693,0.0941,0.1074,0.0858,0.0696,0.0253,0.0046,0.0014,0,0,0,0
1990,7,"TWL.O",3,0,22,1099,155,0,0,0,0,0,0,0,0,0,0,0,4e-04,8e-04,0.0052,0.0065,0.0253,0.0285,0.036,0.0631,0.0988,0.0796,0.0815,0.0461,0.0232,0.0071,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0.0019,0.0045,0.0171,0.0386,0.0739,0.1195,0.1264,0.0659,0.0318,0.014,0.0022,0,0.0011,0,0,0
1991,7,"TWL.O",3,0,22,869,142,0,0,0,0,0,0,0,0.0017,0,6e-04,0.0015,0.005,0.0104,0.0166,0.0249,0.0185,0.0447,0.0668,0.0417,0.06,0.0702,0.0398,0.0189,0.0192,0.0073,0.0019,0,0,0,0,0,0,0,0,0,6e-04,6e-04,0.0017,0.0017,0.0053,0.0126,0.0141,0.0343,0.0487,0.0938,0.1007,0.0984,0.0657,0.0609,0.0089,0.0022,5e-04,0,0,0,0
1992,7,"TWL.O",3,0,34,1364,222,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0012,0.0047,0.019,0.0396,0.0337,0.0467,0.0505,0.068,0.0674,0.0699,0.0228,0.0153,0.0058,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.0064,0.0168,0.0361,0.0527,0.0791,0.1076,0.1002,0.0825,0.0527,0.0121,0.0063,5e-04,0,0,0,0
1993,7,"TWL.O",3,0,22,1113,155,0,0,0,0,0,0,0,0,0,0,0,3e-04,0.0053,0.0012,0.0192,0.0371,0.0417,0.051,0.0843,0.0866,0.0769,0.0627,0.0225,0.0137,0.0054,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.0037,0.0174,0.033,0.0578,0.0918,0.0894,0.087,0.0627,0.0309,0.0096,0.0037,0,0,0,0,0
1994,7,"TWL.O",3,0,15,750,106,0,0,0,0,0,0,0,0,0,0,0.0015,0.0012,0.0037,0.0125,0.0212,0.0369,0.0607,0.0654,0.0622,0.0745,0.0539,0.0278,0.0143,8e-04,0,4e-04,0.0016,0,0,0,0,0,0,0,0,0,0,3e-04,8e-04,0.0017,0.0025,0.0312,0.0437,0.0974,0.1027,0.0925,0.0914,0.0469,0.0298,0.0176,0.0026,0,0,0,0,0
1995,7,"TWL.O",3,0,16,847,113,0,0,0,0,0,0,0,0,0,0,0,0.0148,0.0179,0.0338,0.0304,0.0533,0.0505,0.0641,0.0693,0.0666,0.0434,0.0216,0.0115,0.0015,2e-04,0,0,0.0032,0,0,0,0,0,0,0,0,4e-04,6e-04,0.0132,0.0167,0.0439,0.0508,0.0792,0.0716,0.0973,0.0641,0.0387,0.0251,0.0116,0.0038,9e-04,0,0,0,0,0
1996,7,"TWL.O",3,0,19,1162,134,0,0,0,0,0,0,0,2e-04,0,0.0015,0.0014,0.0143,0.0231,0.0283,0.0566,0.0509,0.0525,0.0488,0.052,0.0446,0.0356,0.0297,0.0099,0.0056,0.0032,0,5e-04,0,0,0,0,0,0,0,1e-04,1e-04,0,4e-04,0.0022,0.0133,0.0263,0.062,0.0698,0.0692,0.0653,0.0551,0.0681,0.0652,0.0288,0.0126,6e-04,0.0022,0,0,0,0
1997,7,"TWL.O",3,0,28,1545,198,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.0078,0.0096,0.0317,0.0375,0.0548,0.0648,0.0647,0.0711,0.0374,0.0148,0.0163,0.0052,0.0023,0.0016,0,0,0,0,0,0,0,0,0,2e-04,0,5e-04,0.0011,0.0043,0.0159,0.0398,0.0783,0.1047,0.1181,0.0979,0.0669,0.0315,0.0119,0.0043,0.0031,0,2e-04,0,0,0
1998,7,"TWL.O",3,0,28,1560,198,0,0,0,0,0,0,0,0,0,0.002,0.0022,0.0066,0.0168,0.0374,0.0524,0.048,0.0559,0.065,0.0432,0.0471,0.0446,0.0239,0.0054,0.0042,5e-04,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0.0027,0.0044,0.0276,0.0429,0.0614,0.0965,0.0927,0.0888,0.0644,0.043,0.0124,0.0071,6e-04,0,0,0,0,0
1999,7,"TWL.O",3,0,28,1517,198,0,0,0,0,0,0,0,6e-04,5e-04,0.001,0.0019,0.0054,0.0084,0.0376,0.0446,0.0542,0.0727,0.0731,0.0574,0.0596,0.0448,0.0186,0.0114,0.0049,5e-04,1e-04,0,0,0,0,0,0,0,2e-04,3e-04,2e-04,6e-04,0,0.0025,0.0056,0.0324,0.0455,0.0634,0.0784,0.0879,0.0833,0.0581,0.0191,0.0186,0.006,6e-04,0,0,0,0,0
2000,7,"TWL.O",3,0,16,495,84,0,0,0,0,0,0,0.0067,0,0,0.0067,0.0133,0.0336,0.0556,0.0462,0.0365,0.0376,0.0646,0.0399,0.0651,0.0204,0.0165,0.0125,0.0016,0.0035,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.043,0.0705,0.0621,0.0619,0.0919,0.0819,0.0486,0.0283,0.0154,0.0014,0.0021,0,0,0,0,0,0
2001,7,"TWL.O",3,0,32,879,153,0,0,0,0,0,0,0,0,0,8e-04,0.0047,0.0173,0.0473,0.0516,0.042,0.0591,0.0526,0.0564,0.0528,0.0436,0.0197,0.0118,0.0125,0.0055,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0046,0.0185,0.0351,0.0705,0.0768,0.101,0.0783,0.0596,0.0379,0.0197,0.0103,0.0044,8e-04,0,0,0,0,0
2002,7,"TWL.O",3,0,58,1173,220,0,0,0,0,0,0,0,0,0,0,0.0036,0.0162,0.0371,0.07,0.084,0.0442,0.044,0.0385,0.0561,0.0309,0.0201,0.0288,0.0186,0.0136,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0052,0.0183,0.0524,0.0676,0.0648,0.072,0.0875,0.0509,0.034,0.0182,0.0032,0.008,9e-04,0,0,0,0,0
2003,7,"TWL.O",3,0,35,272,73,0,0,0,0,0,0,0,0,0,0.0031,0,0.0032,0.0126,0.0268,0.0304,0.0836,0.0906,0.0747,0.0569,0.0537,0.0376,0.0334,0.0182,0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.0269,0.0601,0.0488,0.0902,0.0918,0.0774,0.0427,0.0132,0,0.0031,0,0,0,0,0,0
2004,7,"TWL.O",3,0,49,354,98,0,0,0,0,0,0,0,0,0,0.0028,0.0104,0.0078,0.0157,0.0303,0.0438,0.0658,0.0582,0.0828,0.033,0.0551,0.0563,0.0276,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.004,0.0118,0.0168,0.0563,0.0475,0.0716,0.0726,0.0823,0.0452,0.0457,0.0207,0.0046,0.0181,0,0,0,0,0
2005,7,"TWL.O",3,0,49,350,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0263,0.0368,0.0303,0.0757,0.0841,0.0577,0.0752,0.0461,0.0221,0.0129,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0.0021,0.0021,0.0021,0.0099,0.0336,0.0721,0.1639,0.1153,0.0821,0.03,0.01,0,0.0037,0,0,0,0,0
2006,7,"TWL.O",3,0,56,358,105,0,0,0,0,0,0,0.003,0.0048,0.0024,0.0072,0.0063,0.02,0.0073,0.0343,0.0361,0.0326,0.0401,0.0472,0.056,0.0612,0.049,0.0235,0.0105,0.0104,0.0039,0,0,0,0,0,0,0,0,0,0.0024,0,0,0.0024,0.0024,0.0048,0.0197,0.0378,0.0377,0.0774,0.0904,0.1076,0.0952,0.0404,0.0111,0.0101,0.0024,0.0024,0,0,0,0
2007,7,"TWL.O",3,0,45,121,62,0,0,0,0,0,0,0,0,0,0,0.0081,0,0.0081,0.0085,0.0332,0.0675,0.0497,0.0424,0.0495,0.0902,0.0742,0.0579,0.0654,0.081,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0.0167,0.0166,0.0419,0.0328,0.0324,0.0585,0.0832,0.0328,0.0167,0.0081,0,0,0,0,0,0
2008,7,"TWL.O",3,0,60,202,88,0,0,0,0,0,0,0.0041,0.0041,0.0124,0.0323,0.0289,0.0124,0.0117,0.0041,0.0116,0.0284,0.0041,0.0301,0.0224,0.0546,0.0404,0.0822,0.0549,0.045,0.0082,0,0,0,0,0,0,0,0,0,0,0,0.0199,0.0364,0.0364,0.0199,0.0168,0.0199,0.0282,0.0712,0.0444,0.1199,0.0373,0.0292,0.0212,0.0075,0,0,0,0,0,0
2009,7,"TWL.O",3,0,82,483,149,0,0,0,0,0,0,0,0,0,0.0099,0.005,0.0253,0.0129,0.012,0.0193,0.0183,0.0371,0.0432,0.049,0.05,0.0888,0.0638,0.0283,0.0168,0.0043,0.0017,0,0,0,0,0,0,0,0,0,0,0.0033,0.0033,0.0068,0.037,0.0287,0.0259,0.0271,0.0513,0.0668,0.0896,0.0761,0.0677,0.0193,0.0079,0.0033,0,0,0,0,0
2010,7,"TWL.O",3,0,33,365,83,0,0,0,0,0,0,0,0,0,0.0022,0.0053,0.0277,0.0446,0.024,0.0332,0.013,0.0186,0.0423,0.0664,0.0516,0.0757,0.0416,0.0182,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181,0.0437,0.0255,0.0243,0.0227,0.0506,0.1099,0.083,0.0893,0.0505,0.0084,0,0,0,0,0,0,0
2011,7,"TWL.O",3,0,45,418,103,0,0,0,0,0,0,0,0,0.0014,0.0099,0.0218,0.0162,0.0385,0.0795,0.1093,0.08,0.0726,0.0261,0.0361,0.0195,0.0177,0.0056,0.0125,0.0029,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0028,0.013,0.0116,0.0259,0.0484,0.0676,0.0615,0.104,0.0441,0.0421,0.0171,0.0014,0.0014,0.0081,0,0,0,0,0,0
