"type","Quantity","values"
Mohn,SSB,-0.596698435147654
Mohn,Recruitment,3.08300956459085
Mohn,Fraction unfished,-0.381065020740718
Mohn,F,0.405546879622167
NEFSC,SSB,-0.264590536523658
NEFSC,Recruitment,0.223704762292856
NEFSC,Fraction unfished,-0.0303283129396091
NEFSC,F,0.0186889085721371
AFSC,SSB,-0.119339687029531
AFSC,Recruitment,0.61660191291817
AFSC,F,0.0811093759244333
AFSC,Fraction unfished,-0.0762130041481435
