"Var1","Freq"
"Size_DblN_ascend_se_5_OR_NTWL(5)",3
"Size_DblN_ascend_se_5_OR_NTWL(5)_BLK6repl_2000",20
"Size_DblN_descend_se_28_coastwide_NWFSC(28)",16
