"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F1.1","F2.1","F3.1","F4.1","F5.1","F6.1","F7.1","F8.1","F9.1","F10.1","F11.1","F12.1","F13.1","F14.1","F15.1","F16.1","F17.1","F18.1","F19.1","F20.1","F21.1","F22.1","F23.1","F24.1","F25.1","F26.1","F27.1","F28.1","F29.1","F30.1","F31.1","F32.1","F33.1","F34.1","F35.1"
1980,"7","Enter Fleet",1,0,"1","Enter","Enter",2,0,0,0,0,0,1.123636387384,2.24717948048144,0,3.37081586786544,5.61799534834687,13.4830768828886,4.49435896096287,3.37081586786544,3.37081586786544,2.24717948048144,0,3.37081586786544,2.24717948048144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123636387384,2.24717948048144,0,3.37081586786544,5.61799534834687,13.4830768828886,4.49435896096287,3.37081586786544,3.37081586786544,2.24717948048144,0,3.37081586786544,2.24717948048144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"7","Enter Fleet",1,0,"1","Enter","Enter",8,0,0,0,0,3.6498012353017,12.2351593168551,11.8452573319201,6.34487652632983,3.0222065028487,1.11450609401943,3.07356440812415,0.243455680783217,0.871050413236215,2.04267734579634,3.21424777901072,1.11450609401943,0.243455680783217,0.678952637728455,0.435553456290976,1.36366820872214,1.79922166501312,0.435553456290976,0.435553456290976,0,0,0,0,0.435553456290976,0,0,0,0,0,0,0,0,0,0,0,3.6498012353017,12.2351593168551,11.8452573319201,6.34487652632983,3.0222065028487,1.11450609401943,3.07356440812415,0.243455680783217,0.871050413236215,2.04267734579634,3.21424777901072,1.11450609401943,0.243455680783217,0.678952637728455,0.435553456290976,1.36366820872214,1.79922166501312,0.435553456290976,0.435553456290976,0,0,0,0,0.435553456290976,0,0,0,0,0,0,0
1989,"7","Enter Fleet",1,0,"1","Enter","Enter",5,0,0,3.26862777663276,0,19.6121668590958,1.63441393814119,3.26862777663276,15.0731064069907,11.8044786303579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26862777663276,0,19.6121668590958,1.63441393814119,3.26862777663276,15.0731064069907,11.8044786303579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"7","Enter Fleet",1,0,"1","Enter","Enter",13,0,2.1117574240952,0,0,4.02119078360643,2.1117574240952,8.44769523606693,6.56022468619804,6.13294820770163,4.22418038787653,12.7084803066807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1117574240952,0,0,4.02119078360643,2.1117574240952,8.44769523606693,6.56022468619804,6.13294820770163,4.22418038787653,12.7084803066807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"7","Enter Fleet",1,0,"1","Enter","Enter",32,0,0,0,0,0,10.5234159779614,6.03709825528007,4.41799816345271,6.72176308539945,10.8481175390266,2.37061524334252,4.87566574839302,0,1.9048668503214,2.30449954086318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5234159779614,6.03709825528007,4.41799816345271,6.72176308539945,10.8481175390266,2.37061524334252,4.87566574839302,0,1.9048668503214,2.30449954086318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"7","Enter Fleet",1,0,"1","Enter","Enter",40,0,0.905448144927068,0,0,1.86902952106984,0,14.9356266739256,7.73610281277178,5.10626616253775,4.25825918655,4.02895588564363,4.5071709186204,1.86902952106984,0.477984345551308,3.11474161854911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905448144927068,0,0,1.86902952106984,0,14.9356266739256,7.73610281277178,5.10626616253775,4.25825918655,4.02895588564363,4.5071709186204,1.86902952106984,0.477984345551308,3.11474161854911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
