"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","M.999","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M.999.1","M1.1","M2.1","M3.1","M4.1","M5.1","M6.1","M7.1","M8.1","M9.1","M10.1","M11.1","M12.1","M13.1","M14.1","M15.1","M16.1","M17.1","M18.1","M19.1","M20.1","M21.1","M22.1","M23.1","M24.1","M25.1","M26.1","M27.1","M28.1","M29.1","M30.1","M31.1","M32.1","M33.1","M34.1","M35.1"
1980,"7","Enter Fleet",2,0,"1","Enter","Enter",2,0,0,0,0,0,0,0,0,6.74153844144431,8.98871792192574,7.86517482882831,11.2358974024072,6.74153844144431,5.61799534834687,0,3.37081586786544,1.123636387384,2.24717948048144,0,0,1.123636387384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74153844144431,8.98871792192574,7.86517482882831,11.2358974024072,6.74153844144431,5.61799534834687,0,3.37081586786544,1.123636387384,2.24717948048144,0,0,1.123636387384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"7","Enter Fleet",2,0,"1","Enter","Enter",8,0,0,0,0,1.85628600420807,3.65550766922119,11.1834804952959,6.97823419204806,4.92985041233223,2.29183946049905,1.17162693256012,1.4150261139976,0.871050413236215,1.11450609401943,0.871050413236215,1.17162693256012,0.678952637728455,0,0.871050413236215,0,0.435553456290976,0.435553456290976,0.871050413236215,0.243455680783217,0.435553456290976,0,0.435553456290976,0.435553456290976,0,0,0,0,0.435553456290976,0,0.871050413236215,1.7422138251639,0,0,0,0,1.85628600420807,3.65550766922119,11.1834804952959,6.97823419204806,4.92985041233223,2.29183946049905,1.17162693256012,1.4150261139976,0.871050413236215,1.11450609401943,0.871050413236215,1.17162693256012,0.678952637728455,0,0.871050413236215,0,0.435553456290976,0.435553456290976,0.871050413236215,0.243455680783217,0.435553456290976,0,0.435553456290976,0.435553456290976,0,0,0,0,0.435553456290976,0,0.871050413236215,1.7422138251639
1989,"7","Enter Fleet",2,0,"1","Enter","Enter",5,0,0,0,4.90304171477396,0,27.7840364501522,1.63441393814119,1.63441393814119,9.38267257094033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90304171477396,0,27.7840364501522,1.63441393814119,1.63441393814119,9.38267257094033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"7","Enter Fleet",2,0,"1","Enter","Enter",13,0,0,0,0,2.1117574240952,6.78517710011048,12.9966589907756,8.46965804570927,6.56022468619804,8.4916208553516,6.15491101734396,2.1117574240952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1117574240952,6.78517710011048,12.9966589907756,8.46965804570927,6.56022468619804,8.4916208553516,6.15491101734396,2.1117574240952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"7","Enter Fleet",2,0,"1","Enter","Enter",32,0,0,0,0,0,2.01212121212121,12.9131313131313,11.433608815427,7.75316804407714,3.28374655647383,3.57612488521579,4.60826446280992,1.23269054178145,3.18310376492195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01212121212121,12.9131313131313,11.433608815427,7.75316804407714,3.28374655647383,3.57612488521579,4.60826446280992,1.23269054178145,3.18310376492195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"7","Enter Fleet",2,0,"1","Enter","Enter",40,0,0,0,0,0,0,10.280123740735,7.81107622604599,8.39079372622478,7.85098515065042,5.44999042647184,6.25370541677144,2.10548413216544,2.61507265500465,0.434153734714074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.280123740735,7.81107622604599,8.39079372622478,7.85098515065042,5.44999042647184,6.25370541677144,2.10548413216544,2.61507265500465,0.434153734714074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
