"caption","alt_caption","label","filein"
"Retrospective patterns for spawning stock biomass (\emph{SSB}) when up to five years of data were removed from the base model. Mohn's rho (Mohn, 1999) values were recalculated for each peel given the removal of another year of data. See Table \ref{tab:RetroMohnsrho} for other derivations of Mohn's rho.","Each successive peel of data led to a Mohn's rho of -0.05, -0.12, -0.18, -0.35, and -0.42 for SSB.","RetroSsb","../C:/Users/Brian.Langseth/Desktop/canary_2023/models/7_3_5_reweight_retro/compare2_spawnbio_uncertainty.png"
"Retrospective patterns for fraction unfished when up to five years of data were removed from the base model. Mohn's rho (Mohn, 1999) values were recalculated for each peel given the removal of another year of data. See Table \ref{tab:RetroMohnsrho} for other derivations of Mohn's rho.","Each successive peel of data led to a Mohn's rho of -0.04, -0.09, -0.10, -0.18, and -0.23 for fraction unfished.","RetroFractionunfished","../C:/Users/Brian.Langseth/Desktop/canary_2023/models/7_3_5_reweight_retro/compare4_Bratio_uncertainty.png"
