"Var1","Freq"
"Size_DblN_descend_se_28_coastwide_NWFSC(28)",14
"SzSel_Fem_Descend_2_OR_TWL(2)_BLK1repl_2000",1
"SzSel_Fem_Descend_5_OR_NTWL(5)",1
"SzSel_Fem_Descend_5_OR_NTWL(5)_BLK2repl_2020",25
