"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","F.999","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F.999.1","F1.1","F2.1","F3.1","F4.1","F5.1","F6.1","F7.1","F8.1","F9.1","F10.1","F11.1","F12.1","F13.1","F14.1","F15.1","F16.1","F17.1","F18.1","F19.1","F20.1","F21.1","F22.1","F23.1","F24.1","F25.1","F26.1","F27.1","F28.1","F29.1","F30.1","F31.1","F32.1","F33.1","F34.1","F35.1"
1980,"7","Enter Fleet",1,0,"1","Enter","Enter",32,0,0,0,0,0,0.468426718987215,1.04172594077976,0.39826513680655,2.80088677866724,0.417953626210045,2.71143502912303,6.1642042777511,7.38398017039079,5.15343364979071,4.26210273066829,4.21111750955404,2.64906917829577,2.07053486683525,3.26982562599154,0.268810473821137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468426718987215,1.04172594077976,0.39826513680655,2.80088677866724,0.417953626210045,2.71143502912303,6.1642042777511,7.38398017039079,5.15343364979071,4.26210273066829,4.21111750955404,2.64906917829577,2.07053486683525,3.26982562599154,0.268810473821137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"7","Enter Fleet",1,0,"1","Enter","Enter",19,0,0.124581839352382,0.871957361475622,0.898814364395816,8.04641583188556,3.19471269360145,1.41244732562008,3.43781188777585,1.57000840941855,3.47512290688648,3.73387424684878,3.2242265183159,0.376171311869294,1.33216510183713,2.38582597124164,2.28527104202861,0.491858573910472,0.618057609137619,0.859943906405944,0.451255406054781,0.618057609137619,0.575028647469782,0.577396684286401,0.491858573910472,0,0.577396684286401,0,0.632554615014971,0.249972276642147,0.264469282519499,0.123773241415,0.126199035227147,0.126199035227147,0.126199035227147,0,0.37859710568144,0,0.124581839352382,0.871957361475622,0.898814364395816,8.04641583188556,3.19471269360145,1.41244732562008,3.43781188777585,1.57000840941855,3.47512290688648,3.73387424684878,3.2242265183159,0.376171311869294,1.33216510183713,2.38582597124164,2.28527104202861,0.491858573910472,0.618057609137619,0.859943906405944,0.451255406054781,0.618057609137619,0.575028647469782,0.577396684286401,0.491858573910472,0,0.577396684286401,0,0.632554615014971,0.249972276642147,0.264469282519499,0.123773241415,0.126199035227147,0.126199035227147,0.126199035227147,0,0.37859710568144
1989,"7","Enter Fleet",1,0,"1","Enter","Enter",8,0,0,0,0,0,0,0,0,0,0,9.5710339778362,14.3565509667543,25.5083363839063,0,0,13.3182468634564,4.7855169889181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5710339778362,14.3565509667543,25.5083363839063,0,0,13.3182468634564,4.7855169889181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"7","Enter Fleet",1,0,"1","Enter","Enter",49,0,0,0,0,1.58916827463886,14.302849757002,1.92713580896787,3.85418779662267,0.298320053243298,0.337883713015941,1.91598757432855,6.41702444397132,0.957993787164275,3.42854316881445,2.68244966111043,0.766462086781882,0.949444013230356,2.29947008165872,0.957993787164275,0.766462086781882,2.68244966111043,1.91598757432855,1.91598757432855,0.957993787164275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58916827463886,14.302849757002,1.92713580896787,3.85418779662267,0.298320053243298,0.337883713015941,1.91598757432855,6.41702444397132,0.957993787164275,3.42854316881445,2.68244966111043,0.766462086781882,0.949444013230356,2.29947008165872,0.957993787164275,0.766462086781882,2.68244966111043,1.91598757432855,1.91598757432855,0.957993787164275,0,0,0,0,0,0,0,0,0,0,0,0
2001,"7","Enter Fleet",1,0,"1","Enter","Enter",87,0,0,0,0,1.62015794656074,3.29021843245742,4.93281577590076,3.3464843828496,1.68161510070935,2.80944598133846,5.56530534325579,8.05959501912372,3.96557729534935,4.36295556999417,2.14748377330181,2.79872865745423,2.26604416877106,1.10505656737513,0.54139231433911,0,0.550769972737807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62015794656074,3.29021843245742,4.93281577590076,3.3464843828496,1.68161510070935,2.80944598133846,5.56530534325579,8.05959501912372,3.96557729534935,4.36295556999417,2.14748377330181,2.79872865745423,2.26604416877106,1.10505656737513,0.54139231433911,0,0.550769972737807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"7","Enter Fleet",1,0,"1","Enter","Enter",49,0,0,0,1.37241606734621,0,0,1.37241606734621,0,1.32128393524745,2.6288585307293,5.832397763525,0.975586259536328,8.52053992567315,2.57587378514871,0,0,0,0,0,0,1.49024228479115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37241606734621,0,0,1.37241606734621,0,1.32128393524745,2.6288585307293,5.832397763525,0.975586259536328,8.52053992567315,2.57587378514871,0,0,0,0,0,0,1.49024228479115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
