"year","month","fleet","sex","partition","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
2003,"7","Enter Fleet",3,0,43,0,0,0,0,0,0,0,0,0,0,0.367882879265495,0.371339087581335,2.21065183072305,1.05536337456048,5.48047903047258,7.07063981531649,4.75909719772663,3.72131982430263,4.40483584535298,4.19766665277406,2.59495169948879,1.58858516046464,17.274942388057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10705401951944,1.81100233090755,2.50636094809893,5.57379665500027,7.89326822107941,8.27268873692867,5.78909810243998,6.40745443141815,5.12692925039924,0.414592518122222,0,0,0,0,0,0,0
2004,"7","Enter Fleet",3,0,34,0,0,0,0,0,0,0,0,0,0.772248918567436,0.144270943820847,0.133516569668238,0,1.06079080620913,2.51560122116564,6.49595558056096,5.87343780263971,1.92641646913421,3.3931802879516,2.31892345578809,6.73843628079431,8.03438448271091,6.31331568607558,5.71763772700861,3.08899567426974,0.772248918567436,0.772248918567436,0,0,0,0,0,0,0,0,0,0,0,0,0.971103384030769,0.591490578393485,0.135324337536086,1.16748600363398,2.19887291207423,3.61335903561118,5.70267752557161,5.03249370509403,13.9988563101244,5.11098403445827,2.31674675570231,2.31674675570231,0,0.772248918567436,0,0,0
2005,"7","Enter Fleet",3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5.28017931476145,1.76005977158715,4.18568836436272,3.5201195431743,5.63057499656923,7.08613512648095,4.37796380159493,5.30564323071528,6.03083116051416,1.84560023176738,0,0,1.41774545232758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43107207660522,4.55773599865819,9.70724120580028,11.1516704023909,10.549990088895,9.92742021560465,2.8165835658631,1.41774545232758,0,0,0,0,0,0,0
2006,"7","Enter Fleet",3,0,14,0,0,0,0,0,0,0,0,0,0.123350195838478,0.123350195838478,0.123350195838478,0,0.123350195838478,0.370047897334071,2.28827364740035,2.22135269582402,3.44857846108982,8.22850615708534,8.38007097505489,6.51336488826399,3.74131592642515,5.56440610278403,3.2197059013029,2.44561697493679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123350195838478,0,0,1.79487824440916,1.14413682370017,2.96722700005905,4.41449076951696,8.45422313413392,14.8346392594576,11.8979942411288,4.76210524446821,1.91822575006628,0,0.774088926366104,0,0,0,0
2007,"7","Enter Fleet",3,0,38,0,0,0,0,0,0.520243045284217,1.21909587790743,6.51855205648973,3.30003189589642,1.69858305554009,0.658096964971652,0.877462619962202,0.658096964971652,0.295525244408635,0.544291538618987,1.79043745113455,0.810705448990795,3.6313224935503,4.39313536661838,5.09676173476067,4.8236214788847,2.00159407155819,2.16566627345271,1.08858307723797,1.57436264260033,0,0,0,0,0,0,0,0,0.520243045284217,2.30030167297955,7.16099037843288,2.06270979146159,1.99942428268588,0.50198065560894,0,1.23623720999868,0.50198065560894,0.598789402461842,3.6716444034274,7.46830480904773,12.8592899148936,4.74062705451884,7.5543731009827,1.78801452022713,0.763657193609538,0.324925883628437,0,0,0.280336722302464,0,0
2008,"7","Enter Fleet",3,0,17,0,0,0,0,0,0,0,0,3.45424633910492,2.59067516506008,3.45424633910492,2.8959207634899,3.66371432264667,7.17940869501178,4.00336621685325,2.89415633806545,1.63408808548718,2.27526494190246,1.07572415279771,3.35478644507018,4.58344025367835,5.34475146725399,1.52975684299797,1.57064548435588,0.811405552800239,0,0,0,0,0,0,0,0,0,0,0,0.863571174044842,3.02249910915695,1.66385317525616,4.06569646282567,7.948966679593,6.52806721386869,5.23271045280143,4.95350930791947,2.61399626632237,3.10907102617832,1.24319113982266,2.33007720128373,2.86600224542314,1.24319113982266,0,0,0,0,0,0
2009,"7","Enter Fleet",3,0,26,0,0,0,0,0,0,0,0.797539924606066,0,1.59507984921213,1.7632678589506,5.85681166451002,3.00312821679615,1.59507984921213,2.83494020705768,2.72909602452859,2.0514326551354,1.9455884726063,2.03740028245162,3.84507057782304,6.00765967086068,3.97336655664618,1.9455884726063,0.965727934344533,0,0,0,0,0,0,0,0,0,0,0.797539924606066,0,0,0.797539924606066,5.85681166451002,6.12623322003863,1.93155609992252,5.0842293170344,6.00635666482575,5.14637268177686,10.7292523852528,5.72039695577698,4.79145388411064,4.06547906019186,0,0,0,0,0,0,0,0
2010,"7","Enter Fleet",3,0,51,0,0,0,0,0,0,0,0,0,0.130111084946209,0,0.130111084946209,0.633085599698189,1.02340255805824,1.538860175399,0.350080952757323,1.25585552845813,1.40695647780949,3.8163093527935,9.36382621761177,12.8569112143402,14.3775030372562,6.11717656990089,1.70994060748383,1.30177900508369,0,0,0,0,0,0,0,0,0,0,0,0,0.130111084946209,0.260222169892419,0.362841095481883,1.15351364300445,1.65648815775643,1.62513373297731,2.63028423503107,3.64038886657177,5.40572120473348,11.5255866935993,10.2628051617466,4.03321548263244,1.30177900508369,0,0,0,0,0,0
2011,"7","Enter Fleet",3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791066189560071,0.760586727012833,1.17963971901845,1.8823841384243,1.51628723169357,1.87065720482727,5.5428249654795,8.38172014042739,8.70822544026184,5.50669333223459,3.02314537488682,0.82471509362002,0,0,0,0,0,0,0,0,0,0,0,0,0.174794699426014,0,0.203900737317744,0.533892422816176,1.0300949036437,2.27637213046689,2.79056119187905,5.29798560862257,9.30917796308446,15.4696478433535,10.8196281399921,8.39476767465472,2.47414528086006,1.23708584643633,0,0,0,0,0
2012,"7","Enter Fleet",3,0,53,0,0,0.509945619529194,1.48352447533045,0.269615456565531,0.385726985194994,0.385726985194994,0.180307233294106,0.0901536166470528,0.0901536166470528,0.909090514968123,2.1231621093822,1.17836998185873,2.02635372949623,4.66309231457218,4.25615462635022,3.6702861786637,1.29422138944953,2.74172993930292,2.49245811563551,2.52849571786578,4.98165387991122,2.484177595905,0.927407371440054,0.463698266531722,0,0,0,0.29909584094639,0.210849778582804,2.60520974751568,3.79451565137451,1.48159524429376,0.45513594900934,0.385726985194994,0.0901536166470528,0.368190491839028,0.269626294942142,1.36707695702605,1.74126107113075,2.17059084543023,2.16410949621708,4.05699945613026,4.12063156521115,4.07202144611257,8.5462875633747,8.04835086513006,7.88294639967554,4.54389184860869,1.19022716587073,0,0,0,0,0,0
2013,"7","Enter Fleet",3,0,36,0,0,0.776748265169156,2.24093464132871,5.74669259704701,20.415754567089,5.99366706291141,2.41961310693878,1.0654602526196,0.488055663469569,1.46416699040871,1.0654602526196,0.488055663469569,0.180016082418907,0,0.886510386497592,0.259769061427241,0.519518737103629,0.947788744943227,0.77928779853087,1.2988065356345,0.662721278653109,0.42842509384642,0,0,0,0,0,0,0.267659062024322,2.6984383614543,1.75287897785915,4.48188866840828,19.9690680959393,11.103227572431,1.55351591608917,0.976111326939137,0.488055663469569,2.04157157955873,1.52457299006597,0.68030415467658,0.488055663469569,0,0.608266704507652,0.983109582996991,0.259769061427241,1.21674665227469,0.519538122854482,0.259769061427241,0,0,0,0,0,0,0
