"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40"
1902,1822.26,1687.55,1562.69,1446.97,1339.74,1240.39,1148.34,1063.08,984.103,910.96,843.219,788.476,729.34,674.606,623.961,577.119,533.823,493.794,456.769,422.52,390.84,361.534,334.426,309.351,286.156,264.7,244.852,226.493,209.511,193.801,179.27,165.828,153.394,141.893,131.254,121.412,112.309,103.888,96.0982,88.8927,1096.65
1903,1820.05,1685.63,1561.02,1445.52,1338.47,1239.29,1147.38,1062.23,983.352,910.302,842.644,779.983,729.346,674.644,624.015,577.168,533.839,493.789,456.763,422.514,390.834,361.529,334.422,309.346,286.152,264.696,244.849,226.49,209.508,193.799,179.268,165.826,153.392,141.891,131.252,121.411,112.307,103.886,96.0968,88.8914,1096.64
1904,1817.7,1683.58,1559.24,1443.97,1337.13,1238.11,1146.35,1061.33,982.565,909.605,842.033,779.449,721.488,674.648,624.049,577.217,533.883,493.803,456.757,422.507,390.828,361.523,334.416,309.341,286.147,264.691,244.845,226.486,209.504,193.795,179.265,165.823,153.39,141.889,131.25,121.408,112.305,103.885,96.0952,88.89,1096.62
1905,1815.2,1681.41,1557.35,1442.33,1335.7,1236.87,1145.27,1060.38,981.732,908.874,841.386,778.882,720.992,667.377,624.051,577.246,533.927,493.843,456.769,422.501,390.82,361.516,334.41,309.335,286.141,264.686,244.84,226.482,209.5,193.792,179.261,165.82,153.387,141.886,131.247,121.406,112.303,103.883,96.0934,88.8882,1096.6
1906,1812.55,1679.1,1555.33,1440.58,1334.18,1235.55,1144.12,1059.37,980.85,908.102,840.708,778.281,720.465,666.917,617.324,577.246,533.952,493.882,456.804,422.511,390.813,361.508,334.402,309.329,286.135,264.68,244.835,226.477,209.495,193.787,179.257,165.816,153.383,141.883,131.244,121.403,112.301,103.88,96.0913,88.8863,1096.57
1907,1809.76,1676.65,1553.2,1438.71,1332.56,1234.14,1142.89,1058.3,979.916,907.284,839.991,777.652,719.908,666.428,616.896,571.023,533.951,493.904,456.839,422.542,390.821,361.501,334.394,309.321,286.128,264.674,244.829,226.471,209.49,193.783,179.253,165.812,153.38,141.879,131.241,121.401,112.298,103.878,96.0889,88.8841,1096.55
1908,1806.81,1674.06,1550.93,1436.74,1330.84,1232.64,1141.59,1057.17,978.926,906.417,839.232,776.987,719.324,665.911,616.442,570.626,528.193,493.902,456.859,422.574,390.849,361.507,334.387,309.313,286.12,264.667,244.822,226.465,209.485,193.777,179.248,165.808,153.376,141.875,131.237,121.397,112.295,103.875,96.0863,88.8817,1096.52
1909,1803.69,1671.33,1548.54,1434.64,1329.01,1231.05,1140.2,1055.96,977.873,905.498,838.429,776.283,718.707,665.369,615.962,570.204,527.824,488.574,456.855,422.591,390.877,361.533,334.392,309.305,286.112,264.659,244.815,226.458,209.478,193.772,179.243,165.803,153.371,141.871,131.234,121.394,112.291,103.872,96.0835,88.8791,1096.48
1910,1800.41,1668.45,1546.01,1432.43,1327.07,1229.36,1138.72,1054.68,976.754,904.523,837.577,775.538,718.054,664.797,615.459,569.759,527.433,488.232,451.926,422.586,390.892,361.557,334.414,309.309,286.104,264.65,244.807,226.451,209.472,193.765,179.237,165.798,153.366,141.867,131.229,121.39,112.288,103.868,96.0803,88.8762,1096.45
1911,1796.94,1665.42,1543.35,1430.09,1325.02,1227.57,1137.16,1053.31,975.562,903.485,836.672,774.748,717.363,664.191,614.928,569.292,527.02,487.869,451.608,418.026,390.887,361.57,334.436,309.329,286.107,264.642,244.798,226.443,209.464,193.759,179.231,165.792,153.361,141.862,131.225,121.385,112.284,103.865,96.077,88.8731,1096.41
1912,1793.27,1662.21,1540.54,1427.63,1322.86,1225.67,1135.5,1051.86,974.294,902.38,835.71,773.909,716.63,663.55,614.366,568.799,526.586,487.485,451.271,417.731,386.667,361.565,334.447,309.348,286.124,264.644,244.79,226.435,209.456,193.751,179.224,165.786,153.355,141.856,131.22,121.381,112.28,103.861,96.0734,88.8698,1096.37
1913,1789.37,1658.81,1537.57,1425.03,1320.59,1223.67,1133.74,1050.32,972.947,901.204,834.685,773.017,715.852,662.87,613.772,568.278,526.129,487.083,450.915,417.418,386.394,357.661,334.441,309.358,286.142,264.66,244.791,226.427,209.448,193.744,179.217,165.779,153.349,141.851,131.215,121.376,112.275,103.857,96.0695,88.8662,1096.33
1914,1785.25,1655.2,1534.43,1422.29,1318.18,1221.56,1131.89,1048.69,971.523,899.957,833.596,772.067,715.025,662.149,613.141,567.726,525.646,486.659,450.542,417.087,386.103,357.406,330.829,309.351,286.149,264.675,244.805,226.427,209.44,193.735,179.209,165.772,153.342,141.844,131.209,121.371,112.27,103.852,96.0654,88.8624,1096.28
1915,1780.92,1651.39,1531.1,1419.38,1315.64,1219.34,1129.94,1046.98,970.017,898.636,832.44,771.057,714.145,661.382,612.472,567.142,525.134,486.21,450.149,416.741,385.796,357.137,330.593,306.009,286.143,264.682,244.819,226.439,209.44,193.727,179.201,165.764,153.335,141.838,131.203,121.365,112.265,103.848,96.061,88.8583,1096.23
1916,1776.36,1647.38,1527.57,1416.29,1312.95,1216.99,1127.88,1045.17,968.428,897.241,831.216,769.986,713.209,660.566,611.762,566.522,524.592,485.736,449.732,416.376,385.475,356.852,330.343,305.79,283.051,264.675,244.824,226.451,209.451,193.727,179.193,165.756,153.328,141.831,131.197,121.359,112.26,103.843,96.0564,88.854,1096.18
1917,1771.51,1643.17,1523.86,1413.02,1309.98,1214.08,1124.93,1042.32,965.794,894.871,829.125,768.168,711.641,659.221,610.609,565.534,523.743,485.004,449.099,415.826,384.996,356.433,329.974,305.466,282.767,261.743,244.753,226.399,209.41,193.69,179.15,165.711,153.286,141.793,131.162,121.328,112.231,103.816,96.0317,88.8314,1095.9
1918,1766.37,1638.68,1519.96,1409.58,1306.87,1211.06,1121.76,1039.01,962.573,891.894,826.456,765.826,709.618,657.487,609.13,564.273,522.668,484.084,448.308,415.144,384.405,355.919,329.524,305.071,282.42,261.439,242.005,226.299,209.331,193.626,179.092,165.65,153.224,141.736,131.11,121.28,112.187,103.776,95.9952,88.7978,1095.49
1919,1760.96,1633.93,1515.81,1405.97,1303.68,1208.16,1118.92,1036.01,959.454,888.858,823.65,763.311,707.412,655.582,607.498,562.881,521.481,483.071,447.441,414.399,383.762,355.362,329.04,304.648,282.048,261.112,241.718,223.753,209.235,193.549,179.029,165.592,153.164,141.676,131.055,121.23,112.141,103.734,95.9565,88.7623,1095.06
1920,1755.29,1628.92,1511.41,1402.14,1300.43,1205.51,1116.77,1034.03,957.312,886.546,821.34,761.136,705.433,653.827,605.969,561.563,520.351,482.105,446.615,413.69,383.152,354.835,328.583,304.251,281.701,260.807,241.45,223.519,206.909,193.485,178.98,165.554,153.13,141.638,131.015,121.193,112.107,103.703,95.9283,88.7365,1094.76
1921,1749.32,1623.68,1506.78,1398.07,1296.88,1202.47,1114.26,1031.97,955.406,884.505,819.151,758.958,703.387,651.969,604.324,560.131,519.117,481.047,445.711,412.917,382.489,354.264,328.09,303.823,281.329,260.482,241.164,223.268,206.689,191.331,178.919,165.507,153.093,141.604,130.977,121.154,112.072,103.67,95.8986,88.7093,1094.43
1922,1743.05,1618.15,1501.93,1393.79,1293.13,1199.23,1111.54,1029.76,953.628,882.865,817.378,757.035,701.461,650.152,602.668,558.662,517.837,479.944,444.765,412.107,381.797,353.671,327.58,303.382,280.947,260.15,240.874,223.013,206.465,191.135,176.934,165.457,153.055,141.575,130.951,121.124,112.04,103.641,95.8718,88.6848,1094.15
1923,1736.51,1612.36,1496.82,1389.31,1289.18,1195.79,1108.59,1027.3,951.648,881.283,815.918,755.446,699.726,648.407,601.018,557.156,516.5,478.778,443.759,411.245,381.059,353.04,327.039,302.917,280.545,259.802,240.572,222.749,206.233,190.932,176.756,163.624,153.01,141.542,130.926,121.101,112.014,103.613,95.8461,88.6614,1093.88
1924,1729.69,1606.3,1491.46,1384.58,1285.01,1192.06,1105.27,1024.41,949.204,879.292,814.314,753.975,698.155,646.718,599.335,555.572,515.059,477.5,442.646,410.286,380.237,352.337,326.437,302.401,280.101,259.417,240.239,222.459,205.98,190.709,176.56,163.452,151.309,141.495,130.89,121.073,111.988,103.585,95.8167,88.6342,1093.56
1925,1722.61,1599.99,1485.86,1379.62,1280.6,1188.11,1101.66,1021.17,946.393,876.937,812.41,752.452,696.773,645.254,597.77,554.016,513.598,476.172,441.47,409.262,379.354,351.58,325.79,301.847,279.626,259.009,239.886,222.154,205.714,190.477,176.356,163.273,151.152,139.923,130.848,121.042,111.964,103.563,95.7915,88.6079,1093.26
1926,1715.3,1593.45,1480.02,1374.43,1275.98,1183.92,1097.8,1017.59,943.173,874.146,810.077,750.568,695.268,643.9,596.357,552.523,512.122,474.791,440.217,408.153,378.39,350.749,325.078,301.238,279.105,258.562,239.501,221.821,205.426,190.226,176.137,163.08,150.983,139.775,129.392,121,111.932,103.537,95.7686,88.5824,1092.92
1927,1707.78,1586.69,1473.97,1369.03,1271.15,1179.52,1093.69,1013.71,939.526,870.829,807.175,748.122,693.273,642.292,594.92,551.059,510.607,473.312,438.843,406.912,377.293,349.795,324.255,300.532,278.499,258.043,239.054,221.435,205.091,189.934,175.882,162.857,150.786,139.601,129.239,119.639,111.88,103.496,95.7342,88.5513,1092.47
1928,1700.12,1579.73,1467.72,1363.44,1266.2,1175.2,1089.88,1010.2,936.195,867.663,804.268,745.559,691.101,640.514,593.482,549.768,509.282,471.933,437.492,405.654,376.156,348.79,323.38,299.777,277.851,257.487,238.577,221.024,204.737,189.627,175.615,162.623,150.581,139.421,129.08,119.499,110.623,103.449,95.6969,88.5204,1092.04
1929,1692.4,1572.65,1461.28,1357.64,1260.96,1170.51,1085.8,1006.62,932.915,864.557,801.315,742.844,688.702,638.474,591.806,548.405,508.056,470.678,436.189,404.379,374.968,347.715,322.429,298.948,277.135,256.87,238.048,220.569,204.344,189.287,175.319,162.366,150.356,139.222,128.904,119.344,110.486,102.28,95.6476,88.4802,1091.53
1930,1684.59,1565.5,1454.73,1351.68,1255.56,1165.64,1081.48,1002.86,929.561,861.42,798.3,739.949,686.021,636.087,589.759,546.706,506.66,469.42,434.916,403.073,373.698,346.534,321.361,298.001,276.307,256.152,237.427,220.033,203.88,188.885,174.97,162.06,150.087,138.986,128.696,119.159,110.322,102.134,94.5482,88.4175,1090.82
1931,1676.74,1558.28,1448.12,1345.62,1249.98,1160.44,1076.67,998.552,925.821,858.123,795.257,737.063,683.278,633.564,587.524,544.796,505.078,468.124,433.751,401.896,372.492,345.363,320.272,297.017,275.435,255.39,236.766,219.462,203.388,188.46,174.601,161.739,149.807,138.74,128.48,118.968,110.152,101.983,94.4147,87.4027,1090.13
1932,1668.82,1551.02,1441.44,1339.5,1244.3,1155.15,1071.74,993.978,921.682,854.484,792.022,734.073,680.448,630.885,585.067,542.622,503.221,466.583,432.486,400.762,371.356,344.206,319.153,295.979,274.498,254.56,236.041,218.833,202.844,187.989,174.194,161.386,149.499,138.472,128.243,118.76,109.968,101.82,94.2694,87.2736,1088.47
1933,1660.73,1543.69,1434.73,1333.32,1238.6,1149.86,1066.97,989.693,917.816,851.069,789.075,731.476,678.043,628.589,582.872,540.598,501.427,465.055,431.228,399.739,370.437,343.27,318.186,295.036,273.621,253.768,235.341,218.224,202.318,187.537,173.806,161.053,149.212,138.223,128.028,118.572,109.804,101.676,94.1419,87.1612,1087.1
1934,1652.19,1536.21,1427.95,1327.11,1232.88,1144.68,1062.33,985.579,914.116,847.69,786.051,728.836,675.69,626.387,580.754,538.563,499.543,463.381,429.797,398.557,369.472,342.403,317.304,294.127,272.735,252.944,234.596,217.565,201.744,187.041,173.379,160.685,148.896,137.95,127.792,118.366,109.624,101.518,94.0036,87.0387,1085.67
1935,1642.87,1528.31,1421.02,1320.83,1227.05,1139.19,1057.3,981.076,910.166,844.186,782.891,726.033,673.258,624.23,578.74,536.627,497.684,461.66,428.268,397.251,368.394,341.524,316.514,293.322,271.903,252.133,233.842,216.883,201.14,186.516,172.925,160.295,148.56,137.662,127.543,118.151,109.437,101.355,93.8606,86.913,1084.26
1936,1632.33,1519.69,1413.72,1314.41,1221.14,1133.54,1051.87,976.064,905.678,840.254,779.414,722.912,670.5,621.844,576.631,534.67,495.814,459.873,426.619,395.788,367.144,340.491,315.67,292.563,271.134,251.342,233.072,216.168,200.494,185.944,172.426,159.863,148.189,137.342,127.267,117.912,109.23,101.175,93.7033,86.775,1082.77
1937,1620.37,1509.94,1405.74,1307.65,1215.15,1127.97,1046.53,970.994,901.088,836.221,775.928,719.851,667.757,619.419,574.53,532.807,494.075,458.201,425.012,394.299,365.819,339.357,314.731,291.795,270.442,250.638,232.346,215.46,199.836,185.348,171.898,159.403,147.79,136.998,126.971,117.657,109.009,100.983,93.5361,86.6288,1081.25
1938,1607.08,1498.88,1396.72,1300.26,1208.81,1122.3,1041.29,965.99,896.326,831.882,772.088,716.509,664.806,616.766,572.179,530.764,492.261,456.511,423.392,392.747,364.383,338.078,313.634,290.883,269.693,249.963,231.663,214.76,199.155,184.715,171.325,158.894,147.345,136.612,126.637,117.368,108.76,100.766,93.3473,86.4637,1079.58
1939,1593.03,1486.58,1386.49,1291.92,1201.99,1116.46,1036.07,961.157,891.705,827.483,768.08,712.964,661.723,614.046,569.734,528.598,490.38,454.841,421.836,391.255,362.954,336.756,312.457,289.874,268.854,249.274,231.042,214.131,198.51,184.088,170.742,158.367,146.877,136.203,126.282,117.061,108.494,100.537,93.1483,86.2904,1077.9
1940,1578.63,1473.59,1375.12,1282.47,1194.37,1110.34,1030.9,956.506,887.309,823.188,763.93,709.146,658.325,611.077,567.111,526.242,488.294,453.03,420.231,389.765,361.531,335.397,311.202,288.759,267.898,248.479,230.388,213.542,197.916,183.48,170.153,157.819,146.382,135.763,125.897,116.728,108.206,100.287,92.932,86.1025,1076.14
1941,1565.21,1460.26,1363.1,1271.92,1185.37,1102.77,1024.66,951.155,882.415,818.401,759.068,704.287,653.715,606.862,563.339,522.856,485.229,450.29,417.819,387.612,359.548,333.534,309.45,287.149,266.458,247.222,229.314,212.628,197.089,182.673,169.354,157.057,145.676,135.121,125.322,116.216,107.753,99.8874,92.5787,85.7896,1072.93
1942,1553.19,1447.85,1350.77,1260.81,1175.67,1094.54,1017.67,945.304,877.299,813.598,754.254,699.328,648.725,602.101,558.962,518.919,481.682,447.075,414.938,385.066,357.271,331.44,307.492,285.315,264.775,245.714,227.99,211.487,196.108,181.784,168.494,156.214,144.875,134.38,124.647,115.609,107.211,99.4052,92.15,85.4083,1069
1943,1542.31,1436.73,1339.29,1249.45,1165.8,1086.42,1010.85,939.318,871.88,808.236,748.589,693.23,642.277,595.573,552.696,513.108,476.404,442.291,410.593,381.155,353.786,328.311,304.629,282.664,262.316,243.464,225.964,209.687,194.526,180.395,167.231,155.014,143.725,133.298,123.647,114.695,106.383,98.6574,91.4765,84.8018,1062.4
1944,1531.05,1426.67,1329,1238.83,1155.31,1077.26,1002.56,930.99,862.446,796.918,735.118,678.048,626.152,579.253,536.819,498.17,462.645,429.781,399.262,370.901,344.544,320.013,297.152,275.873,256.112,237.785,220.785,204.989,190.284,176.576,163.789,151.869,140.801,130.568,121.114,112.359,104.236,96.6901,89.6763,83.1551,1043
1945,1522.28,1416.25,1319.7,1229.31,1145.45,1067.34,993.791,922.161,851.707,783.04,717.805,657.821,604.141,556.649,514.558,476.931,442.893,411.711,382.895,356.123,331.21,308.013,286.377,266.169,247.318,229.776,213.477,198.334,184.241,171.103,158.84,147.39,136.706,126.777,117.591,109.098,101.23,93.9263,87.1388,80.8274,1015.29
1946,1510.97,1408.13,1310.06,1220.67,1136.32,1057.12,982.101,908.612,833.229,757.085,684.285,618.603,561.756,513.485,472.374,436.817,405.483,377.347,351.635,327.855,305.695,284.987,265.614,247.456,230.413,214.443,199.521,185.605,172.633,160.525,149.207,138.619,128.711,119.45,110.83,102.845,95.4539,88.5994,82.2306,76.3077,960.379
1947,1505.64,1397.68,1302.55,1211.72,1127.95,1047.92,972.25,899.075,825.303,748.928,673.255,603.332,542.442,491.268,448.727,412.997,382.354,355.472,331.369,309.329,288.899,269.804,251.899,235.091,219.284,204.402,190.416,177.316,165.07,153.633,142.938,132.926,123.547,114.76,106.538,98.8785,91.7772,85.2003,79.097,73.4235,925.977
1948,1506.48,1392.74,1292.88,1204.82,1120.11,1041.59,966.586,894.753,823.837,751.631,677.703,606.02,541.2,485.709,439.624,401.613,369.847,342.685,318.889,297.556,278.03,259.904,242.931,226.986,211.988,197.858,184.532,171.99,160.226,149.217,138.924,129.291,120.266,111.804,103.873,96.4467,89.526,83.107,77.16,71.6397,905.36
1949,1511.55,1393.53,1288.31,1195.8,1112.99,1032.69,958.813,887.803,818.636,749.64,680.022,610.278,544.08,485.157,435.229,394.031,360.189,331.976,307.883,286.778,267.843,250.489,234.35,219.209,204.957,191.53,178.857,166.889,155.61,145.019,135.098,125.814,117.118,108.965,101.318,94.1449,87.4266,81.163,75.3516,69.966,886.08
1950,1521.6,1398.21,1289.04,1191.55,1104.36,1025.64,950.466,880.851,812.664,745.367,678.66,612.739,548.199,487.967,434.91,390.227,353.493,323.389,298.327,276.933,258.185,241.347,225.891,211.492,197.959,185.198,173.155,161.774,151.01,140.855,131.309,122.359,113.978,106.122,98.7527,91.8365,85.3469,79.266,73.5948,68.3315,867.144
1951,1536.24,1407.51,1293.37,1192.19,1100.06,1016.93,943.269,872.67,805.958,739.678,674.565,611.281,550.179,491.441,437.226,389.756,349.914,317.228,290.475,268.215,249.209,232.542,217.553,203.772,190.91,178.801,167.364,156.554,146.324,136.638,127.49,118.883,110.807,103.239,96.1408,89.479,83.224,77.3524,71.8488,66.7144,848.184
1952,1556.32,1421.05,1301.97,1196.15,1100.2,1011.95,933.948,864.513,796.8,732.018,668.181,606.73,548.318,492.886,440.162,391.76,349.489,314.058,285.011,261.241,241.46,224.558,209.718,196.352,184.041,172.53,161.674,151.405,141.686,132.476,123.747,115.494,107.723,100.427,93.5852,87.1653,81.1369,75.4744,70.1571,65.1715,830.035
1953,1582.75,1439.63,1314.5,1204.14,1104.18,1012.8,930.283,857.028,790.537,724.92,662.406,601.992,545.086,491.927,442.039,394.865,351.669,313.987,282.417,256.539,235.361,217.729,202.651,189.397,177.442,166.414,156.087,146.333,137.093,128.338,120.033,112.154,104.699,97.6744,91.0752,84.8837,79.0716,73.6117,68.4814,63.6625,812.489
1954,1618.67,1464.07,1331.69,1215.75,1111.89,1017.21,931.969,854.714,785.049,721.035,658.222,599.279,543.36,491.445,443.4,398.537,356.205,317.467,283.675,255.357,232.14,213.134,197.3,183.75,171.827,161.061,151.117,141.794,132.978,124.618,116.69,109.164,102.018,95.2531,88.8759,82.882,77.2563,71.9736,67.0096,62.3442,797.758
1955,1666.99,1497.3,1354.29,1231.6,1122.06,1023.12,934.719,855.006,781.517,714.172,652.302,592.727,538.015,487.068,440.335,397.374,357.385,319.685,285.181,255.067,229.82,209.109,192.145,178.003,165.89,155.219,145.571,136.647,128.27,120.338,112.809,105.662,98.8708,92.4185,86.3062,80.541,75.1198,70.0296,65.248,60.7536,779.955
1956,1737.57,1542,1385.03,1252.46,1136.23,1031.64,939.476,857.093,781.51,710.773,645.944,587.263,532.008,482.159,436.302,394.525,356.25,320.662,287.101,256.359,229.503,206.969,188.473,173.313,160.666,149.823,140.261,131.605,123.589,116.055,108.913,102.128,95.6806,89.5502,83.7217,78.1974,72.9842,68.0801,63.4737,59.1453,762.226
1957,1842.42,1607.29,1426.38,1280.85,1155.11,1043.87,946.379,860.183,781.289,707.437,638.441,576.436,521.801,471.643,427.133,386.586,349.83,316.224,284.978,255.473,228.401,204.716,184.819,168.471,155.061,143.863,134.251,125.762,118.067,110.931,104.213,97.8377,91.7727,86.0039,80.5138,75.2901,70.3356,65.6575,61.2546,57.1173,739.314
1958,2005.56,1704.27,1486.77,1319.11,1181.5,1061.62,957.876,866.507,783.798,706.641,634.653,568.859,511.294,461.752,417.047,377.771,342.179,309.989,280.564,253.174,227.257,203.425,182.54,164.971,150.522,138.657,128.741,120.219,112.684,105.843,99.4904,93.5026,87.8124,82.3937,77.2348,72.321,67.6423,63.2021,59.0074,55.0577,716.058
1959,2260.95,1855.18,1576.48,1374.73,1214.46,1081.19,969.687,873.829,788.083,709.255,635.801,568.315,507.835,455.778,411.491,371.805,337.066,305.626,277.188,251.165,226.899,203.886,182.682,164.071,148.397,135.495,124.893,116.024,108.397,101.646,95.511,89.8076,84.4265,79.3083,74.4304,69.7832,65.3542,61.135,57.129,53.3432,697.254
1960,2205.47,2091.43,1716.08,1457.81,1266.87,1113.76,989.96,886.518,795.99,713.653,638.03,568.769,506.533,451.79,405.26,365.984,330.937,300.32,272.618,247.542,224.561,203.087,182.674,163.827,147.259,133.291,121.782,112.319,104.397,97.5777,91.5367,86.0417,80.9281,76.0991,71.5022,67.1178,62.9382,58.9527,55.154,51.5459,677.407
1961,2386.71,2040.1,1934.61,1587.01,1344.58,1164.07,1021.89,906.539,808.175,720.515,640.908,569.187,505.151,448.836,400.018,358.885,324.344,293.594,266.755,242.456,220.43,200.205,181.262,163.208,146.504,131.797,119.382,109.145,100.721,93.6635,87.5838,82.193,77.2848,72.713,68.3916,64.2746,60.3452,56.5969,53.0208,49.6107,655.865
1962,2238.6,2207.75,1887.13,1789.25,1465.09,1238.03,1070.47,937.777,828.087,732.991,648.369,572.921,506.554,448.51,398.176,354.905,318.621,288.235,261.204,237.61,216.221,196.801,178.933,162.159,146.136,131.282,118.185,107.118,97.9859,90.4663,84.1629,78.7287,73.9066,69.5127,65.4166,61.542,57.8481,54.3204,50.9535,47.7398,635.373
1963,1915.77,2070.75,2042.21,1745.28,1651.19,1347.84,1137.27,980.912,854.51,748.009,655.745,575.318,505.586,445.715,394.223,350.016,312.222,280.63,254.215,230.708,210.17,191.515,174.539,158.879,144.138,130.02,116.904,105.32,95.5216,87.4288,80.7607,75.1672,70.3414,66.0556,62.1471,58.5002,55.0478,51.7539,48.6062,45.6004,611.539
1964,1702.61,1772.13,1915.49,1888.7,1610.56,1518.96,1238.26,1043.04,896.374,776.514,675.592,589.249,515.246,452.022,398.286,352.347,313.035,279.479,251.448,228.013,207.137,188.877,172.265,157.121,143.129,129.934,117.274,105.498,95.0869,86.2745,78.9925,72.9898,67.9525,63.6045,59.7413,56.2162,52.9255,49.8087,46.8337,43.9897,594.852
1965,1666.45,1574.95,1639.25,1771.54,1743.44,1482.64,1396.6,1136.25,952.736,812.939,698.683,603.817,524.285,457.349,400.886,353.262,312.722,278.102,248.573,223.91,203.283,184.882,168.764,154.07,140.65,128.225,116.486,105.202,94.6899,85.3867,77.506,70.9904,65.617,61.1058,57.21,53.7467,50.5848,47.6316,44.8329,42.1604,575.244
1966,1844.72,1541.5,1456.86,1515.95,1633.76,1601.54,1359.82,1278.31,1035.17,861.571,729.085,622.23,535.227,463.589,404.063,354.237,312.392,276.843,246.505,220.622,198.992,180.886,164.703,150.504,137.532,125.66,114.647,104.221,94.1817,84.8149,76.517,69.4829,63.664,58.8633,54.831,51.3473,48.2487,45.4183,42.7733,40.2655,554.663
1967,2309.97,1706.4,1425.91,1347.25,1397.78,1500.03,1466.84,1238.67,1149.91,913.409,744.216,618.512,521.463,445.602,384.98,335.546,294.611,260.424,231.441,206.699,185.552,167.844,152.985,139.644,127.893,117.106,107.19,97.9513,89.1691,80.6789,72.7338,65.6802,59.6918,54.7326,50.6374,47.1947,44.2175,41.5666,39.1426,36.8748,513.231
