"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40"
1913,18.9592,17.6245,77.4502,197.57,358.463,539.393,721.646,891.194,1039,1160.28,1253.49,1319.35,1360,1378.38,1377.74,1361.35,1332.32,1293.44,1247.19,1195.69,1140.71,1083.7,1036.35,977.404,919.358,862.786,808.125,755.701,705.683,658.154,613.162,570.708,530.763,493.264,458.135,425.281,394.602,365.989,339.332,314.522,3891.96
1914,18.9155,17.5862,77.2918,197.189,357.811,538.464,720.468,889.816,1037.48,1158.67,1251.85,1317.73,1358.43,1376.88,1376.32,1360.03,1331.09,1292.31,1246.16,1194.75,1139.85,1082.93,1025.16,977.384,919.383,862.836,808.171,755.702,705.656,658.126,613.135,570.684,530.74,493.243,458.115,425.263,394.585,365.973,339.318,314.509,3891.79
1915,18.8696,17.5457,77.1239,196.786,357.121,537.484,719.226,888.361,1035.87,1156.97,1250.11,1316,1356.76,1375.28,1374.82,1358.63,1329.8,1291.12,1245.07,1193.75,1138.94,1082.11,1024.43,966.826,919.361,862.857,808.215,755.743,705.656,658.099,613.107,570.658,530.716,493.221,458.094,425.244,394.567,365.956,339.302,314.494,3891.62
1916,18.8213,17.5031,76.9463,196.359,356.391,536.449,717.916,886.827,1034.17,1155.17,1248.28,1314.17,1354.98,1373.59,1373.22,1357.14,1328.42,1289.86,1243.92,1192.71,1138,1081.25,1023.65,966.133,909.427,862.834,808.233,755.783,705.692,658.097,613.081,570.631,530.69,493.197,458.072,425.223,394.548,365.938,339.286,314.479,3891.43
1917,18.7699,17.4583,76.7594,195.905,355.583,535.163,716.037,884.405,1031.36,1152.12,1245.14,1311.07,1352,1370.79,1370.64,1354.78,1326.27,1287.92,1242.17,1191.13,1136.58,1079.98,1022.51,965.11,908.515,853.277,807.999,755.608,705.555,657.973,612.935,570.475,530.546,493.064,457.951,425.111,394.445,365.844,339.199,314.399,3890.45
1918,18.7155,17.4106,76.563,195.428,354.74,533.833,714.016,881.598,1027.92,1148.29,1241.13,1307.08,1348.16,1367.18,1367.32,1351.76,1323.55,1285.47,1239.98,1189.18,1134.84,1078.42,1021.11,963.861,907.401,852.285,798.926,755.277,705.29,657.754,612.736,570.264,530.331,492.866,457.769,424.945,394.292,365.704,339.07,314.28,3889
1919,18.6581,17.3601,76.3539,194.928,353.875,532.557,712.211,879.058,1024.59,1144.38,1236.91,1302.78,1343.97,1363.22,1363.65,1348.42,1320.54,1282.79,1237.58,1187.04,1132.94,1076.73,1019.61,962.524,906.203,851.218,797.978,746.779,704.966,657.492,612.519,570.067,530.124,492.658,457.576,424.768,394.13,365.555,338.933,314.154,3887.48
1920,18.5981,17.3069,76.1324,194.396,352.992,531.388,710.845,877.372,1022.3,1141.4,1233.45,1299.07,1340.21,1359.57,1360.22,1345.26,1317.68,1280.22,1235.3,1185.01,1131.14,1075.14,1018.2,961.27,905.089,850.224,797.095,745.996,697.127,657.276,612.354,569.935,530.005,492.524,457.437,424.639,394.012,365.446,338.833,314.063,3886.39
1921,18.5348,17.2512,75.8991,193.832,352.028,530.048,709.245,875.627,1020.27,1138.78,1230.16,1295.35,1336.32,1355.71,1356.53,1341.83,1314.56,1277.41,1232.8,1182.8,1129.18,1073.41,1016.67,959.919,903.895,849.165,796.151,745.159,696.387,649.958,612.143,569.774,529.876,492.407,457.306,424.504,393.886,365.332,338.729,313.967,3885.25
1922,18.4684,17.1926,75.6548,193.239,351.01,528.62,707.512,873.751,1018.37,1136.66,1227.5,1292.07,1332.66,1351.93,1352.81,1338.31,1311.32,1274.48,1230.18,1180.48,1127.14,1071.61,1015.09,958.527,902.668,848.083,795.194,744.308,695.634,649.294,605.352,569.599,529.745,492.305,457.214,424.398,393.775,365.228,338.634,313.88,3884.23
1923,18.3991,17.131,75.3975,192.617,349.937,527.104,705.637,871.667,1016.25,1134.63,1225.3,1289.36,1329.36,1348.3,1349.11,1334.71,1307.93,1271.38,1227.4,1178.01,1124.96,1069.7,1013.41,957.057,901.378,846.948,794.196,743.428,694.852,648.603,604.743,563.289,529.592,492.191,457.127,424.319,393.682,365.13,338.543,313.797,3883.26
1924,18.3268,17.0667,75.1275,191.961,348.805,525.458,703.522,869.21,1013.64,1132.06,1222.89,1286.85,1326.38,1344.79,1345.33,1330.91,1304.28,1267.99,1224.32,1175.26,1122.53,1067.57,1011.55,955.425,899.949,845.696,793.096,742.46,693.999,647.845,604.074,562.699,523.703,492.029,457.003,424.221,393.594,365.03,338.439,313.701,3882.15
1925,18.2519,16.9996,74.8454,191.273,347.61,523.718,701.226,866.464,1010.64,1129.03,1220.04,1284.25,1323.75,1341.75,1341.82,1327.18,1300.58,1264.47,1221.07,1172.33,1119.93,1065.27,1009.54,953.676,898.424,844.365,791.932,741.44,693.103,647.057,603.374,562.082,523.16,486.563,456.856,424.11,393.507,364.952,338.35,313.608,3881.06
1926,18.1744,16.9301,74.5513,190.555,346.355,521.869,698.765,863.423,1007.2,1125.44,1216.53,1281.03,1320.89,1338.93,1338.64,1323.61,1296.84,1260.8,1217.6,1169.15,1117.08,1062.76,1007.34,951.752,896.75,842.907,790.661,740.33,692.131,646.204,602.624,561.417,522.573,486.046,451.77,423.964,393.394,364.862,338.269,313.518,3879.88
1927,18.0947,16.8582,74.2465,189.805,345.044,519.931,696.151,860.134,1003.31,1121.17,1212.17,1276.86,1317.11,1335.59,1335.42,1320.1,1293.01,1256.87,1213.8,1165.6,1113.84,1059.87,1004.79,949.52,894.804,841.213,789.185,739.041,691.003,645.214,601.754,560.649,521.891,485.443,451.237,419.195,393.214,364.717,338.148,313.408,3878.28
1928,18.0136,16.7843,73.9313,189.03,343.699,518.027,693.725,857.153,999.751,1117.09,1207.81,1272.48,1312.98,1331.89,1332.19,1317.01,1289.65,1253.21,1210.07,1161.99,1110.48,1056.82,1002.07,947.134,892.72,839.401,787.611,737.671,689.809,644.171,600.839,559.846,521.183,484.814,450.681,418.704,388.794,364.552,338.016,313.298,3876.73
1929,17.9317,16.7091,73.6071,188.227,342.277,515.96,691.131,854.119,996.248,1113.09,1203.37,1267.85,1308.42,1327.65,1328.43,1313.74,1286.55,1249.88,1206.46,1158.34,1106.98,1053.56,999.127,944.515,890.419,837.391,785.862,736.151,688.486,643.016,599.828,558.959,520.403,484.125,450.069,418.162,388.314,360.432,337.842,313.156,3874.95
1930,17.849,16.6331,73.2772,187.401,340.812,513.812,688.38,850.924,992.667,1109.06,1198.84,1262.91,1303.33,1322.69,1323.83,1309.67,1283.01,1246.54,1202.94,1154.6,1103.23,1049.99,995.817,941.524,887.759,835.051,783.813,734.362,686.924,641.651,598.631,557.906,519.474,483.304,449.341,417.512,387.735,359.917,333.959,312.934,3872.43
1931,17.7659,16.5564,72.9441,186.56,339.297,511.521,685.32,847.272,988.673,1104.81,1194.28,1257.98,1298.12,1317.44,1318.82,1305.1,1279.01,1243.09,1199.72,1151.23,1099.67,1046.44,992.444,938.414,884.957,832.567,781.632,732.458,685.265,640.204,597.369,556.801,518.504,482.45,448.586,416.843,387.139,359.386,333.487,309.342,3869.95
1932,17.6819,16.4793,72.6078,185.711,337.756,509.187,682.181,843.39,984.253,1100.13,1189.42,1252.88,1292.74,1311.87,1313.3,1299.89,1274.3,1239,1196.22,1147.98,1096.31,1042.93,988.976,935.136,881.946,829.86,779.237,730.357,683.431,638.607,595.977,555.586,517.44,481.514,447.761,416.114,386.493,358.81,332.974,308.886,3864.09
1933,17.5962,16.4014,72.2695,184.854,336.208,506.855,679.142,839.754,980.125,1095.73,1184.99,1248.45,1288.17,1307.09,1308.38,1295.04,1269.76,1234.95,1192.74,1145.05,1093.6,1040.1,985.98,932.157,879.13,827.279,776.927,728.324,681.659,637.072,594.65,554.438,516.446,480.651,447.009,415.456,385.916,358.302,332.524,308.488,3859.21
1934,17.5057,16.3219,71.9281,183.993,334.657,504.573,676.189,836.264,976.173,1091.38,1180.45,1243.94,1283.7,1302.51,1303.62,1290.16,1264.99,1230.5,1188.78,1141.67,1090.75,1037.47,983.248,929.284,876.283,824.593,774.469,726.125,679.725,635.386,593.188,553.174,515.352,479.702,446.184,414.736,385.285,357.748,332.035,308.054,3854.13
1935,17.4069,16.238,71.5794,183.123,333.074,502.155,672.986,832.443,971.956,1086.87,1175.7,1239.16,1279.08,1298.03,1299.1,1285.53,1260.28,1225.93,1184.55,1137.92,1087.57,1034.81,980.799,926.741,873.611,821.949,771.978,723.849,677.693,633.601,591.635,551.829,514.19,478.698,445.314,413.981,384.627,357.172,331.53,307.609,3849.12
1936,17.2952,16.1464,71.2112,182.234,331.47,499.663,669.535,828.191,967.163,1081.8,1170.48,1233.83,1273.84,1293.07,1294.37,1280.84,1255.55,1221.18,1179.99,1133.73,1083.88,1031.68,978.182,924.344,871.14,819.371,769.438,721.463,675.515,631.658,589.928,550.344,512.903,477.586,444.352,413.146,383.9,356.538,330.974,307.121,3843.82
1937,17.1686,16.0428,70.8094,181.296,329.844,497.208,666.135,823.888,962.261,1076.61,1165.25,1228.61,1268.63,1288.02,1289.65,1276.38,1251.15,1216.74,1175.55,1129.47,1079.97,1028.24,975.273,921.916,868.916,817.076,767.041,719.101,673.297,629.634,588.123,548.758,511.523,476.39,443.317,412.25,383.124,355.862,330.384,306.603,3838.44
1938,17.0277,15.9253,70.3551,180.272,328.123,494.708,662.8,819.643,957.176,1071.03,1159.48,1222.9,1263.02,1282.51,1284.37,1271.48,1246.55,1212.26,1171.07,1125.02,1075.73,1024.36,971.874,919.036,866.508,814.874,764.786,716.763,671.002,627.483,586.162,547.008,509.984,475.047,442.151,411.239,382.246,355.098,329.717,306.019,3832.51
1939,16.8789,15.7946,69.8398,179.115,326.272,492.132,659.474,815.542,952.241,1065.36,1153.46,1216.85,1257.17,1276.85,1278.88,1266.29,1241.79,1207.82,1166.76,1120.75,1071.51,1020.36,968.227,915.847,863.814,812.627,762.736,714.666,668.83,625.353,584.168,545.192,508.364,473.625,440.912,410.164,381.314,354.29,329.014,305.406,3826.54
1940,16.7263,15.6566,69.2669,177.804,324.203,489.437,656.182,811.596,947.547,1059.83,1147.23,1210.34,1250.71,1270.68,1273,1260.65,1236.5,1203.01,1162.32,1116.48,1067.31,1016.24,964.339,912.323,860.741,810.035,760.576,712.7,666.829,623.29,582.15,543.306,506.649,472.096,439.569,408.994,380.298,353.409,328.25,304.741,3820.29
1941,16.5841,15.515,68.6615,176.342,321.759,486.099,652.212,807.055,942.32,1053.67,1139.93,1202.04,1241.95,1261.91,1264.53,1252.54,1228.74,1195.74,1155.65,1110.31,1061.45,1010.6,958.91,907.237,856.115,805.94,757.03,709.649,664.043,620.547,579.419,540.682,504.205,469.864,437.56,407.202,378.708,352.001,327.002,303.633,3808.92
1942,16.4567,15.3831,68.0407,174.802,319.127,482.473,647.76,802.091,936.857,1047.49,1132.7,1193.58,1232.47,1252.01,1254.7,1243.11,1219.76,1187.2,1147.68,1103.02,1054.73,1004.25,952.841,901.442,850.706,801.021,752.661,705.84,660.738,617.528,576.476,537.781,501.434,467.287,435.204,405.075,376.803,350.301,325.488,302.284,3794.97
1943,16.3415,15.2649,67.4623,173.226,316.447,478.894,643.42,797.011,931.07,1040.58,1124.19,1183.17,1220.22,1238.44,1240.64,1229.19,1206.4,1174.5,1135.66,1091.82,1044.44,994.77,943.969,893.066,842.807,793.687,745.97,699.832,655.408,612.81,572.154,533.65,497.452,463.525,431.714,401.873,373.891,347.666,323.109,300.137,3771.54
1944,16.2221,15.1581,66.944,171.754,313.599,474.853,638.146,789.945,920.996,1026.01,1103.96,1157.26,1189.58,1204.5,1205,1193.4,1171.55,1141.27,1104.32,1062.44,1017.16,969.627,920.802,871.611,822.874,775.172,728.875,684.154,641.114,599.834,560.378,522.823,487.334,454.032,422.868,393.687,366.346,340.733,316.75,294.309,3702.67
1945,16.1292,15.0474,66.4753,170.434,310.925,470.484,632.563,782.453,909.528,1008.14,1077.96,1122.74,1147.77,1157.5,1155.03,1142.52,1121.54,1093.29,1059.05,1020.11,977.794,933.268,887.412,840.953,794.62,749.066,704.749,661.941,620.753,581.242,543.447,507.403,473.158,440.848,410.568,382.263,355.783,330.994,307.788,286.071,3604.27
1946,16.0094,14.9612,65.9898,169.236,308.444,465.977,625.123,770.958,889.795,974.726,1027.62,1055.8,1067.24,1067.75,1060.34,1046.42,1026.8,1002.04,972.592,939.139,902.47,863.5,823.074,781.828,740.305,699.08,658.677,619.46,581.644,545.308,510.487,477.207,445.488,415.369,386.963,360.351,335.482,312.222,290.451,270.074,3409.35
1947,15.9529,14.8501,65.6117,167.995,306.174,461.922,618.853,762.865,881.332,964.225,1011.06,1029.74,1030.55,1021.55,1007.26,989.363,968.234,943.948,916.538,886.071,852.884,817.495,780.573,742.763,704.548,666.346,628.618,591.792,556.164,521.897,489.041,457.611,427.615,399.062,371.977,346.454,322.56,300.244,279.383,259.866,3287.22
1948,15.9619,14.7976,65.1246,167.039,304.046,459.132,615.247,759.198,879.766,967.704,1017.74,1034.33,1028.19,1009.99,986.826,962.091,936.561,909.992,882.018,852.347,820.799,787.501,752.785,717.153,681.106,645.011,609.191,574.017,539.841,506.897,475.308,445.096,416.257,388.783,362.671,337.933,314.647,292.867,272.541,253.553,3214.03
1949,16.0155,14.806,64.8945,165.789,302.114,455.209,610.299,753.301,874.211,965.141,1021.22,1041.59,1033.66,1008.84,976.961,943.93,912.104,881.557,851.576,821.474,790.723,758.971,726.192,692.583,658.517,624.382,590.459,556.994,524.29,492.635,462.217,433.125,405.362,378.91,353.75,329.868,307.269,286.016,266.153,247.629,3145.59
1950,16.122,14.8557,64.9311,165.2,299.771,452.101,604.987,747.402,867.834,959.64,1019.18,1045.79,1041.49,1014.68,976.243,934.815,895.15,858.754,825.147,793.274,762.212,731.273,699.981,668.202,636.03,603.741,571.634,539.921,508.791,478.489,449.253,421.233,394.494,369.024,344.795,321.78,299.96,279.331,259.948,241.844,3078.37
1951,16.2771,14.9545,65.1493,165.288,298.603,448.26,600.405,740.461,860.672,952.315,1013.03,1043.31,1045.25,1021.91,981.442,933.687,886.086,842.393,803.427,768.3,735.714,704.593,674.143,643.81,613.385,582.886,552.514,522.501,493.003,464.164,436.186,409.264,383.519,358.997,335.675,313.52,292.498,272.588,253.781,236.121,3011.06
1952,16.49,15.0984,65.5826,165.837,298.642,446.066,594.473,733.539,850.893,942.453,1003.44,1035.54,1041.71,1024.91,988.033,938.487,885.01,833.974,788.314,748.325,712.836,680.404,649.865,620.366,591.313,562.446,533.733,505.317,477.376,450.028,423.38,397.598,372.846,349.22,326.752,305.413,285.163,265.97,247.806,230.66,2946.63
1953,16.7699,15.2958,66.2135,166.945,299.722,446.442,592.14,727.189,844.205,933.315,994.767,1027.45,1035.57,1022.92,992.247,945.925,890.531,833.787,781.14,734.855,694.831,659.71,627.966,598.393,570.112,542.506,515.288,488.387,461.902,435.969,410.674,386.099,362.378,339.649,317.989,297.418,277.904,259.406,241.887,225.319,2884.34
1954,17.1505,15.5555,67.0793,168.555,301.815,448.384,593.213,725.225,838.344,928.314,988.483,1022.82,1032.29,1021.92,995.302,954.723,902.016,843.028,784.619,731.471,685.323,645.787,611.385,580.553,552.072,525.055,498.879,473.238,448.035,423.333,399.237,375.805,353.099,331.229,310.31,290.405,271.525,253.633,236.688,220.653,2832.05
1955,17.6626,15.9085,68.2181,170.752,304.575,450.988,594.964,725.472,834.573,919.477,979.593,1011.64,1022.14,1012.81,988.421,951.937,905.004,848.917,788.786,730.639,678.471,633.592,595.409,562.396,532.996,506.011,480.57,456.062,432.174,408.794,385.96,363.751,342.206,321.372,301.338,282.202,264.016,246.783,230.466,215.024,2768.84
1956,18.4103,16.3835,69.7663,173.645,308.421,454.744,597.991,727.244,834.566,915.1,970.045,1002.31,1010.73,1002.6,979.37,945.113,902.13,851.512,794.097,734.339,677.537,627.11,584.031,547.577,516.212,488.421,463.041,439.232,416.403,394.243,372.63,351.585,331.165,311.398,292.314,273.991,256.51,239.912,224.199,209.332,2705.91
1957,19.5212,17.0771,71.8493,177.58,313.545,460.138,602.385,729.866,834.329,910.806,958.778,983.833,991.335,980.737,958.786,926.093,885.874,839.726,788.224,731.802,674.282,620.281,572.708,532.279,498.203,468.99,443.2,419.734,397.799,376.837,356.55,336.815,317.639,299.066,281.114,263.804,247.201,231.375,216.361,202.154,2624.57
1958,21.2498,18.1076,74.8911,182.885,320.709,467.96,609.703,735.231,837.008,909.781,953.089,970.902,971.374,960.171,936.147,904.977,866.5,823.168,776.014,725.217,670.905,616.371,565.646,521.221,483.618,452.02,425.009,401.231,379.66,359.554,340.391,321.891,303.932,286.512,269.665,253.401,237.735,222.723,208.423,194.865,2542.01
1959,23.9558,19.7109,79.4101,190.596,329.655,476.588,617.221,741.444,841.585,913.146,954.812,969.973,964.804,947.749,923.675,890.686,853.551,811.584,766.677,719.462,669.849,617.766,566.087,518.376,476.792,441.71,412.307,387.233,365.216,345.295,326.776,309.171,292.213,275.783,259.873,244.509,229.694,215.438,201.788,188.796,2475.25
1960,23.3679,22.221,86.4417,202.114,343.882,490.946,630.125,752.211,850.028,918.809,958.16,970.748,962.329,939.456,909.689,876.74,838.03,797.495,754.038,709.083,662.947,615.346,566.061,517.607,473.137,434.526,402.038,374.866,351.74,331.475,313.179,296.206,280.104,264.623,249.65,235.17,221.202,207.748,194.812,182.435,2404.8
1961,25.2882,21.6757,97.4496,220.027,364.977,513.122,650.449,769.199,863.041,927.644,962.482,971.461,959.703,933.314,897.922,859.735,821.335,779.632,737.821,694.515,650.752,606.614,561.685,515.65,470.711,429.654,394.114,364.272,339.353,318.179,299.654,282.957,267.494,252.849,238.789,225.208,212.089,199.446,187.277,175.586,2328.33
1962,23.719,23.4569,95.058,248.065,397.686,545.722,681.373,795.704,884.304,943.706,973.687,977.835,962.37,932.636,893.788,850.201,806.844,765.403,722.468,680.632,638.327,596.301,554.47,512.336,469.526,427.977,390.161,357.509,330.139,307.318,287.95,271.03,255.802,241.72,228.402,215.633,203.313,191.424,179.976,168.964,2255.58
1963,20.2985,22.0013,102.87,241.97,448.203,594.128,723.888,832.304,912.521,963.041,984.763,981.925,960.53,926.824,884.914,838.487,790.64,745.208,703.137,660.862,620.463,580.285,540.852,501.973,463.109,423.862,385.932,351.507,321.836,296.999,276.31,258.77,243.462,229.699,216.986,204.975,193.471,182.38,171.685,161.392,2170.97
1964,18.0399,18.8285,96.4862,261.854,437.174,669.554,788.174,885.021,957.227,999.741,1014.57,1005.7,978.882,939.939,894.033,844.072,792.699,742.151,695.483,653.143,611.507,572.292,533.807,496.42,459.864,423.581,387.156,352.1,320.372,293.078,270.26,251.274,235.194,221.175,208.586,196.972,186.012,175.525,165.424,155.692,2111.73
1965,17.6568,16.7335,82.572,245.611,473.245,653.544,888.957,964.107,1017.41,1046.64,1049.25,1030.57,996.055,951.016,899.87,846.264,791.905,738.494,687.531,641.389,600.131,560.185,522.957,486.78,451.901,418.012,384.554,351.114,319.034,290.062,265.175,244.391,227.11,212.486,199.749,188.32,177.785,167.852,158.357,149.217,2042.12
1966,19.5456,16.3781,73.3842,210.175,443.472,705.958,865.548,1084.65,1105.45,1109.25,1094.9,1061.99,1016.84,963.991,907.001,848.6,791.069,735.152,681.812,631.971,587.462,548.077,510.373,475.511,441.883,409.649,378.482,347.84,317.322,288.119,261.791,239.201,220.351,204.688,191.442,179.912,169.575,160.053,151.082,142.511,1969.06
