"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"4","NatM_uniform_Mal_GP_1",0.045,4006.01,5.93119e-05,9054.54,1889.12,0.208638,0
"3","NatM_uniform_Mal_GP_1",0.05,3995.17,4.1261e-05,8843.07,2127.99,0.240639,0
"2","NatM_uniform_Mal_GP_1",0.055,3987.63,8.95067e-05,8576.25,2390.83,0.278773,0
"1","NatM_uniform_Mal_GP_1",0.06,3982.75,4.12943e-05,8271.99,2615.34,0.316168,0
"5","NatM_uniform_Mal_GP_1",0.0643,3980.46,0.000172495,7994.78,2801.62,0.350431,0
"6","NatM_uniform_Mal_GP_1",0.065,3980.21,0.000164626,7953.68,2833.09,0.356199,0
"7","NatM_uniform_Mal_GP_1",0.07,3979.27,0.000121137,7677.02,3052.49,0.397614,1
"8","NatM_uniform_Mal_GP_1",0.075,3979.7,9.07739e-05,7429.81,3267.6,0.439796,1
"9","NatM_uniform_Mal_GP_1",0.08,3981.14,6.71465e-05,7239.17,3489.17,0.481985,1
